department,date,value
BOLIVAR,2/25/2018,1
BOYACA,2/25/2018,0
CALDAS,2/25/2018,0
CAQUETA,2/25/2018,1
CASANARE,2/25/2018,0
CAUCA,2/25/2018,0
CESAR,2/25/2018,1
CHOCO,2/25/2018,0
CORDOBA,2/25/2018,0
CUNDINAMARCA,2/25/2018,1
EXTERIOR,2/25/2018,0
GUAINIA,2/25/2018,0
HUILA,2/25/2018,0
LA GUAJIRA,2/25/2018,1
MAGDALENA,2/25/2018,0
META,2/25/2018,2
NARIÑO,2/25/2018,0
NORTE SANTANDER,2/25/2018,1
PUTUMAYO,2/25/2018,1
QUINDIO,2/25/2018,0
RISARALDA,2/25/2018,0
SANTANDER,2/25/2018,1
SUCRE,2/25/2018,0
TOLIMA,2/25/2018,0
VALLE DEL CAUCA,2/25/2018,0
VAUPES,2/25/2018,0
VICHADA,2/25/2018,0
ANTIOQUIA,3/4/2018,1
ARAUCA,3/4/2018,1
ATLANTICO,3/4/2018,0
BOGOTA,3/4/2018,0
BOLIVAR,3/4/2018,1
BOYACA,3/4/2018,0
CALDAS,3/4/2018,0
CAQUETA,3/4/2018,0
CASANARE,3/4/2018,1
CAUCA,3/4/2018,0
CESAR,3/4/2018,0
CHOCO,3/4/2018,1
CORDOBA,3/4/2018,1
CUNDINAMARCA,3/4/2018,0
EXTERIOR,3/4/2018,0
GUAINIA,3/4/2018,0
HUILA,3/4/2018,0
LA GUAJIRA,3/4/2018,1
MAGDALENA,3/4/2018,0
META,3/4/2018,1
NARIÑO,3/4/2018,1
NORTE SANTANDER,3/4/2018,1
PUTUMAYO,3/4/2018,0
QUINDIO,3/4/2018,0
RISARALDA,3/4/2018,0
SANTANDER,3/4/2018,0
SUCRE,3/4/2018,1
TOLIMA,3/4/2018,0
VALLE DEL CAUCA,3/4/2018,1
VAUPES,3/4/2018,0
VICHADA,3/4/2018,0
ANTIOQUIA,3/11/2018,1
ARAUCA,3/11/2018,0
ATLANTICO,3/11/2018,1
BOGOTA,3/11/2018,2
BOLIVAR,3/11/2018,0
BOYACA,3/11/2018,0
CALDAS,3/11/2018,0
CAQUETA,3/11/2018,0
CASANARE,3/11/2018,0
CAUCA,3/11/2018,0
CESAR,3/11/2018,0
CHOCO,3/11/2018,1
CORDOBA,3/11/2018,0
CUNDINAMARCA,3/11/2018,1
EXTERIOR,3/11/2018,0
GUAINIA,3/11/2018,0
HUILA,3/11/2018,0
LA GUAJIRA,3/11/2018,0
MAGDALENA,3/11/2018,0
META,3/11/2018,1
NARIÑO,3/11/2018,1
NORTE SANTANDER,3/11/2018,0
PUTUMAYO,3/11/2018,0
QUINDIO,3/11/2018,0
RISARALDA,3/11/2018,0
SANTANDER,3/11/2018,1
SUCRE,3/11/2018,1
TOLIMA,3/11/2018,1
VALLE DEL CAUCA,3/11/2018,1
VAUPES,3/11/2018,0
VICHADA,3/11/2018,0
ANTIOQUIA,3/18/2018,2
ARAUCA,3/18/2018,0
ATLANTICO,3/18/2018,0
BOGOTA,3/18/2018,1
BOLIVAR,3/18/2018,0
BOYACA,3/18/2018,0
CALDAS,3/18/2018,0
CAQUETA,3/18/2018,0
CASANARE,3/18/2018,0
CAUCA,3/18/2018,1
CESAR,3/18/2018,0
CHOCO,3/18/2018,0
CORDOBA,3/18/2018,0
CUNDINAMARCA,3/18/2018,0
EXTERIOR,3/18/2018,0
GUAINIA,3/18/2018,0
HUILA,3/18/2018,0
LA GUAJIRA,3/18/2018,0
MAGDALENA,3/18/2018,0
META,3/18/2018,1
NARIÑO,3/18/2018,0
NORTE SANTANDER,3/18/2018,1
PUTUMAYO,3/18/2018,0
QUINDIO,3/18/2018,0
RISARALDA,3/18/2018,0
SANTANDER,3/18/2018,0
SUCRE,3/18/2018,0
TOLIMA,3/18/2018,1
VALLE DEL CAUCA,3/18/2018,0
VAUPES,3/18/2018,0
VICHADA,3/18/2018,0
ANTIOQUIA,3/25/2018,0
ARAUCA,3/25/2018,0
ATLANTICO,3/25/2018,0
BOGOTA,3/25/2018,2
BOLIVAR,3/25/2018,0
BOYACA,3/25/2018,3
CALDAS,3/25/2018,0
CAQUETA,3/25/2018,0
CASANARE,3/25/2018,0
CAUCA,3/25/2018,0
CESAR,3/25/2018,1
CHOCO,3/25/2018,0
CORDOBA,3/25/2018,0
CUNDINAMARCA,3/25/2018,0
EXTERIOR,3/25/2018,0
GUAINIA,3/25/2018,0
HUILA,3/25/2018,0
LA GUAJIRA,3/25/2018,0
MAGDALENA,3/25/2018,2
META,3/25/2018,0
NARIÑO,3/25/2018,0
NORTE SANTANDER,3/25/2018,0
PUTUMAYO,3/25/2018,0
QUINDIO,3/25/2018,0
RISARALDA,3/25/2018,0
SANTANDER,3/25/2018,0
SUCRE,3/25/2018,0
TOLIMA,3/25/2018,0
VALLE DEL CAUCA,3/25/2018,0
VAUPES,3/25/2018,0
VICHADA,3/25/2018,0
ANTIOQUIA,4/1/2018,1
ARAUCA,4/1/2018,0
ATLANTICO,4/1/2018,0
BOGOTA,4/1/2018,3
BOLIVAR,4/1/2018,0
BOYACA,4/1/2018,0
CALDAS,4/1/2018,1
CAQUETA,4/1/2018,0
CASANARE,4/1/2018,0
CAUCA,4/1/2018,1
CESAR,4/1/2018,0
CHOCO,4/1/2018,0
CORDOBA,4/1/2018,0
CUNDINAMARCA,4/1/2018,0
EXTERIOR,4/1/2018,0
GUAINIA,4/1/2018,0
HUILA,4/1/2018,0
LA GUAJIRA,4/1/2018,0
MAGDALENA,4/1/2018,1
META,4/1/2018,0
NARIÑO,4/1/2018,0
NORTE SANTANDER,4/1/2018,0
PUTUMAYO,4/1/2018,0
QUINDIO,4/1/2018,1
RISARALDA,4/1/2018,0
SANTANDER,4/1/2018,1
SUCRE,4/1/2018,0
TOLIMA,4/1/2018,0
VALLE DEL CAUCA,4/1/2018,0
VAUPES,4/1/2018,0
VICHADA,4/1/2018,0
ANTIOQUIA,4/8/2018,0
ARAUCA,4/8/2018,0
ATLANTICO,4/8/2018,1
BOGOTA,4/8/2018,1
BOLIVAR,4/8/2018,0
BOYACA,4/8/2018,1
CALDAS,4/8/2018,0
CAQUETA,4/8/2018,0
CASANARE,4/8/2018,0
CAUCA,4/8/2018,0
CESAR,4/8/2018,0
CHOCO,4/8/2018,0
CORDOBA,4/8/2018,0
CUNDINAMARCA,4/8/2018,0
EXTERIOR,4/8/2018,0
GUAINIA,4/8/2018,0
HUILA,4/8/2018,0
LA GUAJIRA,4/8/2018,0
MAGDALENA,4/8/2018,0
META,4/8/2018,0
NARIÑO,4/8/2018,0
NORTE SANTANDER,4/8/2018,0
PUTUMAYO,4/8/2018,1
QUINDIO,4/8/2018,0
RISARALDA,4/8/2018,0
SANTANDER,4/8/2018,0
SUCRE,4/8/2018,0
TOLIMA,4/8/2018,0
VALLE DEL CAUCA,4/8/2018,0
VAUPES,4/8/2018,0
VICHADA,4/8/2018,0
ANTIOQUIA,4/15/2018,1
ARAUCA,4/15/2018,0
ATLANTICO,4/15/2018,0
BOGOTA,4/15/2018,0
BOLIVAR,4/15/2018,0
BOYACA,4/15/2018,0
CALDAS,4/15/2018,0
CAQUETA,4/15/2018,0
CASANARE,4/15/2018,0
CAUCA,4/15/2018,0
CESAR,4/15/2018,1
CHOCO,4/15/2018,0
CORDOBA,4/15/2018,0
CUNDINAMARCA,4/15/2018,2
EXTERIOR,4/15/2018,0
GUAINIA,4/15/2018,0
HUILA,4/15/2018,0
LA GUAJIRA,4/15/2018,0
MAGDALENA,4/15/2018,0
META,4/15/2018,0
NARIÑO,4/15/2018,1
NORTE SANTANDER,4/15/2018,0
PUTUMAYO,4/15/2018,0
QUINDIO,4/15/2018,0
RISARALDA,4/15/2018,1
SANTANDER,4/15/2018,0
SUCRE,4/15/2018,0
TOLIMA,4/15/2018,0
VALLE DEL CAUCA,4/15/2018,1
VAUPES,4/15/2018,0
VICHADA,4/15/2018,1
ANTIOQUIA,4/22/2018,3
ARAUCA,4/22/2018,0
ATLANTICO,4/22/2018,1
BOGOTA,4/22/2018,2
BOLIVAR,4/22/2018,1
BOYACA,4/22/2018,0
CALDAS,4/22/2018,0
CAQUETA,4/22/2018,0
CASANARE,4/22/2018,0
CAUCA,4/22/2018,0
CESAR,4/22/2018,0
CHOCO,4/22/2018,0
CORDOBA,4/22/2018,0
CUNDINAMARCA,4/22/2018,0
EXTERIOR,4/22/2018,0
GUAINIA,4/22/2018,0
HUILA,4/22/2018,0
LA GUAJIRA,4/22/2018,0
MAGDALENA,4/22/2018,0
META,4/22/2018,0
NARIÑO,4/22/2018,0
NORTE SANTANDER,4/22/2018,0
PUTUMAYO,4/22/2018,0
QUINDIO,4/22/2018,0
RISARALDA,4/22/2018,1
SANTANDER,4/22/2018,1
SUCRE,4/22/2018,0
TOLIMA,4/22/2018,0
VALLE DEL CAUCA,4/22/2018,0
VAUPES,4/22/2018,0
VICHADA,4/22/2018,0
ANTIOQUIA,4/29/2018,1
ARAUCA,4/29/2018,0
ATLANTICO,4/29/2018,0
BOGOTA,4/29/2018,1
BOLIVAR,4/29/2018,0
BOYACA,4/29/2018,0
CALDAS,4/29/2018,0
CAQUETA,4/29/2018,0
CASANARE,4/29/2018,0
CAUCA,4/29/2018,0
CESAR,4/29/2018,2
CHOCO,4/29/2018,0
CORDOBA,4/29/2018,2
CUNDINAMARCA,4/29/2018,0
EXTERIOR,4/29/2018,0
GUAINIA,4/29/2018,0
HUILA,4/29/2018,0
LA GUAJIRA,4/29/2018,0
MAGDALENA,4/29/2018,0
META,4/29/2018,0
NARIÑO,4/29/2018,0
NORTE SANTANDER,4/29/2018,0
PUTUMAYO,4/29/2018,0
QUINDIO,4/29/2018,0
RISARALDA,4/29/2018,0
SANTANDER,4/29/2018,1
SUCRE,4/29/2018,1
TOLIMA,4/29/2018,0
VALLE DEL CAUCA,4/29/2018,0
VAUPES,4/29/2018,0
VICHADA,4/29/2018,0
ANTIOQUIA,5/6/2018,1
ARAUCA,5/6/2018,0
ATLANTICO,5/6/2018,0
BOGOTA,5/6/2018,0
BOLIVAR,5/6/2018,1
BOYACA,5/6/2018,0
CALDAS,5/6/2018,0
CAQUETA,5/6/2018,1
CASANARE,5/6/2018,0
CAUCA,5/6/2018,1
CESAR,5/6/2018,0
CHOCO,5/6/2018,0
CORDOBA,5/6/2018,1
CUNDINAMARCA,5/6/2018,1
EXTERIOR,5/6/2018,2
GUAINIA,5/6/2018,0
HUILA,5/6/2018,1
LA GUAJIRA,5/6/2018,0
MAGDALENA,5/6/2018,1
META,5/6/2018,1
NARIÑO,5/6/2018,0
NORTE SANTANDER,5/6/2018,0
PUTUMAYO,5/6/2018,0
QUINDIO,5/6/2018,0
RISARALDA,5/6/2018,0
SANTANDER,5/6/2018,1
SUCRE,5/6/2018,0
TOLIMA,5/6/2018,1
VALLE DEL CAUCA,5/6/2018,1
VAUPES,5/6/2018,0
VICHADA,5/6/2018,1
ANTIOQUIA,5/13/2018,0
ARAUCA,5/13/2018,1
ATLANTICO,5/13/2018,0
BOGOTA,5/13/2018,0
BOLIVAR,5/13/2018,0
BOYACA,5/13/2018,0
CALDAS,5/13/2018,0
CAQUETA,5/13/2018,0
CASANARE,5/13/2018,0
CAUCA,5/13/2018,0
CESAR,5/13/2018,1
CHOCO,5/13/2018,0
CORDOBA,5/13/2018,1
CUNDINAMARCA,5/13/2018,1
EXTERIOR,5/13/2018,0
GUAINIA,5/13/2018,0
HUILA,5/13/2018,0
LA GUAJIRA,5/13/2018,1
MAGDALENA,5/13/2018,0
META,5/13/2018,0
NARIÑO,5/13/2018,0
NORTE SANTANDER,5/13/2018,0
PUTUMAYO,5/13/2018,0
QUINDIO,5/13/2018,0
RISARALDA,5/13/2018,0
SANTANDER,5/13/2018,0
SUCRE,5/13/2018,0
TOLIMA,5/13/2018,1
VALLE DEL CAUCA,5/13/2018,1
VAUPES,5/13/2018,0
VICHADA,5/13/2018,0
ANTIOQUIA,5/20/2018,2
ARAUCA,5/20/2018,1
ATLANTICO,5/20/2018,2
BOGOTA,5/20/2018,6
BOLIVAR,5/20/2018,1
BOYACA,5/20/2018,1
CALDAS,5/20/2018,0
CAQUETA,5/20/2018,0
CASANARE,5/20/2018,0
CAUCA,5/20/2018,0
CESAR,5/20/2018,0
CHOCO,5/20/2018,1
CORDOBA,5/20/2018,0
CUNDINAMARCA,5/20/2018,0
EXTERIOR,5/20/2018,0
GUAINIA,5/20/2018,0
HUILA,5/20/2018,0
LA GUAJIRA,5/20/2018,1
MAGDALENA,5/20/2018,0
META,5/20/2018,0
NARIÑO,5/20/2018,0
NORTE SANTANDER,5/20/2018,0
PUTUMAYO,5/20/2018,0
QUINDIO,5/20/2018,0
RISARALDA,5/20/2018,0
SANTANDER,5/20/2018,0
SUCRE,5/20/2018,1
TOLIMA,5/20/2018,1
VALLE DEL CAUCA,5/20/2018,0
VAUPES,5/20/2018,0
VICHADA,5/20/2018,0
ANTIOQUIA,5/27/2018,1
ARAUCA,5/27/2018,0
ATLANTICO,5/27/2018,2
BOGOTA,5/27/2018,0
BOLIVAR,5/27/2018,1
BOYACA,5/27/2018,0
CALDAS,5/27/2018,0
CAQUETA,5/27/2018,0
CASANARE,5/27/2018,0
CAUCA,5/27/2018,0
CESAR,5/27/2018,1
CHOCO,5/27/2018,0
CORDOBA,5/27/2018,0
CUNDINAMARCA,5/27/2018,1
EXTERIOR,5/27/2018,0
GUAINIA,5/27/2018,0
HUILA,5/27/2018,0
LA GUAJIRA,5/27/2018,0
MAGDALENA,5/27/2018,1
META,5/27/2018,0
NARIÑO,5/27/2018,0
NORTE SANTANDER,5/27/2018,1
PUTUMAYO,5/27/2018,0
QUINDIO,5/27/2018,0
RISARALDA,5/27/2018,0
SANTANDER,5/27/2018,1
SUCRE,5/27/2018,0
TOLIMA,5/27/2018,0
VALLE DEL CAUCA,5/27/2018,1
VAUPES,5/27/2018,0
VICHADA,5/27/2018,0
ANTIOQUIA,6/3/2018,3
ARAUCA,6/3/2018,0
ATLANTICO,6/3/2018,0
BOGOTA,6/3/2018,0
BOLIVAR,6/3/2018,1
BOYACA,6/3/2018,0
CALDAS,6/3/2018,0
CAQUETA,6/3/2018,1
CASANARE,6/3/2018,0
CAUCA,6/3/2018,0
CESAR,6/3/2018,0
CHOCO,6/3/2018,0
CORDOBA,6/3/2018,2
CUNDINAMARCA,6/3/2018,0
EXTERIOR,6/3/2018,1
GUAINIA,6/3/2018,0
HUILA,6/3/2018,0
LA GUAJIRA,6/3/2018,0
MAGDALENA,6/3/2018,0
META,6/3/2018,0
NARIÑO,6/3/2018,1
NORTE SANTANDER,6/3/2018,0
PUTUMAYO,6/3/2018,0
QUINDIO,6/3/2018,0
RISARALDA,6/3/2018,0
SANTANDER,6/3/2018,0
SUCRE,6/3/2018,0
TOLIMA,6/3/2018,0
VALLE DEL CAUCA,6/3/2018,0
VAUPES,6/3/2018,0
VICHADA,6/3/2018,0
ANTIOQUIA,6/10/2018,2
ARAUCA,6/10/2018,0
ATLANTICO,6/10/2018,0
BOGOTA,6/10/2018,3
BOLIVAR,6/10/2018,0
BOYACA,6/10/2018,1
CALDAS,6/10/2018,0
CAQUETA,6/10/2018,0
CASANARE,6/10/2018,0
CAUCA,6/10/2018,0
CESAR,6/10/2018,0
CHOCO,6/10/2018,0
CORDOBA,6/10/2018,0
CUNDINAMARCA,6/10/2018,1
EXTERIOR,6/10/2018,0
GUAINIA,6/10/2018,0
HUILA,6/10/2018,0
LA GUAJIRA,6/10/2018,0
MAGDALENA,6/10/2018,0
META,6/10/2018,0
NARIÑO,6/10/2018,0
NORTE SANTANDER,6/10/2018,0
PUTUMAYO,6/10/2018,1
QUINDIO,6/10/2018,0
RISARALDA,6/10/2018,0
SANTANDER,6/10/2018,0
SUCRE,6/10/2018,0
TOLIMA,6/10/2018,0
VALLE DEL CAUCA,6/10/2018,1
VAUPES,6/10/2018,0
VICHADA,6/10/2018,0
ANTIOQUIA,6/17/2018,0
ARAUCA,6/17/2018,0
ATLANTICO,6/17/2018,2
BOGOTA,6/17/2018,1
BOLIVAR,6/17/2018,0
BOYACA,6/17/2018,0
CALDAS,6/17/2018,2
CAQUETA,6/17/2018,1
CASANARE,6/17/2018,1
CAUCA,6/17/2018,0
CESAR,6/17/2018,0
CHOCO,6/17/2018,0
CORDOBA,6/17/2018,0
CUNDINAMARCA,6/17/2018,2
EXTERIOR,6/17/2018,0
GUAINIA,6/17/2018,0
HUILA,6/17/2018,0
LA GUAJIRA,6/17/2018,0
MAGDALENA,6/17/2018,0
META,6/17/2018,0
NARIÑO,6/17/2018,0
NORTE SANTANDER,6/17/2018,0
PUTUMAYO,6/17/2018,0
QUINDIO,6/17/2018,0
RISARALDA,6/17/2018,0
SANTANDER,6/17/2018,1
SUCRE,6/17/2018,1
TOLIMA,6/17/2018,0
VALLE DEL CAUCA,6/17/2018,0
VAUPES,6/17/2018,0
VICHADA,6/17/2018,0
ANTIOQUIA,6/24/2018,0
ARAUCA,6/24/2018,0
ATLANTICO,6/24/2018,0
BOGOTA,6/24/2018,4
BOLIVAR,6/24/2018,1
BOYACA,6/24/2018,0
CALDAS,6/24/2018,0
CAQUETA,6/24/2018,0
CASANARE,6/24/2018,0
CAUCA,6/24/2018,0
CESAR,6/24/2018,0
CHOCO,6/24/2018,1
CORDOBA,6/24/2018,1
CUNDINAMARCA,6/24/2018,2
EXTERIOR,6/24/2018,0
GUAINIA,6/24/2018,0
HUILA,6/24/2018,0
LA GUAJIRA,6/24/2018,0
MAGDALENA,6/24/2018,2
META,6/24/2018,0
NARIÑO,6/24/2018,0
NORTE SANTANDER,6/24/2018,0
PUTUMAYO,6/24/2018,0
QUINDIO,6/24/2018,0
RISARALDA,6/24/2018,0
SANTANDER,6/24/2018,2
SUCRE,6/24/2018,1
TOLIMA,6/24/2018,1
VALLE DEL CAUCA,6/24/2018,1
VAUPES,6/24/2018,0
VICHADA,6/24/2018,0
ANTIOQUIA,7/1/2018,0
ARAUCA,7/1/2018,0
ATLANTICO,7/1/2018,0
BOGOTA,7/1/2018,1
BOLIVAR,7/1/2018,0
BOYACA,7/1/2018,0
CALDAS,7/1/2018,0
CAQUETA,7/1/2018,0
CASANARE,7/1/2018,1
CAUCA,7/1/2018,0
CESAR,7/1/2018,0
CHOCO,7/1/2018,0
CORDOBA,7/1/2018,0
CUNDINAMARCA,7/1/2018,0
EXTERIOR,7/1/2018,1
GUAINIA,7/1/2018,1
HUILA,7/1/2018,0
LA GUAJIRA,7/1/2018,1
MAGDALENA,7/1/2018,1
META,7/1/2018,0
NARIÑO,7/1/2018,0
NORTE SANTANDER,7/1/2018,0
PUTUMAYO,7/1/2018,0
QUINDIO,7/1/2018,0
RISARALDA,7/1/2018,0
SANTANDER,7/1/2018,0
SUCRE,7/1/2018,0
TOLIMA,7/1/2018,0
VALLE DEL CAUCA,7/1/2018,2
VAUPES,7/1/2018,0
VICHADA,7/1/2018,0
ANTIOQUIA,7/8/2018,1
ARAUCA,7/8/2018,0
ATLANTICO,7/8/2018,2
BOGOTA,7/8/2018,0
BOLIVAR,7/8/2018,0
BOYACA,7/8/2018,0
CALDAS,7/8/2018,0
CAQUETA,7/8/2018,0
CASANARE,7/8/2018,0
CAUCA,7/8/2018,0
CESAR,7/8/2018,0
CHOCO,7/8/2018,0
CORDOBA,7/8/2018,0
CUNDINAMARCA,7/8/2018,1
EXTERIOR,7/8/2018,0
GUAINIA,7/8/2018,0
HUILA,7/8/2018,0
LA GUAJIRA,7/8/2018,0
MAGDALENA,7/8/2018,0
META,7/8/2018,2
NARIÑO,7/8/2018,0
NORTE SANTANDER,7/8/2018,0
PUTUMAYO,7/8/2018,0
QUINDIO,7/8/2018,0
RISARALDA,7/8/2018,0
SANTANDER,7/8/2018,0
SUCRE,7/8/2018,1
TOLIMA,7/8/2018,1
VALLE DEL CAUCA,7/8/2018,0
VAUPES,7/8/2018,0
VICHADA,7/8/2018,1
ANTIOQUIA,7/15/2018,0
ARAUCA,7/15/2018,0
ATLANTICO,7/15/2018,1
BOGOTA,7/15/2018,1
BOLIVAR,7/15/2018,2
BOYACA,7/15/2018,1
CALDAS,7/15/2018,0
CAQUETA,7/15/2018,0
CASANARE,7/15/2018,0
CAUCA,7/15/2018,1
CESAR,7/15/2018,0
CHOCO,7/15/2018,1
CORDOBA,7/15/2018,1
CUNDINAMARCA,7/15/2018,0
EXTERIOR,7/15/2018,0
GUAINIA,7/15/2018,1
HUILA,7/15/2018,1
LA GUAJIRA,7/15/2018,0
MAGDALENA,7/15/2018,0
META,7/15/2018,0
NARIÑO,7/15/2018,0
NORTE SANTANDER,7/15/2018,0
PUTUMAYO,7/15/2018,0
QUINDIO,7/15/2018,0
RISARALDA,7/15/2018,0
SANTANDER,7/15/2018,0
SUCRE,7/15/2018,1
TOLIMA,7/15/2018,0
VALLE DEL CAUCA,7/15/2018,1
VAUPES,7/15/2018,0
VICHADA,7/15/2018,1
ANTIOQUIA,7/22/2018,0
ARAUCA,7/22/2018,0
ATLANTICO,7/22/2018,0
BOGOTA,7/22/2018,1
BOLIVAR,7/22/2018,0
BOYACA,7/22/2018,1
CALDAS,7/22/2018,0
CAQUETA,7/22/2018,0
CASANARE,7/22/2018,0
CAUCA,7/22/2018,0
CESAR,7/22/2018,1
CHOCO,7/22/2018,0
CORDOBA,7/22/2018,0
CUNDINAMARCA,7/22/2018,0
EXTERIOR,7/22/2018,1
GUAINIA,7/22/2018,0
HUILA,7/22/2018,0
LA GUAJIRA,7/22/2018,2
MAGDALENA,7/22/2018,0
META,7/22/2018,1
NARIÑO,7/22/2018,0
NORTE SANTANDER,7/22/2018,0
PUTUMAYO,7/22/2018,0
QUINDIO,7/22/2018,0
RISARALDA,7/22/2018,0
SANTANDER,7/22/2018,0
SUCRE,7/22/2018,0
TOLIMA,7/22/2018,0
VALLE DEL CAUCA,7/22/2018,2
VAUPES,7/22/2018,1
VICHADA,7/22/2018,0
ANTIOQUIA,7/29/2018,1
ARAUCA,7/29/2018,0
ATLANTICO,7/29/2018,0
BOGOTA,7/29/2018,2
BOLIVAR,7/29/2018,0
BOYACA,7/29/2018,0
CALDAS,7/29/2018,0
CAQUETA,7/29/2018,0
CASANARE,7/29/2018,0
CAUCA,7/29/2018,0
CESAR,7/29/2018,0
CHOCO,7/29/2018,0
CORDOBA,7/29/2018,0
CUNDINAMARCA,7/29/2018,1
EXTERIOR,7/29/2018,0
GUAINIA,7/29/2018,0
HUILA,7/29/2018,1
LA GUAJIRA,7/29/2018,0
MAGDALENA,7/29/2018,0
META,7/29/2018,0
NARIÑO,7/29/2018,1
NORTE SANTANDER,7/29/2018,0
PUTUMAYO,7/29/2018,0
QUINDIO,7/29/2018,0
RISARALDA,7/29/2018,0
SANTANDER,7/29/2018,1
SUCRE,7/29/2018,1
TOLIMA,7/29/2018,1
VALLE DEL CAUCA,7/29/2018,0
VAUPES,7/29/2018,0
VICHADA,7/29/2018,0
ANTIOQUIA,8/5/2018,1
ARAUCA,8/5/2018,0
ATLANTICO,8/5/2018,3
BOGOTA,8/5/2018,1
BOLIVAR,8/5/2018,0
BOYACA,8/5/2018,1
CALDAS,8/5/2018,0
CAQUETA,8/5/2018,0
CASANARE,8/5/2018,0
CAUCA,8/5/2018,0
CESAR,8/5/2018,0
CHOCO,8/5/2018,1
CORDOBA,8/5/2018,1
CUNDINAMARCA,8/5/2018,0
EXTERIOR,8/5/2018,0
GUAINIA,8/5/2018,0
HUILA,8/5/2018,0
LA GUAJIRA,8/5/2018,2
MAGDALENA,8/5/2018,0
META,8/5/2018,0
NARIÑO,8/5/2018,1
NORTE SANTANDER,8/5/2018,0
PUTUMAYO,8/5/2018,0
QUINDIO,8/5/2018,1
RISARALDA,8/5/2018,0
SANTANDER,8/5/2018,2
SUCRE,8/5/2018,3
TOLIMA,8/5/2018,0
VALLE DEL CAUCA,8/5/2018,0
VAUPES,8/5/2018,0
VICHADA,8/5/2018,0
ANTIOQUIA,8/12/2018,0
ARAUCA,8/12/2018,0
ATLANTICO,8/12/2018,1
BOGOTA,8/12/2018,2
BOLIVAR,8/12/2018,0
BOYACA,8/12/2018,1
CALDAS,8/12/2018,0
CAQUETA,8/12/2018,0
CASANARE,8/12/2018,0
CAUCA,8/12/2018,1
CESAR,8/12/2018,0
CHOCO,8/12/2018,0
CORDOBA,8/12/2018,1
CUNDINAMARCA,8/12/2018,1
EXTERIOR,8/12/2018,0
GUAINIA,8/12/2018,0
HUILA,8/12/2018,0
LA GUAJIRA,8/12/2018,0
MAGDALENA,8/12/2018,0
META,8/12/2018,0
NARIÑO,8/12/2018,0
NORTE SANTANDER,8/12/2018,2
PUTUMAYO,8/12/2018,1
QUINDIO,8/12/2018,0
RISARALDA,8/12/2018,1
SANTANDER,8/12/2018,0
SUCRE,8/12/2018,1
TOLIMA,8/12/2018,0
VALLE DEL CAUCA,8/12/2018,0
VAUPES,8/12/2018,0
VICHADA,8/12/2018,0
ANTIOQUIA,8/19/2018,1
ARAUCA,8/19/2018,0
ATLANTICO,8/19/2018,0
BOGOTA,8/19/2018,1
BOLIVAR,8/19/2018,0
BOYACA,8/19/2018,0
CALDAS,8/19/2018,0
CAQUETA,8/19/2018,0
CASANARE,8/19/2018,0
CAUCA,8/19/2018,0
CESAR,8/19/2018,0
CHOCO,8/19/2018,0
CORDOBA,8/19/2018,0
CUNDINAMARCA,8/19/2018,0
EXTERIOR,8/19/2018,0
GUAINIA,8/19/2018,0
HUILA,8/19/2018,1
LA GUAJIRA,8/19/2018,0
MAGDALENA,8/19/2018,0
META,8/19/2018,0
NARIÑO,8/19/2018,0
NORTE SANTANDER,8/19/2018,0
PUTUMAYO,8/19/2018,0
QUINDIO,8/19/2018,0
RISARALDA,8/19/2018,0
SANTANDER,8/19/2018,2
SUCRE,8/19/2018,0
TOLIMA,8/19/2018,1
VALLE DEL CAUCA,8/19/2018,0
VAUPES,8/19/2018,0
VICHADA,8/19/2018,0
ANTIOQUIA,8/26/2018,2
ARAUCA,8/26/2018,0
ATLANTICO,8/26/2018,1
BOGOTA,8/26/2018,1
BOLIVAR,8/26/2018,0
BOYACA,8/26/2018,1
CALDAS,8/26/2018,0
CAQUETA,8/26/2018,0
CASANARE,8/26/2018,0
CAUCA,8/26/2018,0
CESAR,8/26/2018,1
CHOCO,8/26/2018,0
CORDOBA,8/26/2018,1
CUNDINAMARCA,8/26/2018,0
EXTERIOR,8/26/2018,0
GUAINIA,8/26/2018,0
HUILA,8/26/2018,0
LA GUAJIRA,8/26/2018,2
MAGDALENA,8/26/2018,0
META,8/26/2018,0
NARIÑO,8/26/2018,1
NORTE SANTANDER,8/26/2018,0
PUTUMAYO,8/26/2018,0
QUINDIO,8/26/2018,0
RISARALDA,8/26/2018,0
SANTANDER,8/26/2018,0
SUCRE,8/26/2018,1
TOLIMA,8/26/2018,0
VALLE DEL CAUCA,8/26/2018,1
VAUPES,8/26/2018,0
VICHADA,8/26/2018,1
ANTIOQUIA,9/2/2018,1
ARAUCA,9/2/2018,1
ATLANTICO,9/2/2018,1
BOGOTA,9/2/2018,0
BOLIVAR,9/2/2018,0
BOYACA,9/2/2018,0
CALDAS,9/2/2018,1
CAQUETA,9/2/2018,0
CASANARE,9/2/2018,0
CAUCA,9/2/2018,1
CESAR,9/2/2018,0
CHOCO,9/2/2018,1
CORDOBA,9/2/2018,2
CUNDINAMARCA,9/2/2018,0
EXTERIOR,9/2/2018,0
GUAINIA,9/2/2018,0
HUILA,9/2/2018,0
LA GUAJIRA,9/2/2018,0
MAGDALENA,9/2/2018,0
META,9/2/2018,0
NARIÑO,9/2/2018,1
NORTE SANTANDER,9/2/2018,0
PUTUMAYO,9/2/2018,0
QUINDIO,9/2/2018,0
RISARALDA,9/2/2018,0
SANTANDER,9/2/2018,1
