department,date,value
SUCRE,9/2/2018,0
TOLIMA,9/2/2018,0
VALLE DEL CAUCA,9/2/2018,3
VAUPES,9/2/2018,0
VICHADA,9/2/2018,0
ANTIOQUIA,9/9/2018,1
ARAUCA,9/9/2018,0
ATLANTICO,9/9/2018,0
BOGOTA,9/9/2018,2
BOLIVAR,9/9/2018,0
BOYACA,9/9/2018,0
CALDAS,9/9/2018,0
CAQUETA,9/9/2018,0
CASANARE,9/9/2018,0
CAUCA,9/9/2018,0
CESAR,9/9/2018,1
CHOCO,9/9/2018,0
CORDOBA,9/9/2018,1
CUNDINAMARCA,9/9/2018,2
EXTERIOR,9/9/2018,0
GUAINIA,9/9/2018,0
HUILA,9/9/2018,0
LA GUAJIRA,9/9/2018,0
MAGDALENA,9/9/2018,1
META,9/9/2018,0
NARIÑO,9/9/2018,0
NORTE SANTANDER,9/9/2018,1
PUTUMAYO,9/9/2018,0
QUINDIO,9/9/2018,0
RISARALDA,9/9/2018,0
SANTANDER,9/9/2018,0
SUCRE,9/9/2018,1
TOLIMA,9/9/2018,1
VALLE DEL CAUCA,9/9/2018,3
VAUPES,9/9/2018,0
VICHADA,9/9/2018,0
ANTIOQUIA,9/16/2018,6
ARAUCA,9/16/2018,0
ATLANTICO,9/16/2018,2
BOGOTA,9/16/2018,0
BOLIVAR,9/16/2018,0
BOYACA,9/16/2018,1
CALDAS,9/16/2018,0
CAQUETA,9/16/2018,0
CASANARE,9/16/2018,0
CAUCA,9/16/2018,0
CESAR,9/16/2018,1
CHOCO,9/16/2018,0
CORDOBA,9/16/2018,0
CUNDINAMARCA,9/16/2018,1
EXTERIOR,9/16/2018,0
GUAINIA,9/16/2018,0
HUILA,9/16/2018,0
LA GUAJIRA,9/16/2018,0
MAGDALENA,9/16/2018,0
META,9/16/2018,0
NARIÑO,9/16/2018,0
NORTE SANTANDER,9/16/2018,0
PUTUMAYO,9/16/2018,0
QUINDIO,9/16/2018,0
RISARALDA,9/16/2018,0
SANTANDER,9/16/2018,0
SUCRE,9/16/2018,0
TOLIMA,9/16/2018,1
VALLE DEL CAUCA,9/16/2018,2
VAUPES,9/16/2018,0
VICHADA,9/16/2018,0
ANTIOQUIA,9/23/2018,2
ARAUCA,9/23/2018,0
ATLANTICO,9/23/2018,0
BOGOTA,9/23/2018,0
BOLIVAR,9/23/2018,0
BOYACA,9/23/2018,0
CALDAS,9/23/2018,0
CAQUETA,9/23/2018,0
CASANARE,9/23/2018,0
CAUCA,9/23/2018,0
CESAR,9/23/2018,1
CHOCO,9/23/2018,0
CORDOBA,9/23/2018,2
CUNDINAMARCA,9/23/2018,0
EXTERIOR,9/23/2018,0
GUAINIA,9/23/2018,0
HUILA,9/23/2018,0
LA GUAJIRA,9/23/2018,1
MAGDALENA,9/23/2018,0
META,9/23/2018,0
NARIÑO,9/23/2018,0
NORTE SANTANDER,9/23/2018,0
PUTUMAYO,9/23/2018,0
QUINDIO,9/23/2018,0
RISARALDA,9/23/2018,0
SANTANDER,9/23/2018,1
SUCRE,9/23/2018,0
TOLIMA,9/23/2018,1
VALLE DEL CAUCA,9/23/2018,2
VAUPES,9/23/2018,0
VICHADA,9/23/2018,0
ANTIOQUIA,9/30/2018,0
ARAUCA,9/30/2018,1
ATLANTICO,9/30/2018,0
BOGOTA,9/30/2018,2
BOLIVAR,9/30/2018,0
BOYACA,9/30/2018,0
CALDAS,9/30/2018,0
CAQUETA,9/30/2018,0
CASANARE,9/30/2018,0
CAUCA,9/30/2018,1
CESAR,9/30/2018,0
CHOCO,9/30/2018,0
CORDOBA,9/30/2018,0
CUNDINAMARCA,9/30/2018,0
EXTERIOR,9/30/2018,0
GUAINIA,9/30/2018,0
HUILA,9/30/2018,0
LA GUAJIRA,9/30/2018,1
MAGDALENA,9/30/2018,1
META,9/30/2018,0
NARIÑO,9/30/2018,0
NORTE SANTANDER,9/30/2018,0
PUTUMAYO,9/30/2018,0
QUINDIO,9/30/2018,0
RISARALDA,9/30/2018,0
SANTANDER,9/30/2018,0
SUCRE,9/30/2018,0
TOLIMA,9/30/2018,0
VALLE DEL CAUCA,9/30/2018,1
VAUPES,9/30/2018,0
VICHADA,9/30/2018,0
ANTIOQUIA,10/7/2018,1
ARAUCA,10/7/2018,0
ATLANTICO,10/7/2018,0
BOGOTA,10/7/2018,0
BOLIVAR,10/7/2018,1
BOYACA,10/7/2018,1
CALDAS,10/7/2018,1
CAQUETA,10/7/2018,0
CASANARE,10/7/2018,0
CAUCA,10/7/2018,0
CESAR,10/7/2018,1
CHOCO,10/7/2018,0
CORDOBA,10/7/2018,0
CUNDINAMARCA,10/7/2018,0
EXTERIOR,10/7/2018,0
GUAINIA,10/7/2018,0
HUILA,10/7/2018,1
LA GUAJIRA,10/7/2018,1
MAGDALENA,10/7/2018,0
META,10/7/2018,0
NARIÑO,10/7/2018,1
NORTE SANTANDER,10/7/2018,1
PUTUMAYO,10/7/2018,0
QUINDIO,10/7/2018,0
RISARALDA,10/7/2018,0
SANTANDER,10/7/2018,0
SUCRE,10/7/2018,1
TOLIMA,10/7/2018,0
VALLE DEL CAUCA,10/7/2018,0
VAUPES,10/7/2018,0
VICHADA,10/7/2018,0
ANTIOQUIA,10/14/2018,0
ARAUCA,10/14/2018,0
ATLANTICO,10/14/2018,0
BOGOTA,10/14/2018,0
BOLIVAR,10/14/2018,1
BOYACA,10/14/2018,0
CALDAS,10/14/2018,0
CAQUETA,10/14/2018,0
CASANARE,10/14/2018,0
CAUCA,10/14/2018,1
CESAR,10/14/2018,0
CHOCO,10/14/2018,0
CORDOBA,10/14/2018,1
CUNDINAMARCA,10/14/2018,1
EXTERIOR,10/14/2018,1
GUAINIA,10/14/2018,0
HUILA,10/14/2018,0
LA GUAJIRA,10/14/2018,0
MAGDALENA,10/14/2018,1
META,10/14/2018,0
NARIÑO,10/14/2018,1
NORTE SANTANDER,10/14/2018,1
PUTUMAYO,10/14/2018,0
QUINDIO,10/14/2018,0
RISARALDA,10/14/2018,0
SANTANDER,10/14/2018,0
SUCRE,10/14/2018,0
TOLIMA,10/14/2018,0
VALLE DEL CAUCA,10/14/2018,1
VAUPES,10/14/2018,0
VICHADA,10/14/2018,0
ANTIOQUIA,10/21/2018,1
ARAUCA,10/21/2018,0
ATLANTICO,10/21/2018,1
BOGOTA,10/21/2018,2
BOLIVAR,10/21/2018,0
BOYACA,10/21/2018,0
CALDAS,10/21/2018,0
CAQUETA,10/21/2018,0
CASANARE,10/21/2018,0
CAUCA,10/21/2018,0
CESAR,10/21/2018,1
CHOCO,10/21/2018,0
CORDOBA,10/21/2018,0
CUNDINAMARCA,10/21/2018,0
EXTERIOR,10/21/2018,0
GUAINIA,10/21/2018,0
HUILA,10/21/2018,0
LA GUAJIRA,10/21/2018,0
MAGDALENA,10/21/2018,1
META,10/21/2018,0
NARIÑO,10/21/2018,1
NORTE SANTANDER,10/21/2018,0
PUTUMAYO,10/21/2018,2
QUINDIO,10/21/2018,1
RISARALDA,10/21/2018,3
SANTANDER,10/21/2018,0
SUCRE,10/21/2018,0
TOLIMA,10/21/2018,0
VALLE DEL CAUCA,10/21/2018,1
VAUPES,10/21/2018,0
VICHADA,10/21/2018,0
ANTIOQUIA,10/28/2018,1
ARAUCA,10/28/2018,0
ATLANTICO,10/28/2018,2
BOGOTA,10/28/2018,0
BOLIVAR,10/28/2018,0
BOYACA,10/28/2018,0
CALDAS,10/28/2018,1
CAQUETA,10/28/2018,0
CASANARE,10/28/2018,0
CAUCA,10/28/2018,0
CESAR,10/28/2018,1
CHOCO,10/28/2018,0
CORDOBA,10/28/2018,1
CUNDINAMARCA,10/28/2018,0
EXTERIOR,10/28/2018,0
GUAINIA,10/28/2018,0
HUILA,10/28/2018,0
LA GUAJIRA,10/28/2018,1
MAGDALENA,10/28/2018,1
META,10/28/2018,0
NARIÑO,10/28/2018,2
NORTE SANTANDER,10/28/2018,0
PUTUMAYO,10/28/2018,0
QUINDIO,10/28/2018,0
RISARALDA,10/28/2018,0
SANTANDER,10/28/2018,1
SUCRE,10/28/2018,0
TOLIMA,10/28/2018,0
VALLE DEL CAUCA,10/28/2018,0
VAUPES,10/28/2018,0
VICHADA,10/28/2018,0
ANTIOQUIA,11/4/2018,0
ARAUCA,11/4/2018,0
ATLANTICO,11/4/2018,0
BOGOTA,11/4/2018,0
BOLIVAR,11/4/2018,1
BOYACA,11/4/2018,0
CALDAS,11/4/2018,1
CAQUETA,11/4/2018,0
CASANARE,11/4/2018,0
CAUCA,11/4/2018,0
CESAR,11/4/2018,2
CHOCO,11/4/2018,0
CORDOBA,11/4/2018,0
CUNDINAMARCA,11/4/2018,0
EXTERIOR,11/4/2018,0
GUAINIA,11/4/2018,0
HUILA,11/4/2018,0
LA GUAJIRA,11/4/2018,0
MAGDALENA,11/4/2018,2
META,11/4/2018,0
NARIÑO,11/4/2018,0
NORTE SANTANDER,11/4/2018,1
PUTUMAYO,11/4/2018,0
QUINDIO,11/4/2018,0
RISARALDA,11/4/2018,0
SANTANDER,11/4/2018,0
SUCRE,11/4/2018,0
TOLIMA,11/4/2018,0
VALLE DEL CAUCA,11/4/2018,2
VAUPES,11/4/2018,0
VICHADA,11/4/2018,0
ANTIOQUIA,11/11/2018,2
ARAUCA,11/11/2018,0
ATLANTICO,11/11/2018,0
BOGOTA,11/11/2018,1
BOLIVAR,11/11/2018,1
BOYACA,11/11/2018,0
CALDAS,11/11/2018,0
CAQUETA,11/11/2018,0
CASANARE,11/11/2018,0
CAUCA,11/11/2018,0
CESAR,11/11/2018,0
CHOCO,11/11/2018,0
CORDOBA,11/11/2018,1
CUNDINAMARCA,11/11/2018,0
EXTERIOR,11/11/2018,0
GUAINIA,11/11/2018,0
HUILA,11/11/2018,0
LA GUAJIRA,11/11/2018,0
MAGDALENA,11/11/2018,1
META,11/11/2018,0
NARIÑO,11/11/2018,0
NORTE SANTANDER,11/11/2018,0
PUTUMAYO,11/11/2018,0
QUINDIO,11/11/2018,0
RISARALDA,11/11/2018,1
SANTANDER,11/11/2018,1
SUCRE,11/11/2018,0
TOLIMA,11/11/2018,0
VALLE DEL CAUCA,11/11/2018,0
VAUPES,11/11/2018,0
VICHADA,11/11/2018,0
ANTIOQUIA,11/18/2018,0
ARAUCA,11/18/2018,1
ATLANTICO,11/18/2018,0
BOGOTA,11/18/2018,1
BOLIVAR,11/18/2018,0
BOYACA,11/18/2018,0
CALDAS,11/18/2018,0
CAQUETA,11/18/2018,0
CASANARE,11/18/2018,0
CAUCA,11/18/2018,0
CESAR,11/18/2018,0
CHOCO,11/18/2018,0
CORDOBA,11/18/2018,0
CUNDINAMARCA,11/18/2018,0
EXTERIOR,11/18/2018,0
GUAINIA,11/18/2018,0
HUILA,11/18/2018,0
LA GUAJIRA,11/18/2018,1
MAGDALENA,11/18/2018,0
META,11/18/2018,0
NARIÑO,11/18/2018,0
NORTE SANTANDER,11/18/2018,0
PUTUMAYO,11/18/2018,0
QUINDIO,11/18/2018,0
RISARALDA,11/18/2018,0
SANTANDER,11/18/2018,0
SUCRE,11/18/2018,0
TOLIMA,11/18/2018,0
VALLE DEL CAUCA,11/18/2018,0
VAUPES,11/18/2018,0
VICHADA,11/18/2018,0
ANTIOQUIA,11/25/2018,0
ARAUCA,11/25/2018,1
ATLANTICO,11/25/2018,2
BOGOTA,11/25/2018,1
BOLIVAR,11/25/2018,1
BOYACA,11/25/2018,0
CALDAS,11/25/2018,0
CAQUETA,11/25/2018,0
CASANARE,11/25/2018,0
CAUCA,11/25/2018,1
CESAR,11/25/2018,0
CHOCO,11/25/2018,0
CORDOBA,11/25/2018,0
CUNDINAMARCA,11/25/2018,0
EXTERIOR,11/25/2018,0
GUAINIA,11/25/2018,1
HUILA,11/25/2018,0
LA GUAJIRA,11/25/2018,1
MAGDALENA,11/25/2018,0
META,11/25/2018,0
NARIÑO,11/25/2018,1
NORTE SANTANDER,11/25/2018,0
PUTUMAYO,11/25/2018,0
QUINDIO,11/25/2018,0
RISARALDA,11/25/2018,0
SANTANDER,11/25/2018,1
SUCRE,11/25/2018,0
TOLIMA,11/25/2018,1
VALLE DEL CAUCA,11/25/2018,1
VAUPES,11/25/2018,0
VICHADA,11/25/2018,0
ANTIOQUIA,12/2/2018,0
ARAUCA,12/2/2018,0
ATLANTICO,12/2/2018,1
BOGOTA,12/2/2018,1
BOLIVAR,12/2/2018,0
BOYACA,12/2/2018,0
CALDAS,12/2/2018,0
CAQUETA,12/2/2018,0
CASANARE,12/2/2018,0
CAUCA,12/2/2018,0
CESAR,12/2/2018,0
CHOCO,12/2/2018,0
CORDOBA,12/2/2018,1
CUNDINAMARCA,12/2/2018,0
EXTERIOR,12/2/2018,0
GUAINIA,12/2/2018,0
HUILA,12/2/2018,0
LA GUAJIRA,12/2/2018,2
MAGDALENA,12/2/2018,0
META,12/2/2018,0
NARIÑO,12/2/2018,0
NORTE SANTANDER,12/2/2018,0
PUTUMAYO,12/2/2018,1
QUINDIO,12/2/2018,0
RISARALDA,12/2/2018,0
SANTANDER,12/2/2018,0
SUCRE,12/2/2018,0
TOLIMA,12/2/2018,0
VALLE DEL CAUCA,12/2/2018,0
VAUPES,12/2/2018,0
VICHADA,12/2/2018,1
ANTIOQUIA,12/9/2018,2
ARAUCA,12/9/2018,0
ATLANTICO,12/9/2018,2
BOGOTA,12/9/2018,0
BOLIVAR,12/9/2018,2
BOYACA,12/9/2018,0
CALDAS,12/9/2018,0
CAQUETA,12/9/2018,0
CASANARE,12/9/2018,0
CAUCA,12/9/2018,0
CESAR,12/9/2018,0
CHOCO,12/9/2018,0
CORDOBA,12/9/2018,1
CUNDINAMARCA,12/9/2018,1
EXTERIOR,12/9/2018,0
GUAINIA,12/9/2018,1
HUILA,12/9/2018,1
LA GUAJIRA,12/9/2018,2
MAGDALENA,12/9/2018,0
META,12/9/2018,0
NARIÑO,12/9/2018,0
NORTE SANTANDER,12/9/2018,1
PUTUMAYO,12/9/2018,1
QUINDIO,12/9/2018,0
RISARALDA,12/9/2018,0
SANTANDER,12/9/2018,0
SUCRE,12/9/2018,0
TOLIMA,12/9/2018,0
VALLE DEL CAUCA,12/9/2018,0
VAUPES,12/9/2018,0
VICHADA,12/9/2018,0
ANTIOQUIA,12/16/2018,0
ARAUCA,12/16/2018,1
ATLANTICO,12/16/2018,1
BOGOTA,12/16/2018,1
BOLIVAR,12/16/2018,0
BOYACA,12/16/2018,0
CALDAS,12/16/2018,0
CAQUETA,12/16/2018,0
CASANARE,12/16/2018,0
CAUCA,12/16/2018,0
CESAR,12/16/2018,0
CHOCO,12/16/2018,0
CORDOBA,12/16/2018,0
CUNDINAMARCA,12/16/2018,0
EXTERIOR,12/16/2018,0
GUAINIA,12/16/2018,0
HUILA,12/16/2018,0
LA GUAJIRA,12/16/2018,0
MAGDALENA,12/16/2018,0
META,12/16/2018,0
NARIÑO,12/16/2018,0
NORTE SANTANDER,12/16/2018,0
PUTUMAYO,12/16/2018,0
QUINDIO,12/16/2018,0
RISARALDA,12/16/2018,0
SANTANDER,12/16/2018,0
SUCRE,12/16/2018,0
TOLIMA,12/16/2018,0
VALLE DEL CAUCA,12/16/2018,0
VAUPES,12/16/2018,0
VICHADA,12/16/2018,0
ANTIOQUIA,12/23/2018,1
ARAUCA,12/23/2018,1
ATLANTICO,12/23/2018,0
BOGOTA,12/23/2018,0
BOLIVAR,12/23/2018,0
BOYACA,12/23/2018,1
CALDAS,12/23/2018,0
CAQUETA,12/23/2018,0
CASANARE,12/23/2018,0
CAUCA,12/23/2018,0
CESAR,12/23/2018,1
CHOCO,12/23/2018,2
CORDOBA,12/23/2018,0
CUNDINAMARCA,12/23/2018,0
EXTERIOR,12/23/2018,0
GUAINIA,12/23/2018,0
HUILA,12/23/2018,0
LA GUAJIRA,12/23/2018,0
MAGDALENA,12/23/2018,0
META,12/23/2018,0
NARIÑO,12/23/2018,0
NORTE SANTANDER,12/23/2018,0
PUTUMAYO,12/23/2018,0
QUINDIO,12/23/2018,0
RISARALDA,12/23/2018,0
SANTANDER,12/23/2018,1
SUCRE,12/23/2018,0
TOLIMA,12/23/2018,0
VALLE DEL CAUCA,12/23/2018,0
VAUPES,12/23/2018,0
VICHADA,12/23/2018,0
AMAZONAS,12/30/2018,0
ANTIOQUIA,12/30/2018,0
ARAUCA,12/30/2018,0
ATLANTICO,12/30/2018,0
BOGOTA,12/30/2018,0
BOLIVAR,12/30/2018,2
BOYACA,12/30/2018,0
CALDAS,12/30/2018,0
CAQUETA,12/30/2018,0
CASANARE,12/30/2018,0
CAUCA,12/30/2018,0
CESAR,12/30/2018,0
CHOCO,12/30/2018,0
CORDOBA,12/30/2018,0
CUNDINAMARCA,12/30/2018,0
GUAINIA,12/30/2018,0
GUAVIARE,12/30/2018,0
HUILA,12/30/2018,0
LA GUAJIRA,12/30/2018,2
MAGDALENA,12/30/2018,0
META,12/30/2018,0
NARIÑO,12/30/2018,1
NORTE SANTANDER,12/30/2018,0
PUTUMAYO,12/30/2018,0
RISARALDA,12/30/2018,0
SANTANDER,12/30/2018,0
SUCRE,12/30/2018,1
TOLIMA,12/30/2018,1
VALLE DEL CAUCA,12/30/2018,0
VAUPES,12/30/2018,1
VICHADA,12/30/2018,0
AMAZONAS,1/6/2019,0
ANTIOQUIA,1/6/2019,0
ARAUCA,1/6/2019,0
ATLANTICO,1/6/2019,1
BOGOTA,1/6/2019,1
BOLIVAR,1/6/2019,1
BOYACA,1/6/2019,0
CALDAS,1/6/2019,0
CAQUETA,1/6/2019,0
CASANARE,1/6/2019,1
CAUCA,1/6/2019,1
CESAR,1/6/2019,0
CHOCO,1/6/2019,1
CORDOBA,1/6/2019,0
CUNDINAMARCA,1/6/2019,0
GUAINIA,1/6/2019,0
GUAVIARE,1/6/2019,0
HUILA,1/6/2019,0
LA GUAJIRA,1/6/2019,0
MAGDALENA,1/6/2019,0
META,1/6/2019,0
NARIÑO,1/6/2019,0
NORTE SANTANDER,1/6/2019,0
PUTUMAYO,1/6/2019,0
RISARALDA,1/6/2019,0
SANTANDER,1/6/2019,0
SUCRE,1/6/2019,0
TOLIMA,1/6/2019,0
VALLE DEL CAUCA,1/6/2019,1
VAUPES,1/6/2019,0
VICHADA,1/6/2019,0
AMAZONAS,1/13/2019,0
ANTIOQUIA,1/13/2019,0
ARAUCA,1/13/2019,0
ATLANTICO,1/13/2019,0
BOGOTA,1/13/2019,1
BOLIVAR,1/13/2019,0
BOYACA,1/13/2019,0
CALDAS,1/13/2019,0
CAQUETA,1/13/2019,0
CASANARE,1/13/2019,0
CAUCA,1/13/2019,0
CESAR,1/13/2019,1
CHOCO,1/13/2019,0
CORDOBA,1/13/2019,0
CUNDINAMARCA,1/13/2019,0
GUAINIA,1/13/2019,0
GUAVIARE,1/13/2019,0
HUILA,1/13/2019,0
LA GUAJIRA,1/13/2019,0
MAGDALENA,1/13/2019,0
META,1/13/2019,0
NARIÑO,1/13/2019,0
NORTE SANTANDER,1/13/2019,0
PUTUMAYO,1/13/2019,0
RISARALDA,1/13/2019,0
SANTANDER,1/13/2019,0
SUCRE,1/13/2019,0
TOLIMA,1/13/2019,2
VALLE DEL CAUCA,1/13/2019,0
VAUPES,1/13/2019,0
VICHADA,1/13/2019,0
AMAZONAS,1/20/2019,0
ANTIOQUIA,1/20/2019,0
ARAUCA,1/20/2019,0
ATLANTICO,1/20/2019,1
BOGOTA,1/20/2019,2
BOLIVAR,1/20/2019,0
BOYACA,1/20/2019,0
CALDAS,1/20/2019,0
CAQUETA,1/20/2019,0
CASANARE,1/20/2019,0
CAUCA,1/20/2019,0
CESAR,1/20/2019,0
CHOCO,1/20/2019,1
CORDOBA,1/20/2019,0
CUNDINAMARCA,1/20/2019,0
GUAINIA,1/20/2019,0
GUAVIARE,1/20/2019,0
HUILA,1/20/2019,0
LA GUAJIRA,1/20/2019,3
MAGDALENA,1/20/2019,1
META,1/20/2019,0
NARIÑO,1/20/2019,0
NORTE SANTANDER,1/20/2019,0
PUTUMAYO,1/20/2019,0
RISARALDA,1/20/2019,0
SANTANDER,1/20/2019,0
SUCRE,1/20/2019,1
TOLIMA,1/20/2019,0
VALLE DEL CAUCA,1/20/2019,0
VAUPES,1/20/2019,0
VICHADA,1/20/2019,0
AMAZONAS,1/27/2019,0
ANTIOQUIA,1/27/2019,0
ARAUCA,1/27/2019,0
ATLANTICO,1/27/2019,0
BOGOTA,1/27/2019,1
BOLIVAR,1/27/2019,1
BOYACA,1/27/2019,0
CALDAS,1/27/2019,0
CAQUETA,1/27/2019,0
CASANARE,1/27/2019,0
CAUCA,1/27/2019,0
CESAR,1/27/2019,1
CHOCO,1/27/2019,0
CORDOBA,1/27/2019,0
CUNDINAMARCA,1/27/2019,0
GUAINIA,1/27/2019,0
GUAVIARE,1/27/2019,0
HUILA,1/27/2019,0
LA GUAJIRA,1/27/2019,1
MAGDALENA,1/27/2019,1
META,1/27/2019,0
NARIÑO,1/27/2019,0
NORTE SANTANDER,1/27/2019,0
PUTUMAYO,1/27/2019,1
RISARALDA,1/27/2019,0
SANTANDER,1/27/2019,0
SUCRE,1/27/2019,0
TOLIMA,1/27/2019,0
VALLE DEL CAUCA,1/27/2019,1
VAUPES,1/27/2019,0
VICHADA,1/27/2019,0
AMAZONAS,2/3/2019,0
ANTIOQUIA,2/3/2019,2
ARAUCA,2/3/2019,0
ATLANTICO,2/3/2019,0
BOGOTA,2/3/2019,0
BOLIVAR,2/3/2019,0
BOYACA,2/3/2019,0
CALDAS,2/3/2019,0
CAQUETA,2/3/2019,0
CASANARE,2/3/2019,0
CAUCA,2/3/2019,0
CESAR,2/3/2019,1
CHOCO,2/3/2019,0
CORDOBA,2/3/2019,1
CUNDINAMARCA,2/3/2019,0
GUAINIA,2/3/2019,0
GUAVIARE,2/3/2019,0
HUILA,2/3/2019,0
LA GUAJIRA,2/3/2019,1
MAGDALENA,2/3/2019,1
META,2/3/2019,0
NARIÑO,2/3/2019,0
NORTE SANTANDER,2/3/2019,0
PUTUMAYO,2/3/2019,0
RISARALDA,2/3/2019,0
SANTANDER,2/3/2019,0
SUCRE,2/3/2019,0
TOLIMA,2/3/2019,0
VALLE DEL CAUCA,2/3/2019,0
VAUPES,2/3/2019,0
VICHADA,2/3/2019,0
AMAZONAS,2/10/2019,0
ANTIOQUIA,2/10/2019,1
ARAUCA,2/10/2019,0
ATLANTICO,2/10/2019,1
BOGOTA,2/10/2019,0
BOLIVAR,2/10/2019,0
BOYACA,2/10/2019,0
CALDAS,2/10/2019,0
CAQUETA,2/10/2019,0
CASANARE,2/10/2019,0
CAUCA,2/10/2019,0
CESAR,2/10/2019,0
CHOCO,2/10/2019,0
CORDOBA,2/10/2019,1
CUNDINAMARCA,2/10/2019,1
GUAINIA,2/10/2019,0
GUAVIARE,2/10/2019,0
HUILA,2/10/2019,0
LA GUAJIRA,2/10/2019,2
MAGDALENA,2/10/2019,1
META,2/10/2019,0
NARIÑO,2/10/2019,0
NORTE SANTANDER,2/10/2019,0
PUTUMAYO,2/10/2019,0
RISARALDA,2/10/2019,0
SANTANDER,2/10/2019,0
SUCRE,2/10/2019,0
TOLIMA,2/10/2019,0
VALLE DEL CAUCA,2/10/2019,0
VAUPES,2/10/2019,0
VICHADA,2/10/2019,1
AMAZONAS,2/17/2019,0
ANTIOQUIA,2/17/2019,0
ARAUCA,2/17/2019,0
ATLANTICO,2/17/2019,0
BOGOTA,2/17/2019,0
BOLIVAR,2/17/2019,0
BOYACA,2/17/2019,0
CALDAS,2/17/2019,0
CAQUETA,2/17/2019,0
CASANARE,2/17/2019,0
CAUCA,2/17/2019,0
CESAR,2/17/2019,0
CHOCO,2/17/2019,0
CORDOBA,2/17/2019,0
CUNDINAMARCA,2/17/2019,1
GUAINIA,2/17/2019,0
GUAVIARE,2/17/2019,0
HUILA,2/17/2019,0
LA GUAJIRA,2/17/2019,0
MAGDALENA,2/17/2019,0
META,2/17/2019,0
NARIÑO,2/17/2019,1
NORTE SANTANDER,2/17/2019,0
PUTUMAYO,2/17/2019,0
RISARALDA,2/17/2019,0
SANTANDER,2/17/2019,0
SUCRE,2/17/2019,0
TOLIMA,2/17/2019,0
VALLE DEL CAUCA,2/17/2019,1
VAUPES,2/17/2019,0
VICHADA,2/17/2019,0
AMAZONAS,2/24/2019,0
ANTIOQUIA,2/24/2019,0
ARAUCA,2/24/2019,0
ATLANTICO,2/24/2019,1
BOGOTA,2/24/2019,0
BOLIVAR,2/24/2019,0
BOYACA,2/24/2019,0
CALDAS,2/24/2019,1
CAQUETA,2/24/2019,0
CASANARE,2/24/2019,0
CAUCA,2/24/2019,0
CESAR,2/24/2019,0
CHOCO,2/24/2019,0
CORDOBA,2/24/2019,0
CUNDINAMARCA,2/24/2019,0
GUAINIA,2/24/2019,0
GUAVIARE,2/24/2019,0
HUILA,2/24/2019,0
LA GUAJIRA,2/24/2019,0
MAGDALENA,2/24/2019,0
META,2/24/2019,0
NARIÑO,2/24/2019,0
NORTE SANTANDER,2/24/2019,0
PUTUMAYO,2/24/2019,0
RISARALDA,2/24/2019,0
SANTANDER,2/24/2019,0
