exec_date,index,entity,year,period,total
2020-12-15 09:28:27.533046,90,05000,2017,13,6.7593
2020-12-15 09:28:27.533046,91,05000,2018,1,3.1535
2020-12-15 09:28:27.533046,92,05000,2018,2,5.3057
2020-12-15 09:28:27.533046,93,05000,2018,3,6.4863
2020-12-15 09:28:27.533046,94,05000,2018,4,6.6209
2020-12-15 09:28:27.533046,95,05000,2018,5,6.023
2020-12-15 09:28:27.533046,96,05000,2018,6,5.5448
2020-12-15 09:28:27.533046,97,05000,2018,7,5.2309
2020-12-15 09:28:27.533046,98,05000,2018,8,6.1575
2020-12-15 09:28:27.533046,99,05000,2018,9,6.2323
2020-12-15 09:28:27.533046,100,05000,2018,10,5.6793
2020-12-15 09:28:27.533046,101,05000,2018,11,5.6643
2020-12-15 09:28:27.533046,102,05000,2018,12,6.4565
2020-12-15 09:28:27.533046,103,05000,2018,13,6.307
2020-12-15 09:28:27.533046,104,05000,2019,1,3.4129
2020-12-15 09:28:27.533046,105,05000,2019,2,5.5257
2020-12-15 09:28:27.533046,106,05000,2019,3,6.3235
2020-12-15 09:28:27.533046,107,05000,2019,4,6.7816
2020-12-15 09:28:27.533046,108,05000,2019,5,6.5304
2020-12-15 09:28:27.533046,109,05000,2019,6,6.2201
2020-12-15 09:28:27.533046,110,05000,2019,7,5.703
2020-12-15 09:28:27.533046,111,05000,2019,8,5.9394
2020-12-15 09:28:27.533046,112,05000,2019,9,5.8951
2020-12-15 09:28:27.533046,113,05000,2019,10,7.0918
2020-12-15 09:28:27.533046,114,05000,2019,11,5.5848
2020-12-15 09:28:27.533046,115,05000,2019,12,6.1906
2020-12-15 09:28:27.533046,116,05000,2019,13,6.6043
2020-12-15 09:28:27.533046,117,05000,2020,1,4.0905
2020-12-15 09:28:27.533046,118,05000,2020,2,6.0043
2020-12-15 09:28:27.533046,119,05000,2020,3,7.3338
2020-12-15 09:28:27.533046,120,05000,2020,4,3.6815
2020-12-15 09:28:27.533046,121,05000,2020,5,0.9642
2020-12-15 09:28:27.533046,122,05000,2020,6,0.0
2020-12-15 09:28:27.533046,123,05000,2020,7,0.0
