exec_date,index,entity,period,total,mean,stdev,min,p25,p50,p75,max,no_data,pv_max_lim,pv_min_lim,pv_period,pv_value,var_coef
2020-12-14 18:53:56.200330,552,23001,7,112.0,11.2,4.7286,3.0,8.25,11.5,15.0,18.0,0,4.0,-0.8333333333333334,2020-2019,0.0,44.2849
2020-12-14 18:53:56.200330,553,23001,8,141.0,14.1,6.4568,5.0,9.0,15.0,17.0,28.0,0,1.3333333333333333,-0.39285714285714285,2020-2019,0.0,44.2849
2020-12-14 18:53:56.200330,554,23001,9,100.0,10.0,3.0332,4.0,7.75,11.0,11.0,15.0,0,0.42857142857142855,-0.36363636363636365,2020-2019,0.0,44.2849
2020-12-14 18:53:56.200330,555,23001,10,119.0,11.9,3.8328,6.0,9.25,10.5,14.5,19.0,0,0.46153846153846156,-0.11764705882352941,2020-2019,0.0,44.2849
2020-12-14 18:53:56.200330,556,23001,11,124.0,12.4,3.4986,7.0,11.0,12.5,13.0,21.0,0,0.6153846153846154,-0.47619047619047616,2020-2019,0.0,44.2849
2020-12-14 18:53:56.200330,557,23001,12,105.0,10.5,4.272,5.0,6.25,10.5,14.25,18.0,0,0.5,-0.6,2020-2019,0.0,44.2849
2020-12-14 18:53:56.200330,558,23001,13,140.0,14.0,7.3212,5.0,8.5,12.5,17.75,30.0,0,1.7142857142857142,-0.6333333333333333,2020-2019,0.0,44.2849
2020-12-14 18:53:56.200330,559,27001,1,38.0,3.8,1.4697,1.0,3.0,4.0,5.0,6.0,0,1.5,-0.5,2020-2019,-0.5,48.3946
2020-12-14 18:53:56.200330,560,27001,2,71.0,7.1,2.8443,3.0,4.5,7.0,8.75,12.0,0,2.0,-0.6666666666666666,2020-2019,-0.5714285714285714,48.3946
2020-12-14 18:53:56.200330,561,27001,3,67.0,6.7,3.4655,3.0,4.25,6.0,7.0,14.0,0,1.0,-0.5714285714285714,2020-2019,-0.16666666666666666,48.3946
2020-12-14 18:53:56.200330,562,27001,4,57.0,6.3333,2.8674,2.0,4.0,6.0,8.0,11.0,1,2.3333333333333335,-0.5714285714285714,2020-2019,-0.5,48.3946
2020-12-14 18:53:56.200330,563,27001,5,44.0,4.4,1.4967,1.0,4.0,4.5,5.75,6.0,0,0.3333333333333333,-0.5,2020-2019,-0.75,48.3946
2020-12-14 18:53:56.200330,564,27001,6,60.0,6.0,3.3764,3.0,3.25,5.0,6.75,14.0,0,3.6666666666666665,-0.7857142857142857,2020-2019,0.0,48.3946
2020-12-14 18:53:56.200330,565,27001,7,51.0,5.6667,1.3333,3.0,5.0,6.0,6.0,8.0,1,0.4,-0.2857142857142857,2020-2019,0.0,48.3946
2020-12-14 18:53:56.200330,566,27001,8,44.0,4.4,2.2,2.0,2.25,4.0,5.75,8.0,0,3.0,-0.75,2020-2019,0.0,48.3946
2020-12-14 18:53:56.200330,567,27001,9,48.0,4.8,1.3266,3.0,4.0,5.0,5.0,7.0,0,0.75,-0.2857142857142857,2020-2019,0.0,48.3946
2020-12-14 18:53:56.200330,568,27001,10,59.0,5.9,2.6249,3.0,4.0,5.5,6.75,11.0,0,0.6666666666666666,-0.7272727272727273,2020-2019,0.0,48.3946
2020-12-14 18:53:56.200330,569,27001,11,53.0,5.3,1.7349,2.0,4.25,6.0,6.0,8.0,0,2.0,-0.6666666666666666,2020-2019,0.0,48.3946
2020-12-14 18:53:56.200330,570,27001,12,46.0,4.6,2.245,1.0,3.25,4.5,5.75,9.0,0,8.0,-0.8333333333333334,2020-2019,0.0,48.3946
2020-12-14 18:53:56.200330,571,27001,13,62.0,6.2,1.9391,3.0,5.25,6.5,7.75,9.0,0,1.3333333333333333,-0.625,2020-2019,0.0,48.3946
2020-12-14 18:53:56.200330,572,41001,1,50.0,5.0,2.1909,1.0,4.25,5.0,6.0,9.0,0,0.25,-0.8,2020-2019,0.0,49.8946
2020-12-14 18:53:56.200330,573,41001,2,65.0,6.5,3.3541,2.0,3.5,6.0,8.0,12.0,0,1.0,-0.625,2020-2019,1.0,49.8946
2020-12-14 18:53:56.200330,574,41001,3,74.0,7.4,2.9394,1.0,6.25,7.0,9.75,12.0,0,1.0,-0.4166666666666667,2020-2019,-0.8571428571428571,49.8946
2020-12-14 18:53:56.200330,575,41001,4,45.0,4.5,1.6882,2.0,4.0,4.0,5.75,7.0,0,2.5,-0.42857142857142855,2020-2019,1.0,49.8946
2020-12-14 18:53:56.200330,576,41001,5,57.0,5.7,2.7586,1.0,3.5,6.0,7.5,11.0,0,0.3333333333333333,-0.625,2020-2019,0.0,49.8946
2020-12-14 18:53:56.200330,577,41001,6,53.0,5.3,2.4515,3.0,4.0,4.0,6.5,11.0,0,0.75,-0.42857142857142855,2020-2019,0.0,49.8946
2020-12-14 18:53:56.200330,578,41001,7,61.0,6.1,2.119,4.0,4.25,5.5,7.0,11.0,0,1.75,-0.6363636363636364,2020-2019,0.0,49.8946
2020-12-14 18:53:56.200330,579,41001,8,55.0,5.5,2.6552,1.0,4.25,5.0,7.75,10.0,0,1.5,-0.75,2020-2019,0.0,49.8946
2020-12-14 18:53:56.200330,580,41001,9,50.0,5.0,2.0976,1.0,3.5,6.0,6.75,7.0,0,6.0,-0.5,2020-2019,0.0,49.8946
2020-12-14 18:53:56.200330,581,41001,10,46.0,5.75,2.0463,2.0,4.75,6.0,6.5,9.0,2,0.3333333333333333,0.0,2020-2019,0.0,49.8946
2020-12-14 18:53:56.200330,582,41001,11,55.0,5.5,2.6552,2.0,3.5,5.5,6.75,11.0,0,0.3333333333333333,-0.6,2020-2019,0.0,49.8946
2020-12-14 18:53:56.200330,583,41001,12,51.0,5.1,3.2078,1.0,2.25,4.5,7.0,11.0,0,2.5,-0.6666666666666666,2020-2019,0.0,49.8946
2020-12-14 18:53:56.200330,584,41001,13,55.0,5.5,2.8018,3.0,3.5,5.0,5.75,13.0,0,0.0,-0.5384615384615384,2020-2019,0.0,49.8946
2020-12-14 18:53:56.200330,585,44001,1,40.0,4.4444,3.0225,1.0,2.0,4.0,5.0,11.0,1,4.5,-0.5,2020-2019,0.6,59.7321
2020-12-14 18:53:56.200330,586,44001,2,47.0,4.7,1.9519,1.0,4.0,5.0,6.0,8.0,0,3.0,-0.3333333333333333,2020-2019,-0.4,59.7321
2020-12-14 18:53:56.200330,587,44001,3,64.0,6.4,3.1369,2.0,4.25,6.0,9.0,12.0,0,1.5,-0.25,2020-2019,-0.3333333333333333,59.7321
2020-12-14 18:53:56.200330,588,44001,4,57.0,5.7,2.8302,2.0,4.25,5.5,6.0,13.0,0,1.6,-0.16666666666666666,2020-2019,-0.7692307692307693,59.7321
2020-12-14 18:53:56.200330,589,44001,5,62.0,6.2,3.3106,2.0,4.0,5.5,7.5,12.0,0,0.3333333333333333,-0.6666666666666666,2020-2019,0.0,59.7321
2020-12-14 18:53:56.200330,590,44001,6,69.0,6.9,2.9479,3.0,4.5,6.5,9.5,12.0,0,0.5,-0.2,2020-2019,0.0,59.7321
2020-12-14 18:53:56.200330,591,44001,7,55.0,5.5,1.9105,3.0,4.0,5.5,7.0,9.0,0,2.0,-0.5714285714285714,2020-2019,0.0,59.7321
2020-12-14 18:53:56.200330,592,44001,8,72.0,7.2,3.4583,2.0,5.0,7.0,8.75,15.0,0,0.875,-0.2857142857142857,2020-2019,0.0,59.7321
2020-12-14 18:53:56.200330,593,44001,9,55.0,6.1111,2.601,1.0,4.0,7.0,8.0,9.0,1,7.0,-0.875,2020-2019,0.0,59.7321
2020-12-14 18:53:56.200330,594,44001,10,104.0,10.4,6.3592,2.0,5.0,9.0,16.75,20.0,0,1.5,-0.5789473684210527,2020-2019,0.0,59.7321
2020-12-14 18:53:56.200330,595,44001,11,59.0,5.9,2.7368,1.0,4.25,5.5,8.5,10.0,0,2.0,-0.9,2020-2019,0.0,59.7321
2020-12-14 18:53:56.200330,596,44001,12,56.0,5.6,4.4091,1.0,2.25,5.0,6.0,15.0,0,14.0,-0.8333333333333334,2020-2019,0.0,59.7321
2020-12-14 18:53:56.200330,597,44001,13,67.0,6.7,2.6096,2.0,5.25,7.0,9.0,10.0,0,1.0,-0.25,2020-2019,0.0,59.7321
2020-12-14 18:53:56.200330,598,47001,1,77.0,7.7,2.571,3.0,6.25,7.0,10.0,11.0,0,1.0,0.0,2020-2019,0.0,46.6737
2020-12-14 18:53:56.200330,599,47001,2,79.0,7.9,2.4678,4.0,5.5,8.0,10.0,11.0,0,1.2,-0.09090909090909091,2020-2019,-0.6,46.6737
2020-12-14 18:53:56.200330,600,47001,3,75.0,7.5,3.0414,3.0,5.25,7.0,9.75,13.0,0,2.6666666666666665,-0.36363636363636365,2020-2019,-0.6923076923076923,46.6737
2020-12-14 18:53:56.200330,601,47001,4,71.0,7.1,4.2532,3.0,4.0,6.0,7.75,15.0,0,1.5,-0.6,2020-2019,-0.7333333333333333,46.6737
2020-12-14 18:53:56.200330,602,47001,5,77.0,7.7,4.6271,2.0,5.25,7.5,9.5,19.0,0,0.9,-0.5789473684210527,2020-2019,-0.9,46.6737
2020-12-14 18:53:56.200330,603,47001,6,78.0,7.8,2.4819,3.0,7.0,7.0,9.5,12.0,0,0.5714285714285714,-0.4166666666666667,2020-2019,0.0,46.6737
2020-12-14 18:53:56.200330,604,47001,7,79.0,7.9,3.6455,4.0,5.0,7.5,9.0,16.0,0,1.2857142857142858,-0.4375,2020-2019,0.0,46.6737
2020-12-14 18:53:56.200330,605,47001,8,86.0,8.6,4.1761,4.0,5.25,7.0,10.75,18.0,0,3.5,-0.6923076923076923,2020-2019,0.0,46.6737
2020-12-14 18:53:56.200330,606,47001,9,87.0,8.7,4.5177,6.0,7.0,7.0,8.0,22.0,0,2.6666666666666665,-0.5909090909090909,2020-2019,0.0,46.6737
2020-12-14 18:53:56.200330,607,47001,10,93.0,9.3,4.4733,2.0,6.25,9.5,11.75,19.0,0,0.7272727272727273,-0.2222222222222222,2020-2019,0.0,46.6737
2020-12-14 18:53:56.200330,608,47001,11,86.0,8.6,3.1048,4.0,7.0,8.0,10.5,14.0,0,0.8571428571428571,-0.2222222222222222,2020-2019,0.0,46.6737
2020-12-14 18:53:56.200330,609,47001,12,67.0,6.7,3.3181,2.0,4.5,6.5,7.75,15.0,0,0.875,-0.5333333333333333,2020-2019,0.0,46.6737
2020-12-14 18:53:56.200330,610,47001,13,88.0,8.8,4.0447,4.0,6.0,7.0,11.5,16.0,0,1.5,-0.625,2020-2019,0.0,46.6737
2020-12-14 18:53:56.200330,611,50001,1,54.0,5.4,1.4967,3.0,4.25,5.0,6.75,8.0,0,0.75,-0.2857142857142857,2020-2019,0.2,38.1561
2020-12-14 18:53:56.200330,612,50001,2,78.0,7.8,2.3152,5.0,7.0,7.0,8.0,14.0,0,0.14285714285714285,-0.2222222222222222,2020-2019,-0.5,38.1561
2020-12-14 18:53:56.200330,613,50001,3,70.0,7.0,2.5298,3.0,5.0,7.0,8.75,12.0,0,1.0,-0.625,2020-2019,-0.6666666666666666,38.1561
2020-12-14 18:53:56.200330,614,50001,4,81.0,8.1,2.5865,4.0,6.0,7.5,10.75,12.0,0,0.7142857142857143,-0.5,2020-2019,0.25,38.1561
2020-12-14 18:53:56.200330,615,50001,5,81.0,8.1,2.3854,4.0,6.25,8.5,10.0,11.0,0,1.5,-0.5555555555555556,2020-2019,0.0,38.1561
2020-12-14 18:53:56.200330,616,50001,6,75.0,7.5,2.6926,4.0,5.25,7.0,10.0,12.0,0,0.5,-0.6,2020-2019,0.0,38.1561
2020-12-14 18:53:56.200330,617,50001,7,76.0,7.6,2.1541,4.0,6.0,8.0,9.0,11.0,0,0.2222222222222222,-0.3333333333333333,2020-2019,0.0,38.1561
2020-12-14 18:53:56.200330,618,50001,8,83.0,8.3,3.7162,4.0,6.25,7.0,10.0,17.0,0,1.4285714285714286,-0.5882352941176471,2020-2019,0.0,38.1561
2020-12-14 18:53:56.200330,619,50001,9,80.0,8.0,4.1713,4.0,5.0,6.0,10.0,16.0,0,1.2,-0.5454545454545454,2020-2019,0.0,38.1561
2020-12-14 18:53:56.200330,620,50001,10,84.0,8.4,1.8547,5.0,8.0,9.0,10.0,10.0,0,1.0,-0.2,2020-2019,0.0,38.1561
2020-12-14 18:53:56.200330,621,50001,11,69.0,6.9,3.2696,1.0,6.0,7.0,7.75,13.0,0,6.0,-0.8333333333333334,2020-2019,0.0,38.1561
2020-12-14 18:53:56.200330,622,50001,12,62.0,6.2,1.9391,3.0,5.25,6.5,7.75,9.0,0,0.16666666666666666,-0.5714285714285714,2020-2019,0.0,38.1561
2020-12-14 18:53:56.200330,623,50001,13,95.0,9.5,2.9749,3.0,8.25,9.5,11.0,14.0,0,0.375,-0.1111111111111111,2020-2019,0.0,38.1561
2020-12-14 18:53:56.200330,624,52001,1,40.0,4.0,2.3238,1.0,2.25,3.5,4.75,9.0,0,1.0,-0.7777777777777778,2020-2019,-0.3333333333333333,43.7532
2020-12-14 18:53:56.200330,625,52001,2,58.0,5.8,2.9933,3.0,3.25,5.0,7.0,13.0,0,0.3333333333333333,-0.5714285714285714,2020-2019,0.5,43.7532
2020-12-14 18:53:56.200330,626,52001,3,69.0,6.9,1.9723,3.0,6.0,8.0,8.0,9.0,0,0.5,-0.5,2020-2019,-0.8333333333333334,43.7532
2020-12-14 18:53:56.200330,627,52001,4,62.0,6.2,2.0881,3.0,4.25,6.5,7.75,10.0,0,0.5,-0.5,2020-2019,-0.16666666666666666,43.7532
2020-12-14 18:53:56.200330,628,52001,5,65.0,6.5,2.5788,1.0,6.0,6.0,7.0,11.0,0,4.0,-0.9,2020-2019,0.0,43.7532
2020-12-14 18:53:56.200330,629,52001,6,58.0,5.8,2.3152,3.0,3.25,6.0,7.75,9.0,0,0.0,-0.5,2020-2019,0.0,43.7532
2020-12-14 18:53:56.200330,630,52001,7,50.0,5.0,2.4495,2.0,3.0,4.5,6.5,10.0,0,2.3333333333333335,-0.5,2020-2019,0.0,43.7532
2020-12-14 18:53:56.200330,631,52001,8,60.0,6.0,2.4495,1.0,5.0,6.0,7.0,10.0,0,3.0,-0.8,2020-2019,0.0,43.7532
2020-12-14 18:53:56.200330,632,52001,9,60.0,6.0,2.6077,3.0,4.0,5.0,7.5,11.0,0,0.25,-0.6363636363636364,2020-2019,0.0,43.7532
2020-12-14 18:53:56.200330,633,52001,10,56.0,5.6,2.5377,1.0,4.25,6.0,7.0,9.0,0,0.75,-0.7142857142857143,2020-2019,0.0,43.7532
2020-12-14 18:53:56.200330,634,52001,11,53.0,5.3,2.8302,1.0,4.0,5.5,6.75,10.0,0,0.16666666666666666,-0.75,2020-2019,0.0,43.7532
2020-12-14 18:53:56.200330,635,52001,12,57.0,5.7,1.4177,3.0,5.0,6.0,6.75,8.0,0,0.5,-0.2,2020-2019,0.0,43.7532
2020-12-14 18:53:56.200330,636,52001,13,63.0,6.3,2.6096,3.0,5.0,6.0,7.0,13.0,0,1.3333333333333333,-0.2857142857142857,2020-2019,0.0,43.7532
2020-12-14 18:53:56.200330,637,54001,1,82.0,8.2,2.8914,5.0,6.25,7.5,9.0,15.0,0,0.8,-0.6666666666666666,2020-2019,-0.14285714285714285,35.2951
2020-12-14 18:53:56.200330,638,54001,2,99.0,9.9,3.3302,6.0,6.5,10.5,11.75,17.0,0,1.8333333333333333,-0.35294117647058826,2020-2019,-0.25,35.2951
2020-12-14 18:53:56.200330,639,54001,3,108.0,10.8,4.5782,2.0,8.25,11.0,13.0,20.0,0,5.5,-0.75,2020-2019,-0.6923076923076923,35.2951
2020-12-14 18:53:56.200330,640,54001,4,93.0,9.3,2.5318,6.0,7.25,8.5,10.75,14.0,0,0.5,-0.45454545454545453,2020-2019,-0.14285714285714285,35.2951
2020-12-14 18:53:56.200330,641,54001,5,103.0,10.3,2.7946,6.0,9.25,10.0,11.75,15.0,0,0.5,-0.5714285714285714,2020-2019,-0.8888888888888888,35.2951
2020-12-14 18:53:56.200330,642,54001,6,98.0,9.8,3.5721,3.0,8.0,9.5,12.75,15.0,0,1.1666666666666667,-0.75,2020-2019,0.0,35.2951
2020-12-14 18:53:56.200330,643,54001,7,90.0,9.0,2.2361,5.0,8.0,9.0,10.0,14.0,0,0.8,-0.5,2020-2019,0.0,35.2951
2020-12-14 18:53:56.200330,644,54001,8,121.0,12.1,3.6729,6.0,9.0,12.5,14.5,18.0,0,0.5,-0.5384615384615384,2020-2019,0.0,35.2951
2020-12-14 18:53:56.200330,645,54001,9,110.0,11.0,4.7329,5.0,6.5,10.5,16.25,17.0,0,1.2,-0.7058823529411765,2020-2019,0.0,35.2951
2020-12-14 18:53:56.200330,646,54001,10,102.0,10.2,1.833,7.0,8.5,10.5,12.0,12.0,0,0.25,-0.3333333333333333,2020-2019,0.0,35.2951
2020-12-14 18:53:56.200330,647,54001,11,77.0,7.7,2.1471,5.0,6.0,8.0,8.75,12.0,0,1.0,-0.25,2020-2019,0.0,35.2951
2020-12-14 18:53:56.200330,648,54001,12,109.0,10.9,3.6455,5.0,7.75,11.5,13.75,16.0,0,0.8571428571428571,-0.6428571428571429,2020-2019,0.0,35.2951
2020-12-14 18:53:56.200330,649,54001,13,138.0,13.8,3.0265,9.0,11.25,14.0,15.0,19.0,0,0.6363636363636364,-0.3684210526315789,2020-2019,0.0,35.2951
2020-12-14 18:53:56.200330,650,63001,1,28.0,2.8,0.8718,1.0,2.25,3.0,3.0,4.0,0,3.0,-0.3333333333333333,2020-2019,0.5,54.3506
2020-12-14 18:53:56.200330,651,63001,2,32.0,3.5556,1.2571,2.0,3.0,3.0,4.0,6.0,1,0.3333333333333333,-0.3333333333333333,2020-2019,0.5,54.3506
2020-12-14 18:53:56.200330,652,63001,3,32.0,3.2,1.4697,1.0,2.25,3.5,4.0,6.0,0,5.0,-0.6666666666666666,2020-2019,-0.3333333333333333,54.3506
2020-12-14 18:53:56.200330,653,63001,4,30.0,3.0,1.4142,1.0,2.0,3.0,4.0,5.0,0,2.0,-0.75,2020-2019,1.0,54.3506
2020-12-14 18:53:56.200330,654,63001,5,31.0,3.4444,1.7708,1.0,2.0,3.0,5.0,7.0,1,2.5,-0.5714285714285714,2020-2019,0.0,54.3506
2020-12-14 18:53:56.200330,655,63001,6,32.0,3.2,2.1354,1.0,2.0,2.0,4.75,8.0,0,1.0,0.0,2020-2019,0.0,54.3506
2020-12-14 18:53:56.200330,656,63001,7,38.0,3.8,1.7205,1.0,3.0,4.0,5.0,6.0,0,0.6666666666666666,-0.3333333333333333,2020-2019,0.0,54.3506
2020-12-14 18:53:56.200330,657,63001,8,45.0,4.5,1.8028,3.0,3.0,3.5,5.75,8.0,0,1.0,-0.5714285714285714,2020-2019,0.0,54.3506
2020-12-14 18:53:56.200330,658,63001,9,31.0,3.4444,1.4229,1.0,2.0,4.0,5.0,5.0,1,0.25,-0.3333333333333333,2020-2019,0.0,54.3506
2020-12-14 18:53:56.200330,659,63001,10,38.0,3.8,1.6,1.0,3.0,3.5,5.0,6.0,0,2.0,-0.8333333333333334,2020-2019,0.0,54.3506
2020-12-14 18:53:56.200330,660,63001,11,37.0,3.7,1.9,1.0,2.0,3.5,5.0,7.0,0,2.0,-0.2,2020-2019,0.0,54.3506
2020-12-14 18:53:56.200330,661,63001,12,33.0,3.3,1.7916,1.0,2.0,3.0,3.75,7.0,0,0.5,-0.5,2020-2019,0.0,54.3506
2020-12-14 18:53:56.200330,662,63001,13,49.0,5.4444,2.4994,2.0,4.0,5.0,8.0,10.0,1,3.0,0.0,2020-2019,0.0,54.3506
2020-12-14 18:53:56.200330,663,66001,1,26.0,2.8889,1.3699,1.0,2.0,2.0,4.0,5.0,1,0.6666666666666666,-0.6,2020-2019,1.5,48.1871
2020-12-14 18:53:56.200330,664,66001,2,57.0,5.7,2.6476,2.0,4.0,5.0,7.5,10.0,0,0.25,-0.4,2020-2019,1.0,48.1871
2020-12-14 18:53:56.200330,665,66001,3,60.0,6.0,2.0976,3.0,5.0,6.0,7.5,10.0,0,0.6666666666666666,-0.5,2020-2019,-0.6,48.1871
2020-12-14 18:53:56.200330,666,66001,4,54.0,5.4,1.6248,3.0,4.25,5.5,6.75,8.0,0,0.0,-0.42857142857142855,2020-2019,0.6666666666666666,48.1871
2020-12-14 18:53:56.200330,667,66001,5,47.0,4.7,2.0518,1.0,4.0,4.5,6.0,8.0,0,1.0,-0.75,2020-2019,0.0,48.1871
2020-12-14 18:53:56.200330,668,66001,6,66.0,6.6,3.2924,3.0,4.25,5.5,8.0,14.0,0,0.6666666666666666,-0.6428571428571429,2020-2019,0.0,48.1871
2020-12-14 18:53:56.200330,669,66001,7,72.0,7.2,2.9257,2.0,5.25,8.0,9.75,11.0,0,1.0,-0.8,2020-2019,0.0,48.1871
2020-12-14 18:53:56.200330,670,66001,8,61.0,6.1,1.9209,3.0,5.0,6.0,7.5,9.0,0,0.25,-0.3333333333333333,2020-2019,0.0,48.1871
2020-12-14 18:53:56.200330,671,66001,9,65.0,6.5,2.8373,4.0,5.0,5.5,7.5,14.0,0,1.3333333333333333,-0.6428571428571429,2020-2019,0.0,48.1871
2020-12-14 18:53:56.200330,672,66001,10,51.0,5.1,1.8682,2.0,4.0,5.0,6.0,8.0,0,1.0,-0.6,2020-2019,0.0,48.1871
2020-12-14 18:53:56.200330,673,66001,11,67.0,6.7,1.6155,4.0,6.0,6.5,7.75,10.0,0,0.25,-0.4,2020-2019,0.0,48.1871
2020-12-14 18:53:56.200330,674,66001,12,73.0,7.3,3.2879,2.0,4.75,7.0,8.75,13.0,0,0.0,-0.7142857142857143,2020-2019,0.0,48.1871
2020-12-14 18:53:56.200330,675,66001,13,76.0,7.6,4.1521,1.0,5.25,6.0,10.0,16.0,0,9.0,-0.9,2020-2019,0.0,48.1871
2020-12-14 18:53:56.200330,676,68001,1,56.0,5.6,1.6248,4.0,4.0,5.5,6.75,9.0,0,0.0,-0.3333333333333333,2020-2019,0.0,46.5546
2020-12-14 18:53:56.200330,677,68001,2,80.0,8.0,3.9497,3.0,4.5,8.0,9.75,17.0,0,1.0,-0.7272727272727273,2020-2019,0.0,46.5546
2020-12-14 18:53:56.200330,678,68001,3,59.0,5.9,2.7,2.0,3.5,6.0,7.5,11.0,0,1.0,-0.625,2020-2019,0.0,46.5546
2020-12-14 18:53:56.200330,679,68001,4,89.0,8.9,2.9479,4.0,8.0,9.0,11.5,13.0,0,1.25,-0.5555555555555556,2020-2019,-0.5555555555555556,46.5546
2020-12-14 18:53:56.200330,680,68001,5,79.0,7.9,3.4191,4.0,5.5,7.5,8.75,16.0,0,1.0,-0.42857142857142855,2020-2019,-0.875,46.5546
2020-12-14 18:53:56.200330,681,68001,6,66.0,6.6,2.8705,3.0,5.0,6.0,6.75,14.0,0,1.8,-0.5714285714285714,2020-2019,0.0,46.5546
2020-12-14 18:53:56.200330,682,68001,7,50.0,5.0,1.8974,2.0,3.25,5.0,6.75,8.0,0,0.5,-0.6,2020-2019,0.0,46.5546
2020-12-14 18:53:56.200330,683,68001,8,66.0,6.6,2.7276,2.0,5.0,6.0,8.75,11.0,0,1.0,-0.8,2020-2019,0.0,46.5546
2020-12-14 18:53:56.200330,684,68001,9,51.0,5.6667,2.7487,2.0,4.0,5.0,7.0,11.0,1,0.8333333333333334,-0.7272727272727273,2020-2019,0.0,46.5546
2020-12-14 18:53:56.200330,685,68001,10,69.0,6.9,2.6627,3.0,5.25,7.0,7.75,13.0,0,0.6666666666666666,-0.6666666666666666,2020-2019,0.0,46.5546
2020-12-14 18:53:56.200330,686,68001,11,49.0,4.9,2.4269,2.0,3.0,4.0,6.5,9.0,0,2.0,-0.4444444444444444,2020-2019,0.0,46.5546
2020-12-14 18:53:56.200330,687,68001,12,68.0,6.8,2.4819,4.0,4.5,7.0,7.0,12.0,0,1.0,-0.42857142857142855,2020-2019,0.0,46.5546
2020-12-14 18:53:56.200330,688,68001,13,83.0,8.3,3.1,4.0,6.25,7.5,11.0,13.0,0,1.0,-0.5384615384615384,2020-2019,0.0,46.5546
2020-12-14 18:53:56.200330,689,70001,1,32.0,3.2,1.3266,2.0,2.0,3.0,3.75,6.0,0,1.5,-0.3333333333333333,2020-2019,0.0,46.7667
2020-12-14 18:53:56.200330,690,70001,2,56.0,5.6,2.498,2.0,3.5,5.5,7.0,11.0,0,2.5,-0.6,2020-2019,-0.42857142857142855,46.7667
2020-12-14 18:53:56.200330,691,70001,3,62.0,6.2,2.4819,3.0,3.75,6.5,7.75,11.0,0,1.3333333333333333,-0.5,2020-2019,-0.8181818181818182,46.7667
2020-12-14 18:53:56.200330,692,70001,4,55.0,5.5,2.0616,2.0,4.25,5.0,7.75,8.0,0,0.6,0.0,2020-2019,-0.625,46.7667
2020-12-14 18:53:56.200330,693,70001,5,65.0,6.5,2.2472,3.0,5.0,6.5,8.0,11.0,0,0.75,-0.4,2020-2019,-0.8,46.7667
2020-12-14 18:53:56.200330,694,70001,6,46.0,4.6,1.562,1.0,4.0,5.0,6.0,6.0,0,1.0,-0.3333333333333333,2020-2019,0.0,46.7667
2020-12-14 18:53:56.200330,695,70001,7,69.0,6.9,3.1765,1.0,5.25,6.0,9.0,12.0,0,1.75,-0.3333333333333333,2020-2019,0.0,46.7667
2020-12-14 18:53:56.200330,696,70001,8,67.0,6.7,1.7916,4.0,6.0,6.5,7.0,11.0,0,0.8333333333333334,-0.25,2020-2019,0.0,46.7667
2020-12-14 18:53:56.200330,697,70001,9,58.0,5.8,2.2271,2.0,5.0,6.5,7.0,9.0,0,0.5,-0.7777777777777778,2020-2019,0.0,46.7667
2020-12-14 18:53:56.200330,698,70001,10,49.0,4.9,2.9816,1.0,3.25,4.0,4.75,11.0,0,1.5,-0.6363636363636364,2020-2019,0.0,46.7667
2020-12-14 18:53:56.200330,699,70001,11,65.0,6.5,3.1385,2.0,3.25,7.0,9.0,11.0,0,0.5,-0.45454545454545453,2020-2019,0.0,46.7667
2020-12-14 18:53:56.200330,700,70001,12,50.0,5.0,2.0976,1.0,4.25,5.0,6.75,8.0,0,0.4,-0.16666666666666666,2020-2019,0.0,46.7667
2020-12-14 18:53:56.200330,701,70001,13,42.0,4.2,2.1354,1.0,2.25,4.0,6.5,7.0,0,1.3333333333333333,-0.5714285714285714,2020-2019,0.0,46.7667
2020-12-14 18:53:56.200330,702,73001,1,50.0,5.0,1.2649,3.0,4.0,5.0,5.75,7.0,0,0.5,-0.2857142857142857,2020-2019,-0.3333333333333333,41.9051
2020-12-14 18:53:56.200330,703,73001,2,89.0,8.9,2.9479,5.0,7.0,7.5,11.0,14.0,0,0.4,-0.5454545454545454,2020-2019,0.2857142857142857,41.9051
2020-12-14 18:53:56.200330,704,73001,3,82.0,8.2,2.0396,4.0,7.25,8.5,9.0,11.0,0,0.3333333333333333,-0.5,2020-2019,-0.75,41.9051
2020-12-14 18:53:56.200330,705,73001,4,70.0,7.0,3.0332,3.0,4.25,6.0,10.0,11.0,0,1.5,-0.7,2020-2019,-0.2,41.9051
2020-12-14 18:53:56.200330,706,73001,5,71.0,7.1,1.9209,4.0,5.25,7.5,8.75,10.0,0,0.5,-0.2,2020-2019,0.0,41.9051
2020-12-14 18:53:56.200330,707,73001,6,50.0,5.0,1.8439,3.0,3.25,5.0,5.75,9.0,0,0.4,-0.5714285714285714,2020-2019,0.0,41.9051
2020-12-14 18:53:56.200330,708,73001,7,90.0,9.0,3.4641,2.0,6.5,10.0,12.0,13.0,0,0.3,-0.5833333333333334,2020-2019,0.0,41.9051
2020-12-14 18:53:56.200330,709,73001,8,66.0,6.6,2.7276,2.0,5.0,6.0,8.75,11.0,0,0.4,-0.4444444444444444,2020-2019,0.0,41.9051
2020-12-14 18:53:56.200330,710,73001,9,57.0,5.7,2.3259,2.0,3.5,6.0,7.0,9.0,0,0.2857142857142857,-0.3333333333333333,2020-2019,0.0,41.9051
