date,entity,year,month,week,period,value
12/15/2019,COLOMBIA,2019,12,51,13,81912
12/22/2019,COLOMBIA,2019,12,52,13,46588
1/1/2017,AMAZONAS,2017,1,1,1,101
1/8/2017,AMAZONAS,2017,1,2,1,114
1/15/2017,AMAZONAS,2017,1,3,1,8
1/22/2017,AMAZONAS,2017,1,4,1,180
1/29/2017,AMAZONAS,2017,1,5,2,99
2/5/2017,AMAZONAS,2017,2,6,2,0
2/12/2017,AMAZONAS,2017,2,7,2,242
2/19/2017,AMAZONAS,2017,2,8,2,85
2/26/2017,AMAZONAS,2017,2,9,3,90
3/5/2017,AMAZONAS,2017,3,10,3,147
3/12/2017,AMAZONAS,2017,3,11,3,99
3/19/2017,AMAZONAS,2017,3,12,3,117
3/26/2017,AMAZONAS,2017,3,13,4,84
4/2/2017,AMAZONAS,2017,4,14,4,114
4/9/2017,AMAZONAS,2017,4,15,4,100
4/16/2017,AMAZONAS,2017,4,16,4,98
4/23/2017,AMAZONAS,2017,4,17,5,94
4/30/2017,AMAZONAS,2017,4,18,5,122
5/7/2017,AMAZONAS,2017,5,19,5,141
5/14/2017,AMAZONAS,2017,5,20,5,98
5/21/2017,AMAZONAS,2017,5,21,6,74
5/28/2017,AMAZONAS,2017,5,22,6,118
6/4/2017,AMAZONAS,2017,6,23,6,141
6/11/2017,AMAZONAS,2017,6,24,6,96
6/18/2017,AMAZONAS,2017,6,25,7,78
6/25/2017,AMAZONAS,2017,6,26,7,152
7/2/2017,AMAZONAS,2017,7,27,7,90
7/9/2017,AMAZONAS,2017,7,28,7,66
7/16/2017,AMAZONAS,2017,7,29,8,131
7/23/2017,AMAZONAS,2017,7,30,8,175
7/30/2017,AMAZONAS,2017,7,31,8,149
8/6/2017,AMAZONAS,2017,8,32,8,74
8/13/2017,AMAZONAS,2017,8,33,9,156
8/20/2017,AMAZONAS,2017,8,34,9,128
8/27/2017,AMAZONAS,2017,8,35,9,97
9/3/2017,AMAZONAS,2017,9,36,9,138
9/10/2017,AMAZONAS,2017,9,37,10,108
9/17/2017,AMAZONAS,2017,9,38,10,97
9/24/2017,AMAZONAS,2017,9,39,10,107
10/1/2017,AMAZONAS,2017,10,40,10,92
10/8/2017,AMAZONAS,2017,10,41,11,89
10/15/2017,AMAZONAS,2017,10,42,11,128
10/22/2017,AMAZONAS,2017,10,43,11,96
10/29/2017,AMAZONAS,2017,10,44,11,119
11/5/2017,AMAZONAS,2017,11,45,12,89
11/12/2017,AMAZONAS,2017,11,46,12,139
11/19/2017,AMAZONAS,2017,11,47,12,142
11/26/2017,AMAZONAS,2017,11,48,12,64
12/3/2017,AMAZONAS,2017,12,49,13,97
12/10/2017,AMAZONAS,2017,12,50,13,133
12/17/2017,AMAZONAS,2017,12,51,13,0
12/24/2017,AMAZONAS,2017,12,52,13,135
12/31/2017,AMAZONAS,2018,1,1,1,97
1/7/2018,AMAZONAS,2018,1,2,1,114
1/14/2018,AMAZONAS,2018,1,3,1,73
1/21/2018,AMAZONAS,2018,1,4,1,157
1/28/2018,AMAZONAS,2018,1,5,2,124
2/4/2018,AMAZONAS,2018,2,6,2,59
2/11/2018,AMAZONAS,2018,2,7,2,194
2/18/2018,AMAZONAS,2018,2,8,2,142
2/25/2018,AMAZONAS,2018,2,9,3,118
3/4/2018,AMAZONAS,2018,3,10,3,155
3/11/2018,AMAZONAS,2018,3,11,3,134
3/18/2018,AMAZONAS,2018,3,12,3,147
3/25/2018,AMAZONAS,2018,3,13,4,110
4/1/2018,AMAZONAS,2018,4,14,4,118
4/8/2018,AMAZONAS,2018,4,15,4,126
4/15/2018,AMAZONAS,2018,4,16,4,102
4/22/2018,AMAZONAS,2018,4,17,5,103
4/29/2018,AMAZONAS,2018,4,18,5,114
5/6/2018,AMAZONAS,2018,5,19,5,123
5/13/2018,AMAZONAS,2018,5,20,5,107
5/20/2018,AMAZONAS,2018,5,21,6,93
5/27/2018,AMAZONAS,2018,5,22,6,109
6/3/2018,AMAZONAS,2018,6,23,6,132
6/10/2018,AMAZONAS,2018,6,24,6,106
6/17/2018,AMAZONAS,2018,6,25,7,122
6/24/2018,AMAZONAS,2018,6,26,7,133
7/1/2018,AMAZONAS,2018,7,27,7,105
7/8/2018,AMAZONAS,2018,7,28,7,85
7/15/2018,AMAZONAS,2018,7,29,8,114
7/22/2018,AMAZONAS,2018,7,30,8,146
7/29/2018,AMAZONAS,2018,7,31,8,142
8/5/2018,AMAZONAS,2018,8,32,8,76
8/12/2018,AMAZONAS,2018,8,33,9,131
8/19/2018,AMAZONAS,2018,8,34,9,126
8/26/2018,AMAZONAS,2018,8,35,9,125
9/2/2018,AMAZONAS,2018,9,36,9,128
9/9/2018,AMAZONAS,2018,9,37,10,114
9/16/2018,AMAZONAS,2018,9,38,10,145
9/23/2018,AMAZONAS,2018,9,39,10,114
9/30/2018,AMAZONAS,2018,9,40,10,109
10/7/2018,AMAZONAS,2018,10,41,11,101
10/14/2018,AMAZONAS,2018,10,42,11,118
10/21/2018,AMAZONAS,2018,10,43,11,101
10/28/2018,AMAZONAS,2018,10,44,11,108
11/4/2018,AMAZONAS,2018,11,45,12,94
11/11/2018,AMAZONAS,2018,11,46,12,116
11/18/2018,AMAZONAS,2018,11,47,12,133
11/25/2018,AMAZONAS,2018,11,48,12,80
12/2/2018,AMAZONAS,2018,12,49,13,90
12/9/2018,AMAZONAS,2018,12,50,13,114
12/16/2018,AMAZONAS,2018,12,51,13,32
12/23/2018,AMAZONAS,2018,12,52,13,101
12/30/2018,AMAZONAS,2019,1,1,1,72
1/6/2019,AMAZONAS,2019,1,2,1,90
1/13/2019,AMAZONAS,2019,1,3,1,122
1/20/2019,AMAZONAS,2019,1,4,1,101
1/27/2019,AMAZONAS,2019,1,5,2,123
2/3/2019,AMAZONAS,2019,2,6,2,105
2/10/2019,AMAZONAS,2019,2,7,2,106
2/17/2019,AMAZONAS,2019,2,8,2,170
2/24/2019,AMAZONAS,2019,2,9,3,121
3/3/2019,AMAZONAS,2019,3,10,3,131
3/10/2019,AMAZONAS,2019,3,11,3,141
3/17/2019,AMAZONAS,2019,3,12,3,147
3/24/2019,AMAZONAS,2019,3,13,4,113
3/31/2019,AMAZONAS,2019,3,14,4,97
4/7/2019,AMAZONAS,2019,4,15,4,126
4/14/2019,AMAZONAS,2019,4,16,4,85
4/21/2019,AMAZONAS,2019,4,17,5,91
4/28/2019,AMAZONAS,2019,4,18,5,82
5/5/2019,AMAZONAS,2019,5,19,5,79
5/12/2019,AMAZONAS,2019,5,20,5,93
5/19/2019,AMAZONAS,2019,5,21,6,93
5/26/2019,AMAZONAS,2019,5,22,6,78
6/2/2019,AMAZONAS,2019,6,23,6,95
6/9/2019,AMAZONAS,2019,6,24,6,93
6/16/2019,AMAZONAS,2019,6,25,7,141
6/23/2019,AMAZONAS,2019,6,26,7,87
6/30/2019,AMAZONAS,2019,6,27,7,98
7/7/2019,AMAZONAS,2019,7,28,7,87
7/14/2019,AMAZONAS,2019,7,29,8,74
7/21/2019,AMAZONAS,2019,7,30,8,87
7/28/2019,AMAZONAS,2019,7,31,8,106
8/4/2019,AMAZONAS,2019,8,32,8,63
8/11/2019,AMAZONAS,2019,8,33,9,79
8/18/2019,AMAZONAS,2019,8,34,9,97
8/25/2019,AMAZONAS,2019,8,35,9,127
9/1/2019,AMAZONAS,2019,9,36,9,91
9/8/2019,AMAZONAS,2019,9,37,10,96
9/15/2019,AMAZONAS,2019,9,38,10,163
9/22/2019,AMAZONAS,2019,9,39,10,97
9/29/2019,AMAZONAS,2019,9,40,10,104
10/6/2019,AMAZONAS,2019,10,41,11,92
10/13/2019,AMAZONAS,2019,10,42,11,84
10/20/2019,AMAZONAS,2019,10,43,11,85
10/27/2019,AMAZONAS,2019,10,44,11,75
11/3/2019,AMAZONAS,2019,11,45,12,80
11/10/2019,AMAZONAS,2019,11,46,12,69
11/17/2019,AMAZONAS,2019,11,47,12,96
11/24/2019,AMAZONAS,2019,11,48,12,79
12/1/2019,AMAZONAS,2019,12,49,13,65
12/8/2019,AMAZONAS,2019,12,50,13,71
12/15/2019,AMAZONAS,2019,12,51,13,57
12/22/2019,AMAZONAS,2019,12,52,13,46
1/1/2017,ANTIOQUIA,2017,1,1,1,8165
1/8/2017,ANTIOQUIA,2017,1,2,1,3480
1/15/2017,ANTIOQUIA,2017,1,3,1,9521
1/22/2017,ANTIOQUIA,2017,1,4,1,8570
1/29/2017,ANTIOQUIA,2017,1,5,2,9287
2/5/2017,ANTIOQUIA,2017,2,6,2,13356
2/12/2017,ANTIOQUIA,2017,2,7,2,13004
2/19/2017,ANTIOQUIA,2017,2,8,2,4230
2/26/2017,ANTIOQUIA,2017,2,9,3,8049
3/5/2017,ANTIOQUIA,2017,3,10,3,9286
3/12/2017,ANTIOQUIA,2017,3,11,3,5691
3/19/2017,ANTIOQUIA,2017,3,12,3,16035
3/26/2017,ANTIOQUIA,2017,3,13,4,10471
4/2/2017,ANTIOQUIA,2017,4,14,4,10416
4/9/2017,ANTIOQUIA,2017,4,15,4,8778
4/16/2017,ANTIOQUIA,2017,4,16,4,6669
4/23/2017,ANTIOQUIA,2017,4,17,5,7023
4/30/2017,ANTIOQUIA,2017,4,18,5,13850
5/7/2017,ANTIOQUIA,2017,5,19,5,5677
5/14/2017,ANTIOQUIA,2017,5,20,5,10967
5/21/2017,ANTIOQUIA,2017,5,21,6,10189
5/28/2017,ANTIOQUIA,2017,5,22,6,4234
6/4/2017,ANTIOQUIA,2017,6,23,6,9967
6/11/2017,ANTIOQUIA,2017,6,24,6,8078
6/18/2017,ANTIOQUIA,2017,6,25,7,10133
6/25/2017,ANTIOQUIA,2017,6,26,7,6616
7/2/2017,ANTIOQUIA,2017,7,27,7,17632
7/9/2017,ANTIOQUIA,2017,7,28,7,4989
7/16/2017,ANTIOQUIA,2017,7,29,8,4604
7/23/2017,ANTIOQUIA,2017,7,30,8,9510
7/30/2017,ANTIOQUIA,2017,7,31,8,12777
8/6/2017,ANTIOQUIA,2017,8,32,8,3686
8/13/2017,ANTIOQUIA,2017,8,33,9,9242
8/20/2017,ANTIOQUIA,2017,8,34,9,9619
8/27/2017,ANTIOQUIA,2017,8,35,9,11020
9/3/2017,ANTIOQUIA,2017,9,36,9,9466
9/10/2017,ANTIOQUIA,2017,9,37,10,9086
9/17/2017,ANTIOQUIA,2017,9,38,10,9975
9/24/2017,ANTIOQUIA,2017,9,39,10,9764
10/1/2017,ANTIOQUIA,2017,10,40,10,4808
10/8/2017,ANTIOQUIA,2017,10,41,11,10305
10/15/2017,ANTIOQUIA,2017,10,42,11,8230
10/22/2017,ANTIOQUIA,2017,10,43,11,9807
10/29/2017,ANTIOQUIA,2017,10,44,11,12973
11/5/2017,ANTIOQUIA,2017,11,45,12,4528
11/12/2017,ANTIOQUIA,2017,11,46,12,8375
11/19/2017,ANTIOQUIA,2017,11,47,12,12733
11/26/2017,ANTIOQUIA,2017,11,48,12,2862
12/3/2017,ANTIOQUIA,2017,12,49,13,10842
12/10/2017,ANTIOQUIA,2017,12,50,13,8828
12/17/2017,ANTIOQUIA,2017,12,51,13,9567
12/24/2017,ANTIOQUIA,2017,12,52,13,2630
12/31/2017,ANTIOQUIA,2018,1,1,1,7876
1/7/2018,ANTIOQUIA,2018,1,2,1,7035
1/14/2018,ANTIOQUIA,2018,1,3,1,10341
1/21/2018,ANTIOQUIA,2018,1,4,1,9605
1/28/2018,ANTIOQUIA,2018,1,5,2,9974
2/4/2018,ANTIOQUIA,2018,2,6,2,12085
2/11/2018,ANTIOQUIA,2018,2,7,2,11718
2/18/2018,ANTIOQUIA,2018,2,8,2,8257
2/25/2018,ANTIOQUIA,2018,2,9,3,9600
3/4/2018,ANTIOQUIA,2018,3,10,3,12067
3/11/2018,ANTIOQUIA,2018,3,11,3,9232
3/18/2018,ANTIOQUIA,2018,3,12,3,12825
3/25/2018,ANTIOQUIA,2018,3,13,4,11224
4/1/2018,ANTIOQUIA,2018,4,14,4,10941
4/8/2018,ANTIOQUIA,2018,4,15,4,9665
4/15/2018,ANTIOQUIA,2018,4,16,4,7303
4/22/2018,ANTIOQUIA,2018,4,17,5,8647
4/29/2018,ANTIOQUIA,2018,4,18,5,11495
5/6/2018,ANTIOQUIA,2018,5,19,5,7831
5/13/2018,ANTIOQUIA,2018,5,20,5,10559
5/20/2018,ANTIOQUIA,2018,5,21,6,10205
5/27/2018,ANTIOQUIA,2018,5,22,6,6127
6/3/2018,ANTIOQUIA,2018,6,23,6,9655
6/10/2018,ANTIOQUIA,2018,6,24,6,8830
6/17/2018,ANTIOQUIA,2018,6,25,7,9409
6/24/2018,ANTIOQUIA,2018,6,26,7,7529
7/1/2018,ANTIOQUIA,2018,7,27,7,14715
7/8/2018,ANTIOQUIA,2018,7,28,7,7950
7/15/2018,ANTIOQUIA,2018,7,29,8,7295
7/22/2018,ANTIOQUIA,2018,7,30,8,10346
7/29/2018,ANTIOQUIA,2018,7,31,8,11907
8/5/2018,ANTIOQUIA,2018,8,32,8,7351
8/12/2018,ANTIOQUIA,2018,8,33,9,9131
8/19/2018,ANTIOQUIA,2018,8,34,9,10434
8/26/2018,ANTIOQUIA,2018,8,35,9,10807
9/2/2018,ANTIOQUIA,2018,9,36,9,10416
9/9/2018,ANTIOQUIA,2018,9,37,10,10200
9/16/2018,ANTIOQUIA,2018,9,38,10,10772
9/23/2018,ANTIOQUIA,2018,9,39,10,9816
9/30/2018,ANTIOQUIA,2018,9,40,10,7922
10/7/2018,ANTIOQUIA,2018,10,41,11,9538
10/14/2018,ANTIOQUIA,2018,10,42,11,9182
10/21/2018,ANTIOQUIA,2018,10,43,11,9945
10/28/2018,ANTIOQUIA,2018,10,44,11,10584
11/4/2018,ANTIOQUIA,2018,11,45,12,8039
11/11/2018,ANTIOQUIA,2018,11,46,12,9135
11/18/2018,ANTIOQUIA,2018,11,47,12,11158
11/25/2018,ANTIOQUIA,2018,11,48,12,6151
12/2/2018,ANTIOQUIA,2018,12,49,13,10492
12/9/2018,ANTIOQUIA,2018,12,50,13,9150
12/16/2018,ANTIOQUIA,2018,12,51,13,9128
12/23/2018,ANTIOQUIA,2018,12,52,13,4946
12/30/2018,ANTIOQUIA,2019,1,1,1,7327
1/6/2019,ANTIOQUIA,2019,1,2,1,10358
1/13/2019,ANTIOQUIA,2019,1,3,1,10819
1/20/2019,ANTIOQUIA,2019,1,4,1,10321
1/27/2019,ANTIOQUIA,2019,1,5,2,10330
2/3/2019,ANTIOQUIA,2019,2,6,2,10414
2/10/2019,ANTIOQUIA,2019,2,7,2,10043
2/17/2019,ANTIOQUIA,2019,2,8,2,12011
2/24/2019,ANTIOQUIA,2019,2,9,3,10834
3/3/2019,ANTIOQUIA,2019,3,10,3,14448
3/10/2019,ANTIOQUIA,2019,3,11,3,12468
3/17/2019,ANTIOQUIA,2019,3,12,3,9191
3/24/2019,ANTIOQUIA,2019,3,13,4,11605
3/31/2019,ANTIOQUIA,2019,3,14,4,11104
4/7/2019,ANTIOQUIA,2019,4,15,4,10232
4/14/2019,ANTIOQUIA,2019,4,16,4,7695
4/21/2019,ANTIOQUIA,2019,4,17,5,9985
4/28/2019,ANTIOQUIA,2019,4,18,5,8760
5/5/2019,ANTIOQUIA,2019,5,19,5,9726
5/12/2019,ANTIOQUIA,2019,5,20,5,9801
5/19/2019,ANTIOQUIA,2019,5,21,6,9883
5/26/2019,ANTIOQUIA,2019,5,22,6,7817
6/2/2019,ANTIOQUIA,2019,6,23,6,9024
6/9/2019,ANTIOQUIA,2019,6,24,6,9290
6/16/2019,ANTIOQUIA,2019,6,25,7,8373
6/23/2019,ANTIOQUIA,2019,6,26,7,8192
6/30/2019,ANTIOQUIA,2019,6,27,7,11311
7/7/2019,ANTIOQUIA,2019,7,28,7,10647
7/14/2019,ANTIOQUIA,2019,7,29,8,9745
7/21/2019,ANTIOQUIA,2019,7,30,8,10840
7/28/2019,ANTIOQUIA,2019,7,31,8,10642
8/4/2019,ANTIOQUIA,2019,8,32,8,10773
8/11/2019,ANTIOQUIA,2019,8,33,9,8718
8/18/2019,ANTIOQUIA,2019,8,34,9,10903
8/25/2019,ANTIOQUIA,2019,8,35,9,10237
9/1/2019,ANTIOQUIA,2019,9,36,9,11021
9/8/2019,ANTIOQUIA,2019,9,37,10,10977
9/15/2019,ANTIOQUIA,2019,9,38,10,11213
9/22/2019,ANTIOQUIA,2019,9,39,10,9542
9/29/2019,ANTIOQUIA,2019,9,40,10,10773
10/6/2019,ANTIOQUIA,2019,10,41,11,8456
10/13/2019,ANTIOQUIA,2019,10,42,11,9830
10/20/2019,ANTIOQUIA,2019,10,43,11,9753
10/27/2019,ANTIOQUIA,2019,10,44,11,7845
11/3/2019,ANTIOQUIA,2019,11,45,12,11284
11/10/2019,ANTIOQUIA,2019,11,46,12,9592
11/17/2019,ANTIOQUIA,2019,11,47,12,9213
11/24/2019,ANTIOQUIA,2019,11,48,12,9236
12/1/2019,ANTIOQUIA,2019,12,49,13,9794
12/8/2019,ANTIOQUIA,2019,12,50,13,9168
12/15/2019,ANTIOQUIA,2019,12,51,13,8386
12/22/2019,ANTIOQUIA,2019,12,52,13,7098
1/1/2017,ARAUCA,2017,1,1,1,170
1/8/2017,ARAUCA,2017,1,2,1,205
1/15/2017,ARAUCA,2017,1,3,1,160
1/22/2017,ARAUCA,2017,1,4,1,218
1/29/2017,ARAUCA,2017,1,5,2,181
2/5/2017,ARAUCA,2017,2,6,2,28
2/12/2017,ARAUCA,2017,2,7,2,324
2/19/2017,ARAUCA,2017,2,8,2,155
2/26/2017,ARAUCA,2017,2,9,3,175
3/5/2017,ARAUCA,2017,3,10,3,158
3/12/2017,ARAUCA,2017,3,11,3,177
3/19/2017,ARAUCA,2017,3,12,3,142
3/26/2017,ARAUCA,2017,3,13,4,138
4/2/2017,ARAUCA,2017,4,14,4,208
4/9/2017,ARAUCA,2017,4,15,4,176
4/16/2017,ARAUCA,2017,4,16,4,242
4/23/2017,ARAUCA,2017,4,17,5,164
4/30/2017,ARAUCA,2017,4,18,5,206
5/7/2017,ARAUCA,2017,5,19,5,172
5/14/2017,ARAUCA,2017,5,20,5,144
5/21/2017,ARAUCA,2017,5,21,6,131
5/28/2017,ARAUCA,2017,5,22,6,228
6/4/2017,ARAUCA,2017,6,23,6,216
6/11/2017,ARAUCA,2017,6,24,6,112
6/18/2017,ARAUCA,2017,6,25,7,97
6/25/2017,ARAUCA,2017,6,26,7,186
7/2/2017,ARAUCA,2017,7,27,7,150
7/9/2017,ARAUCA,2017,7,28,7,192
7/16/2017,ARAUCA,2017,7,29,8,215
7/23/2017,ARAUCA,2017,7,30,8,170
7/30/2017,ARAUCA,2017,7,31,8,132
8/6/2017,ARAUCA,2017,8,32,8,231
8/13/2017,ARAUCA,2017,8,33,9,180
8/20/2017,ARAUCA,2017,8,34,9,169
8/27/2017,ARAUCA,2017,8,35,9,215
9/3/2017,ARAUCA,2017,9,36,9,125
9/10/2017,ARAUCA,2017,9,37,10,167
9/17/2017,ARAUCA,2017,9,38,10,191
9/24/2017,ARAUCA,2017,9,39,10,155
10/1/2017,ARAUCA,2017,10,40,10,185
10/8/2017,ARAUCA,2017,10,41,11,234
10/15/2017,ARAUCA,2017,10,42,11,167
10/22/2017,ARAUCA,2017,10,43,11,184
10/29/2017,ARAUCA,2017,10,44,11,215
11/5/2017,ARAUCA,2017,11,45,12,155
11/12/2017,ARAUCA,2017,11,46,12,176
11/19/2017,ARAUCA,2017,11,47,12,202
