date,entity,year,month,week,period,value
6/2/2019,COLOMBIA,2019,6,23,6,391
6/9/2019,COLOMBIA,2019,6,24,6,517
6/16/2019,COLOMBIA,2019,6,25,7,450
6/23/2019,COLOMBIA,2019,6,26,7,409
6/30/2019,COLOMBIA,2019,6,27,7,416
7/7/2019,COLOMBIA,2019,7,28,7,435
7/14/2019,COLOMBIA,2019,7,29,8,422
7/21/2019,COLOMBIA,2019,7,30,8,452
7/28/2019,COLOMBIA,2019,7,31,8,467
8/4/2019,COLOMBIA,2019,8,32,8,438
8/11/2019,COLOMBIA,2019,8,33,9,446
8/18/2019,COLOMBIA,2019,8,34,9,445
8/25/2019,COLOMBIA,2019,8,35,9,473
9/1/2019,COLOMBIA,2019,9,36,9,467
9/8/2019,COLOMBIA,2019,9,37,10,470
9/15/2019,COLOMBIA,2019,9,38,10,504
9/22/2019,COLOMBIA,2019,9,39,10,444
9/29/2019,COLOMBIA,2019,9,40,10,482
10/6/2019,COLOMBIA,2019,10,41,11,426
10/13/2019,COLOMBIA,2019,10,42,11,499
10/20/2019,COLOMBIA,2019,10,43,11,439
10/27/2019,COLOMBIA,2019,10,44,11,449
11/3/2019,COLOMBIA,2019,11,45,12,420
11/10/2019,COLOMBIA,2019,11,46,12,442
11/17/2019,COLOMBIA,2019,11,47,12,502
11/24/2019,COLOMBIA,2019,11,48,12,408
12/1/2019,COLOMBIA,2019,12,49,13,483
12/8/2019,COLOMBIA,2019,12,50,13,543
12/15/2019,COLOMBIA,2019,12,51,13,496
12/22/2019,COLOMBIA,2019,12,52,13,358
12/29/2019,COLOMBIA,2020,1,1,1,375
1/5/2020,COLOMBIA,2020,1,2,1,485
1/12/2020,COLOMBIA,2020,1,3,1,429
1/19/2020,COLOMBIA,2020,1,4,1,427
1/26/2020,COLOMBIA,2020,1,5,2,467
2/2/2020,COLOMBIA,2020,2,6,2,442
2/9/2020,COLOMBIA,2020,2,7,2,473
2/16/2020,COLOMBIA,2020,2,8,2,473
2/23/2020,COLOMBIA,2020,2,9,3,506
3/1/2020,COLOMBIA,2020,3,10,3,459
3/8/2020,COLOMBIA,2020,3,11,3,488
3/15/2020,COLOMBIA,2020,3,12,3,391
3/22/2020,COLOMBIA,2020,3,13,4,322
3/29/2020,COLOMBIA,2020,3,14,4,351
4/5/2020,COLOMBIA,2020,4,15,4,305
4/12/2020,COLOMBIA,2020,4,16,4,391
1/1/2017,AMAZONAS,2017,1,1,1,1
1/8/2017,AMAZONAS,2017,1,2,1,0
1/15/2017,AMAZONAS,2017,1,3,1,1
1/22/2017,AMAZONAS,2017,1,4,1,0
1/29/2017,AMAZONAS,2017,1,5,2,0
2/5/2017,AMAZONAS,2017,2,6,2,0
2/12/2017,AMAZONAS,2017,2,7,2,0
2/19/2017,AMAZONAS,2017,2,8,2,0
2/26/2017,AMAZONAS,2017,2,9,3,2
3/5/2017,AMAZONAS,2017,3,10,3,0
3/12/2017,AMAZONAS,2017,3,11,3,0
3/19/2017,AMAZONAS,2017,3,12,3,0
3/26/2017,AMAZONAS,2017,3,13,4,0
4/2/2017,AMAZONAS,2017,4,14,4,0
4/9/2017,AMAZONAS,2017,4,15,4,0
4/16/2017,AMAZONAS,2017,4,16,4,0
4/23/2017,AMAZONAS,2017,4,17,5,2
4/30/2017,AMAZONAS,2017,4,18,5,2
5/7/2017,AMAZONAS,2017,5,19,5,0
5/14/2017,AMAZONAS,2017,5,20,5,0
5/21/2017,AMAZONAS,2017,5,21,6,0
5/28/2017,AMAZONAS,2017,5,22,6,3
6/4/2017,AMAZONAS,2017,6,23,6,2
6/11/2017,AMAZONAS,2017,6,24,6,2
6/18/2017,AMAZONAS,2017,6,25,7,1
6/25/2017,AMAZONAS,2017,6,26,7,0
7/2/2017,AMAZONAS,2017,7,27,7,1
7/9/2017,AMAZONAS,2017,7,28,7,1
7/16/2017,AMAZONAS,2017,7,29,8,1
7/23/2017,AMAZONAS,2017,7,30,8,2
7/30/2017,AMAZONAS,2017,7,31,8,0
8/6/2017,AMAZONAS,2017,8,32,8,1
8/13/2017,AMAZONAS,2017,8,33,9,1
8/20/2017,AMAZONAS,2017,8,34,9,2
8/27/2017,AMAZONAS,2017,8,35,9,2
9/3/2017,AMAZONAS,2017,9,36,9,1
9/10/2017,AMAZONAS,2017,9,37,10,1
9/17/2017,AMAZONAS,2017,9,38,10,1
9/24/2017,AMAZONAS,2017,9,39,10,0
10/1/2017,AMAZONAS,2017,10,40,10,0
10/8/2017,AMAZONAS,2017,10,41,11,0
10/15/2017,AMAZONAS,2017,10,42,11,2
10/22/2017,AMAZONAS,2017,10,43,11,0
10/29/2017,AMAZONAS,2017,10,44,11,0
11/5/2017,AMAZONAS,2017,11,45,12,0
11/12/2017,AMAZONAS,2017,11,46,12,0
11/19/2017,AMAZONAS,2017,11,47,12,1
11/26/2017,AMAZONAS,2017,11,48,12,1
12/3/2017,AMAZONAS,2017,12,49,13,0
12/10/2017,AMAZONAS,2017,12,50,13,0
12/17/2017,AMAZONAS,2017,12,51,13,0
12/24/2017,AMAZONAS,2017,12,52,13,0
12/31/2017,AMAZONAS,2018,1,1,1,0
1/7/2018,AMAZONAS,2018,1,2,1,0
1/14/2018,AMAZONAS,2018,1,3,1,1
1/21/2018,AMAZONAS,2018,1,4,1,0
1/28/2018,AMAZONAS,2018,1,5,2,0
2/4/2018,AMAZONAS,2018,2,6,2,0
2/11/2018,AMAZONAS,2018,2,7,2,1
2/18/2018,AMAZONAS,2018,2,8,2,1
2/25/2018,AMAZONAS,2018,2,9,3,1
3/4/2018,AMAZONAS,2018,3,10,3,0
3/11/2018,AMAZONAS,2018,3,11,3,0
3/18/2018,AMAZONAS,2018,3,12,3,1
3/25/2018,AMAZONAS,2018,3,13,4,0
4/1/2018,AMAZONAS,2018,4,14,4,0
4/8/2018,AMAZONAS,2018,4,15,4,0
4/15/2018,AMAZONAS,2018,4,16,4,1
4/22/2018,AMAZONAS,2018,4,17,5,0
4/29/2018,AMAZONAS,2018,4,18,5,0
5/6/2018,AMAZONAS,2018,5,19,5,0
5/13/2018,AMAZONAS,2018,5,20,5,0
5/20/2018,AMAZONAS,2018,5,21,6,1
5/27/2018,AMAZONAS,2018,5,22,6,0
6/3/2018,AMAZONAS,2018,6,23,6,2
6/10/2018,AMAZONAS,2018,6,24,6,1
6/17/2018,AMAZONAS,2018,6,25,7,0
6/24/2018,AMAZONAS,2018,6,26,7,0
7/1/2018,AMAZONAS,2018,7,27,7,2
7/8/2018,AMAZONAS,2018,7,28,7,1
7/15/2018,AMAZONAS,2018,7,29,8,2
7/22/2018,AMAZONAS,2018,7,30,8,1
7/29/2018,AMAZONAS,2018,7,31,8,0
8/5/2018,AMAZONAS,2018,8,32,8,1
8/12/2018,AMAZONAS,2018,8,33,9,0
8/19/2018,AMAZONAS,2018,8,34,9,1
8/26/2018,AMAZONAS,2018,8,35,9,0
9/2/2018,AMAZONAS,2018,9,36,9,1
9/9/2018,AMAZONAS,2018,9,37,10,2
9/16/2018,AMAZONAS,2018,9,38,10,2
9/23/2018,AMAZONAS,2018,9,39,10,0
9/30/2018,AMAZONAS,2018,9,40,10,0
10/7/2018,AMAZONAS,2018,10,41,11,0
10/14/2018,AMAZONAS,2018,10,42,11,0
10/21/2018,AMAZONAS,2018,10,43,11,1
10/28/2018,AMAZONAS,2018,10,44,11,1
11/4/2018,AMAZONAS,2018,11,45,12,1
11/11/2018,AMAZONAS,2018,11,46,12,0
11/18/2018,AMAZONAS,2018,11,47,12,4
11/25/2018,AMAZONAS,2018,11,48,12,0
12/2/2018,AMAZONAS,2018,12,49,13,2
12/9/2018,AMAZONAS,2018,12,50,13,1
12/16/2018,AMAZONAS,2018,12,51,13,0
12/23/2018,AMAZONAS,2018,12,52,13,0
12/30/2018,AMAZONAS,2019,1,1,1,0
1/6/2019,AMAZONAS,2019,1,2,1,2
1/13/2019,AMAZONAS,2019,1,3,1,0
1/20/2019,AMAZONAS,2019,1,4,1,0
1/27/2019,AMAZONAS,2019,1,5,2,0
2/3/2019,AMAZONAS,2019,2,6,2,0
2/10/2019,AMAZONAS,2019,2,7,2,2
2/17/2019,AMAZONAS,2019,2,8,2,0
2/24/2019,AMAZONAS,2019,2,9,3,1
3/3/2019,AMAZONAS,2019,3,10,3,0
3/10/2019,AMAZONAS,2019,3,11,3,1
3/17/2019,AMAZONAS,2019,3,12,3,0
3/24/2019,AMAZONAS,2019,3,13,4,1
3/31/2019,AMAZONAS,2019,3,14,4,1
4/7/2019,AMAZONAS,2019,4,15,4,1
4/14/2019,AMAZONAS,2019,4,16,4,0
4/21/2019,AMAZONAS,2019,4,17,5,0
4/28/2019,AMAZONAS,2019,4,18,5,0
5/5/2019,AMAZONAS,2019,5,19,5,1
5/12/2019,AMAZONAS,2019,5,20,5,0
5/19/2019,AMAZONAS,2019,5,21,6,0
5/26/2019,AMAZONAS,2019,5,22,6,0
6/2/2019,AMAZONAS,2019,6,23,6,1
6/9/2019,AMAZONAS,2019,6,24,6,0
6/16/2019,AMAZONAS,2019,6,25,7,0
6/23/2019,AMAZONAS,2019,6,26,7,1
6/30/2019,AMAZONAS,2019,6,27,7,1
7/7/2019,AMAZONAS,2019,7,28,7,2
7/14/2019,AMAZONAS,2019,7,29,8,0
7/21/2019,AMAZONAS,2019,7,30,8,1
7/28/2019,AMAZONAS,2019,7,31,8,0
8/4/2019,AMAZONAS,2019,8,32,8,0
8/11/2019,AMAZONAS,2019,8,33,9,0
8/18/2019,AMAZONAS,2019,8,34,9,1
8/25/2019,AMAZONAS,2019,8,35,9,0
9/1/2019,AMAZONAS,2019,9,36,9,0
9/8/2019,AMAZONAS,2019,9,37,10,0
9/15/2019,AMAZONAS,2019,9,38,10,0
9/22/2019,AMAZONAS,2019,9,39,10,0
9/29/2019,AMAZONAS,2019,9,40,10,1
10/6/2019,AMAZONAS,2019,10,41,11,2
10/13/2019,AMAZONAS,2019,10,42,11,0
10/20/2019,AMAZONAS,2019,10,43,11,0
10/27/2019,AMAZONAS,2019,10,44,11,0
11/3/2019,AMAZONAS,2019,11,45,12,0
11/10/2019,AMAZONAS,2019,11,46,12,0
11/17/2019,AMAZONAS,2019,11,47,12,1
11/24/2019,AMAZONAS,2019,11,48,12,0
12/1/2019,AMAZONAS,2019,12,49,13,2
12/8/2019,AMAZONAS,2019,12,50,13,1
12/15/2019,AMAZONAS,2019,12,51,13,0
12/22/2019,AMAZONAS,2019,12,52,13,7
12/29/2019,AMAZONAS,2020,1,1,1,0
1/5/2020,AMAZONAS,2020,1,2,1,0
1/12/2020,AMAZONAS,2020,1,3,1,2
1/19/2020,AMAZONAS,2020,1,4,1,0
1/26/2020,AMAZONAS,2020,1,5,2,0
2/2/2020,AMAZONAS,2020,2,6,2,0
2/9/2020,AMAZONAS,2020,2,7,2,0
2/16/2020,AMAZONAS,2020,2,8,2,0
2/23/2020,AMAZONAS,2020,2,9,3,1
3/1/2020,AMAZONAS,2020,3,10,3,1
3/8/2020,AMAZONAS,2020,3,11,3,1
3/15/2020,AMAZONAS,2020,3,12,3,0
3/22/2020,AMAZONAS,2020,3,13,4,1
3/29/2020,AMAZONAS,2020,3,14,4,0
4/5/2020,AMAZONAS,2020,4,15,4,0
4/12/2020,AMAZONAS,2020,4,16,4,3
1/1/2017,ANTIOQUIA,2017,1,1,1,43
1/8/2017,ANTIOQUIA,2017,1,2,1,30
1/15/2017,ANTIOQUIA,2017,1,3,1,28
1/22/2017,ANTIOQUIA,2017,1,4,1,34
1/29/2017,ANTIOQUIA,2017,1,5,2,36
2/5/2017,ANTIOQUIA,2017,2,6,2,33
2/12/2017,ANTIOQUIA,2017,2,7,2,22
2/19/2017,ANTIOQUIA,2017,2,8,2,21
2/26/2017,ANTIOQUIA,2017,2,9,3,39
3/5/2017,ANTIOQUIA,2017,3,10,3,46
3/12/2017,ANTIOQUIA,2017,3,11,3,31
3/19/2017,ANTIOQUIA,2017,3,12,3,29
3/26/2017,ANTIOQUIA,2017,3,13,4,23
4/2/2017,ANTIOQUIA,2017,4,14,4,39
4/9/2017,ANTIOQUIA,2017,4,15,4,20
4/16/2017,ANTIOQUIA,2017,4,16,4,18
4/23/2017,ANTIOQUIA,2017,4,17,5,37
4/30/2017,ANTIOQUIA,2017,4,18,5,34
5/7/2017,ANTIOQUIA,2017,5,19,5,16
5/14/2017,ANTIOQUIA,2017,5,20,5,20
5/21/2017,ANTIOQUIA,2017,5,21,6,27
5/28/2017,ANTIOQUIA,2017,5,22,6,21
6/4/2017,ANTIOQUIA,2017,6,23,6,36
6/11/2017,ANTIOQUIA,2017,6,24,6,20
6/18/2017,ANTIOQUIA,2017,6,25,7,13
6/25/2017,ANTIOQUIA,2017,6,26,7,19
7/2/2017,ANTIOQUIA,2017,7,27,7,20
7/9/2017,ANTIOQUIA,2017,7,28,7,28
7/16/2017,ANTIOQUIA,2017,7,29,8,32
7/23/2017,ANTIOQUIA,2017,7,30,8,8
7/30/2017,ANTIOQUIA,2017,7,31,8,28
8/6/2017,ANTIOQUIA,2017,8,32,8,29
8/13/2017,ANTIOQUIA,2017,8,33,9,28
8/20/2017,ANTIOQUIA,2017,8,34,9,27
8/27/2017,ANTIOQUIA,2017,8,35,9,25
9/3/2017,ANTIOQUIA,2017,9,36,9,21
9/10/2017,ANTIOQUIA,2017,9,37,10,63
9/17/2017,ANTIOQUIA,2017,9,38,10,16
9/24/2017,ANTIOQUIA,2017,9,39,10,17
10/1/2017,ANTIOQUIA,2017,10,40,10,23
10/8/2017,ANTIOQUIA,2017,10,41,11,55
10/15/2017,ANTIOQUIA,2017,10,42,11,31
10/22/2017,ANTIOQUIA,2017,10,43,11,20
10/29/2017,ANTIOQUIA,2017,10,44,11,20
11/5/2017,ANTIOQUIA,2017,11,45,12,19
11/12/2017,ANTIOQUIA,2017,11,46,12,43
11/19/2017,ANTIOQUIA,2017,11,47,12,13
11/26/2017,ANTIOQUIA,2017,11,48,12,38
12/3/2017,ANTIOQUIA,2017,12,49,13,39
12/10/2017,ANTIOQUIA,2017,12,50,13,34
12/17/2017,ANTIOQUIA,2017,12,51,13,20
12/24/2017,ANTIOQUIA,2017,12,52,13,33
12/31/2017,ANTIOQUIA,2018,1,1,1,39
1/7/2018,ANTIOQUIA,2018,1,2,1,31
1/14/2018,ANTIOQUIA,2018,1,3,1,23
1/21/2018,ANTIOQUIA,2018,1,4,1,23
1/28/2018,ANTIOQUIA,2018,1,5,2,21
2/4/2018,ANTIOQUIA,2018,2,6,2,33
2/11/2018,ANTIOQUIA,2018,2,7,2,43
2/18/2018,ANTIOQUIA,2018,2,8,2,32
2/25/2018,ANTIOQUIA,2018,2,9,3,32
3/4/2018,ANTIOQUIA,2018,3,10,3,52
3/11/2018,ANTIOQUIA,2018,3,11,3,18
3/18/2018,ANTIOQUIA,2018,3,12,3,30
3/25/2018,ANTIOQUIA,2018,3,13,4,23
4/1/2018,ANTIOQUIA,2018,4,14,4,27
4/8/2018,ANTIOQUIA,2018,4,15,4,28
4/15/2018,ANTIOQUIA,2018,4,16,4,36
4/22/2018,ANTIOQUIA,2018,4,17,5,70
4/29/2018,ANTIOQUIA,2018,4,18,5,40
5/6/2018,ANTIOQUIA,2018,5,19,5,54
5/13/2018,ANTIOQUIA,2018,5,20,5,39
5/20/2018,ANTIOQUIA,2018,5,21,6,24
5/27/2018,ANTIOQUIA,2018,5,22,6,51
6/3/2018,ANTIOQUIA,2018,6,23,6,35
6/10/2018,ANTIOQUIA,2018,6,24,6,45
6/17/2018,ANTIOQUIA,2018,6,25,7,46
6/24/2018,ANTIOQUIA,2018,6,26,7,52
7/1/2018,ANTIOQUIA,2018,7,27,7,23
7/8/2018,ANTIOQUIA,2018,7,28,7,46
7/15/2018,ANTIOQUIA,2018,7,29,8,45
7/22/2018,ANTIOQUIA,2018,7,30,8,45
7/29/2018,ANTIOQUIA,2018,7,31,8,27
8/5/2018,ANTIOQUIA,2018,8,32,8,49
8/12/2018,ANTIOQUIA,2018,8,33,9,34
8/19/2018,ANTIOQUIA,2018,8,34,9,50
8/26/2018,ANTIOQUIA,2018,8,35,9,52
9/2/2018,ANTIOQUIA,2018,9,36,9,56
9/9/2018,ANTIOQUIA,2018,9,37,10,34
9/16/2018,ANTIOQUIA,2018,9,38,10,57
9/23/2018,ANTIOQUIA,2018,9,39,10,41
9/30/2018,ANTIOQUIA,2018,9,40,10,31
10/7/2018,ANTIOQUIA,2018,10,41,11,33
10/14/2018,ANTIOQUIA,2018,10,42,11,30
10/21/2018,ANTIOQUIA,2018,10,43,11,27
10/28/2018,ANTIOQUIA,2018,10,44,11,35
11/4/2018,ANTIOQUIA,2018,11,45,12,30
11/11/2018,ANTIOQUIA,2018,11,46,12,21
11/18/2018,ANTIOQUIA,2018,11,47,12,37
11/25/2018,ANTIOQUIA,2018,11,48,12,39
12/2/2018,ANTIOQUIA,2018,12,49,13,30
12/9/2018,ANTIOQUIA,2018,12,50,13,23
12/16/2018,ANTIOQUIA,2018,12,51,13,46
12/23/2018,ANTIOQUIA,2018,12,52,13,38
12/30/2018,ANTIOQUIA,2019,1,1,1,23
1/6/2019,ANTIOQUIA,2019,1,2,1,21
1/13/2019,ANTIOQUIA,2019,1,3,1,33
1/20/2019,ANTIOQUIA,2019,1,4,1,40
1/27/2019,ANTIOQUIA,2019,1,5,2,28
2/3/2019,ANTIOQUIA,2019,2,6,2,43
2/10/2019,ANTIOQUIA,2019,2,7,2,37
2/17/2019,ANTIOQUIA,2019,2,8,2,43
2/24/2019,ANTIOQUIA,2019,2,9,3,40
3/3/2019,ANTIOQUIA,2019,3,10,3,23
3/10/2019,ANTIOQUIA,2019,3,11,3,33
3/17/2019,ANTIOQUIA,2019,3,12,3,31
3/24/2019,ANTIOQUIA,2019,3,13,4,36
3/31/2019,ANTIOQUIA,2019,3,14,4,21
4/7/2019,ANTIOQUIA,2019,4,15,4,25
4/14/2019,ANTIOQUIA,2019,4,16,4,21
4/21/2019,ANTIOQUIA,2019,4,17,5,37
4/28/2019,ANTIOQUIA,2019,4,18,5,29
5/5/2019,ANTIOQUIA,2019,5,19,5,26
5/12/2019,ANTIOQUIA,2019,5,20,5,30
5/19/2019,ANTIOQUIA,2019,5,21,6,40
5/26/2019,ANTIOQUIA,2019,5,22,6,29
6/2/2019,ANTIOQUIA,2019,6,23,6,27
6/9/2019,ANTIOQUIA,2019,6,24,6,38
6/16/2019,ANTIOQUIA,2019,6,25,7,30
6/23/2019,ANTIOQUIA,2019,6,26,7,28
6/30/2019,ANTIOQUIA,2019,6,27,7,30
7/7/2019,ANTIOQUIA,2019,7,28,7,21
7/14/2019,ANTIOQUIA,2019,7,29,8,27
7/21/2019,ANTIOQUIA,2019,7,30,8,42
7/28/2019,ANTIOQUIA,2019,7,31,8,54
8/4/2019,ANTIOQUIA,2019,8,32,8,19
8/11/2019,ANTIOQUIA,2019,8,33,9,33
8/18/2019,ANTIOQUIA,2019,8,34,9,28
8/25/2019,ANTIOQUIA,2019,8,35,9,48
9/1/2019,ANTIOQUIA,2019,9,36,9,29
9/8/2019,ANTIOQUIA,2019,9,37,10,47
9/15/2019,ANTIOQUIA,2019,9,38,10,37
9/22/2019,ANTIOQUIA,2019,9,39,10,28
9/29/2019,ANTIOQUIA,2019,9,40,10,42
10/6/2019,ANTIOQUIA,2019,10,41,11,33
10/13/2019,ANTIOQUIA,2019,10,42,11,38
10/20/2019,ANTIOQUIA,2019,10,43,11,27
10/27/2019,ANTIOQUIA,2019,10,44,11,28
11/3/2019,ANTIOQUIA,2019,11,45,12,39
11/10/2019,ANTIOQUIA,2019,11,46,12,17
11/17/2019,ANTIOQUIA,2019,11,47,12,54
11/24/2019,ANTIOQUIA,2019,11,48,12,24
12/1/2019,ANTIOQUIA,2019,12,49,13,18
12/8/2019,ANTIOQUIA,2019,12,50,13,66
12/15/2019,ANTIOQUIA,2019,12,51,13,53
12/22/2019,ANTIOQUIA,2019,12,52,13,29
12/29/2019,ANTIOQUIA,2020,1,1,1,26
1/5/2020,ANTIOQUIA,2020,1,2,1,65
1/12/2020,ANTIOQUIA,2020,1,3,1,48
1/19/2020,ANTIOQUIA,2020,1,4,1,26
1/26/2020,ANTIOQUIA,2020,1,5,2,34
2/2/2020,ANTIOQUIA,2020,2,6,2,43
2/9/2020,ANTIOQUIA,2020,2,7,2,51
2/16/2020,ANTIOQUIA,2020,2,8,2,45
2/23/2020,ANTIOQUIA,2020,2,9,3,41
3/1/2020,ANTIOQUIA,2020,3,10,3,35
3/8/2020,ANTIOQUIA,2020,3,11,3,42
3/15/2020,ANTIOQUIA,2020,3,12,3,32
3/22/2020,ANTIOQUIA,2020,3,13,4,30
3/29/2020,ANTIOQUIA,2020,3,14,4,33
4/5/2020,ANTIOQUIA,2020,4,15,4,22
4/12/2020,ANTIOQUIA,2020,4,16,4,34
1/1/2017,ARAUCA,2017,1,1,1,3
1/8/2017,ARAUCA,2017,1,2,1,2
1/15/2017,ARAUCA,2017,1,3,1,5
1/22/2017,ARAUCA,2017,1,4,1,5
1/29/2017,ARAUCA,2017,1,5,2,0
2/5/2017,ARAUCA,2017,2,6,2,1
2/12/2017,ARAUCA,2017,2,7,2,2
2/19/2017,ARAUCA,2017,2,8,2,1
