date,entity,year,period,value,forecast,ci_inf,ci_sup
2020-08-09,17001,2020.0,5.0,,33,16.76821732808256,48.929135739094235
2020-08-09,18000,2020.0,5.0,,21,14.341133544635506,28.07820729848968
2020-08-09,18001,2020.0,5.0,,2,0.0,13.435866269949628
2020-08-09,19000,2020.0,5.0,,48,32.65644238909906,63.45610073333898
2020-08-09,19001,2020.0,5.0,,26,16.315502496911485,34.96013898063093
2020-08-09,20000,2020.0,5.0,,45,27.986097640391904,61.64537604457951
2020-08-09,20001,2020.0,5.0,,22,15.232463207905049,28.437955449174645
2020-08-09,23000,2020.0,5.0,,89,88.76117483834786,88.77226401490712
2020-08-09,23001,2020.0,5.0,,23,16.958535886032635,29.634352901519904
2020-08-09,25000,2020.0,5.0,,109,40.86569698882937,177.8098862794142
2020-08-09,27000,2020.0,5.0,,1,0.0,15220297698.461683
2020-08-09,27001,2020.0,5.0,,7,1.2952873663844748,12.846837347283383
2020-08-09,41000,2020.0,5.0,,36,26.997939300395245,44.672732739390995
2020-08-09,41001,2020.0,5.0,,11,3.6302131203093966,18.672925014517833
2020-08-09,44000,2020.0,5.0,,24,18.670646444689343,28.75360532375537
2020-08-09,44001,2020.0,5.0,,8,4.571322569795713,10.705783209381142
2020-08-09,47000,2020.0,5.0,,28,25.51079354505676,29.533617976575915
2020-08-09,47001,2020.0,5.0,,28,22.06124215550864,33.79154650157292
2020-08-09,50000,2020.0,5.0,,35,21.710065572844762,48.14832900011394
2020-08-09,50001,2020.0,5.0,,0,0.0,11.164742575037774
2020-08-09,52000,2020.0,5.0,,109,68.51015616166309,150.00084658570125
2020-08-09,52001,2020.0,5.0,,23,10.537708640831008,35.92205671263347
2020-08-09,54000,2020.0,5.0,,57,40.6033129341473,72.98807832499084
2020-08-09,54001,2020.0,5.0,,32,22.330230735207515,41.088379839179375
2020-08-09,63000,2020.0,5.0,,31,13.972510156675302,48.042113968520965
2020-08-09,63001,2020.0,5.0,,23,17.3845539058218,28.381020724182864
2020-08-09,66000,2020.0,5.0,,45,19.67623243249643,69.67094016741716
2020-08-09,66001,2020.0,5.0,,18,6.265576561272663,29.525644670616646
2020-08-09,68000,2020.0,5.0,,50,26.78168834554903,73.85209614140834
