entity,year,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
META,2017,9,9,8,12,14,9,5,8,8,9,10,7,15,8,7,8,12,14,20,23,14,10,12,10,15,6,14,18,11,9,17,13,10,8,13,14,13,18,11,10,8,18,10,11,10,11,15,12,11,7,17,9,
NARIÑO,2017,21,20,18,15,17,20,15,23,18,19,27,27,19,30,16,18,12,23,22,16,30,18,29,18,25,33,29,23,21,23,18,28,28,28,20,26,34,27,26,29,25,31,40,31,22,26,18,13,29,24,22,18,
NORTE SANTANDER,2017,6,14,9,9,4,25,13,12,19,10,12,10,18,17,19,13,11,23,15,21,14,17,18,16,19,15,12,18,27,10,11,14,18,13,13,21,18,14,16,15,8,14,7,4,8,19,15,14,13,13,19,17,
QUINDIO,2017,8,12,7,16,10,6,7,5,11,7,12,9,11,5,6,11,7,11,12,9,8,9,15,6,10,7,5,13,8,13,8,6,11,17,8,6,13,16,6,6,9,9,15,11,19,8,10,12,5,4,5,6,
RISARALDA,2017,10,9,12,14,11,11,14,7,10,9,14,8,16,6,14,18,9,12,14,13,11,11,12,11,14,7,15,12,17,15,13,12,19,18,13,10,11,16,17,13,15,17,17,12,9,14,14,14,17,10,11,13,
SANTANDER,2017,10,14,12,11,18,21,15,15,14,10,11,17,16,19,15,20,15,25,12,19,24,16,16,10,20,19,22,17,14,21,15,28,14,15,27,23,19,24,23,25,18,20,30,16,16,21,17,17,24,12,15,16,
SUCRE,2017,5,6,4,7,7,10,8,6,12,8,8,4,1,2,3,6,5,7,3,5,5,7,4,10,4,8,4,9,9,4,5,7,7,10,8,4,7,5,10,14,6,7,2,6,6,7,5,6,6,7,4,12,
TOLIMA,2017,12,8,17,12,13,17,16,10,5,12,10,16,8,8,17,15,25,14,22,21,20,23,13,14,12,23,16,17,20,12,17,20,12,25,19,13,23,32,19,18,23,23,18,17,13,21,17,21,17,17,23,16,
VALLE DEL CAUCA,2017,39,32,38,25,45,42,35,40,45,61,49,54,50,57,29,39,63,67,40,73,61,44,47,55,53,50,66,47,57,50,49,45,56,49,60,63,61,56,37,58,64,63,45,51,57,62,54,52,41,50,40,33,
ARAUCA,2017,4,0,2,2,4,8,4,4,7,3,4,4,8,8,3,3,3,4,3,6,8,4,2,3,2,4,5,6,6,2,8,3,3,3,4,3,2,2,1,4,5,6,12,5,7,7,5,1,4,5,3,5,
CASANARE,2017,1,3,3,3,5,0,1,4,6,4,4,9,5,6,4,6,6,6,3,6,1,3,6,0,7,7,3,3,1,1,11,3,6,2,6,3,6,6,3,6,7,3,4,8,7,9,2,8,6,5,7,6,
PUTUMAYO,2017,6,4,5,4,5,5,5,9,3,6,7,3,8,14,2,6,11,8,5,10,6,6,3,13,8,3,9,6,2,7,4,10,8,5,5,7,7,12,4,12,3,13,3,6,5,2,4,8,7,9,6,9,
SAN ANDRES,2017,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,
AMAZONAS,2017,0,0,1,2,0,1,0,2,1,0,1,0,1,1,0,1,0,1,1,3,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,2,0,0,3,3,2,2,1,1,0,2,1,0,3,1,1,
GUAINIA,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,
GUAVIARE,2017,0,0,1,1,0,1,1,0,1,0,0,0,0,0,2,1,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,1,2,1,0,2,2,2,3,0,1,0,0,0,1,1,1,0,
VAUPES,2017,2,1,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,1,4,1,0,1,1,1,2,3,4,2,0,1,0,0,0,0,0,4,0,8,2,4,0,1,0,0,0,3,1,1,0,1,2,0,
VICHADA,2017,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,7,4,0,1,0,0,0,0,0,
EXTERIOR,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,
ANTIOQUIA,2016,3,1,2,1,1,12,19,36,47,52,57,56,57,78,65,94,74,76,65,95,80,61,69,45,63,51,42,64,60,69,72,63,59,74,78,76,66,84,92,72,70,51,110,66,52,47,83,78,72,59,64,59,
ATLANTICO,2016,2,3,3,8,7,12,8,11,8,17,13,11,8,14,19,18,10,16,16,18,16,12,17,13,21,16,22,18,25,20,13,21,19,18,18,19,23,19,20,15,18,25,20,15,15,18,15,13,10,23,16,11,
BOLIVAR,2016,2,1,2,4,12,11,12,12,12,14,15,9,13,14,16,11,15,8,14,16,16,11,14,11,10,9,10,18,14,13,17,10,13,13,11,8,15,14,14,11,15,13,18,14,18,15,12,9,10,12,23,16,
BOYACA,2016,2,0,2,3,2,2,5,12,15,14,13,12,5,8,11,12,10,10,10,15,14,8,17,10,13,6,13,10,10,15,6,11,13,6,15,3,12,11,22,10,12,9,7,11,11,6,15,15,13,13,13,13,
CALDAS,2016,2,3,2,2,4,9,4,3,9,20,14,18,14,19,14,26,16,12,8,21,13,18,17,20,12,16,18,10,17,18,14,17,15,11,15,16,19,26,13,11,21,20,21,20,17,14,15,8,16,17,15,19,
CAQUETA,2016,1,4,1,4,4,3,4,4,1,4,4,6,5,4,3,4,5,3,5,3,7,4,8,7,4,2,4,3,5,2,3,4,8,6,7,3,5,6,9,10,5,5,10,1,3,6,8,7,0,2,1,2,
CAUCA,2016,1,1,2,0,2,5,1,7,5,10,15,5,5,21,11,11,7,7,6,13,9,13,10,10,11,14,17,7,10,12,8,16,15,5,10,4,11,17,14,9,15,12,14,19,10,13,14,19,9,7,18,16,
CESAR,2016,2,1,2,3,8,5,4,9,18,6,15,4,12,10,8,4,7,13,10,9,9,11,11,7,8,10,12,14,7,8,6,12,7,9,8,11,10,8,10,7,6,5,15,9,7,5,5,7,13,9,6,6,
CORDOBA,2016,7,0,0,1,3,3,6,8,11,12,13,7,8,10,12,11,7,8,7,9,15,11,6,12,9,6,10,16,10,10,10,7,9,3,9,12,7,9,12,10,4,11,8,7,10,14,11,9,10,12,8,10,
CUNDINAMARCA,2016,0,0,1,0,3,1,3,6,4,4,8,11,13,9,15,12,12,17,15,15,8,13,12,10,7,15,20,8,15,11,20,20,17,13,22,19,19,21,23,22,18,24,17,25,17,23,22,24,14,14,19,15,
CHOCO,2016,0,0,0,0,0,0,0,2,1,2,1,0,1,1,2,2,1,1,2,3,1,0,1,1,1,2,1,0,2,1,0,0,3,2,4,0,2,0,1,1,1,0,2,2,4,2,1,1,1,2,0,1,
HUILA,2016,10,4,8,16,14,10,8,14,17,14,14,16,19,21,35,32,10,12,22,15,18,18,16,12,20,21,16,12,14,10,19,21,20,18,20,15,17,13,18,12,17,15,23,19,16,16,17,21,20,12,17,9,
LA GUAJIRA,2016,0,0,0,0,0,0,4,4,3,2,2,6,1,1,5,3,3,3,0,1,2,1,1,4,4,2,3,1,2,2,1,0,2,0,2,0,1,3,1,1,2,0,2,1,3,1,1,1,2,1,1,2,
MAGDALENA,2016,2,1,0,1,2,8,6,6,13,5,4,4,7,4,6,5,8,4,6,8,9,6,4,8,10,6,8,8,9,11,6,6,8,6,11,7,11,8,4,8,9,12,5,5,6,10,4,9,7,12,8,6,
META,2016,1,3,4,3,1,5,8,2,6,9,8,4,9,7,4,12,5,9,13,4,10,7,7,12,8,6,6,5,7,5,6,5,4,11,13,10,17,10,10,10,10,5,5,5,4,5,9,16,12,15,13,7,
NARIÑO,2016,1,1,4,4,6,6,8,11,14,11,18,13,14,15,15,8,17,20,8,15,29,29,9,12,25,16,16,12,12,13,23,18,14,14,18,23,26,38,24,17,17,15,25,20,15,19,31,21,24,21,17,16,
NORTE SANTANDER,2016,6,5,7,11,6,2,6,8,8,15,4,10,5,6,11,10,9,5,1,14,13,11,8,9,9,7,9,13,10,4,10,11,7,10,5,9,9,7,15,8,8,13,10,9,13,9,8,11,9,12,16,8,
QUINDIO,2016,3,1,3,0,3,6,7,9,2,1,6,5,8,2,7,5,3,6,4,8,10,10,8,4,2,12,13,9,13,7,12,7,18,6,11,9,13,9,6,9,10,11,11,14,12,9,11,4,7,8,3,11,
RISARALDA,2016,2,1,1,0,4,5,3,4,6,20,14,5,7,8,10,6,10,4,8,13,8,6,5,7,15,9,13,12,13,10,15,7,9,17,8,4,7,12,12,10,10,12,9,5,8,7,7,5,9,16,15,9,
SANTANDER,2016,0,1,3,5,5,2,10,6,10,8,11,9,3,4,8,7,5,13,11,15,15,6,19,8,11,4,10,6,13,13,7,28,16,14,9,17,15,17,14,14,7,28,31,14,9,15,10,14,17,16,14,12,
SUCRE,2016,0,0,1,1,0,1,1,4,3,2,7,2,3,3,5,13,6,10,7,7,6,3,7,3,5,4,4,5,7,3,8,7,2,5,2,4,7,3,6,6,4,6,4,8,5,2,6,7,8,6,5,5,
TOLIMA,2016,2,5,1,4,10,11,19,12,20,12,13,12,21,17,11,14,16,17,13,17,17,17,15,19,21,14,16,12,18,18,32,14,17,15,22,14,12,17,16,9,14,24,15,15,12,12,14,15,19,9,10,14,
VALLE DEL CAUCA,2016,3,0,0,2,6,7,5,24,18,30,34,22,31,25,28,31,35,26,27,36,41,31,24,27,32,41,31,30,31,26,27,35,25,48,40,19,29,44,40,28,42,37,22,32,26,30,38,26,39,41,23,34,
ARAUCA,2016,0,0,0,0,0,0,0,1,2,5,0,2,4,2,3,1,2,3,3,3,4,6,3,4,5,5,3,3,3,6,1,0,2,6,6,1,3,6,5,5,3,5,4,3,3,2,2,3,6,4,4,2,
CASANARE,2016,0,0,2,0,0,2,5,0,1,6,3,1,5,4,3,3,1,5,2,2,2,1,0,2,2,2,2,2,1,2,3,1,3,2,2,4,3,12,1,4,4,3,7,4,1,45,4,3,3,5,10,7,
PUTUMAYO,2016,1,2,1,6,5,5,5,1,3,5,3,9,5,3,4,5,6,4,4,10,5,3,3,3,5,5,4,6,4,11,6,6,11,7,6,8,4,4,5,4,9,9,11,8,9,2,6,3,2,9,7,4,
SAN ANDRES,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,
AMAZONAS,2016,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,3,1,1,0,0,3,0,3,0,0,3,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,
GUAINIA,2016,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
GUAVIARE,2016,0,2,0,1,2,0,3,0,2,1,0,0,0,3,3,1,0,0,0,2,1,1,0,0,0,2,1,0,0,2,1,0,0,2,1,1,0,0,1,1,2,0,0,0,1,2,1,0,0,2,2,1,
VAUPES,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,8,1,0,2,3,1,0,1,0,0,2,0,1,0,1,0,0,2,0,1,0,0,1,0,0,0,
VICHADA,2016,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
MEDELLIN,2020,40,48,35,39,47,47,42,55,57,58,54,46,33,13,13,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BARRANQUILLA,2020,19,8,9,16,20,23,24,22,18,15,16,14,11,8,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOGOTA,2020,23,31,32,26,27,35,35,41,79,68,64,46,27,18,8,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARTAGENA,2020,13,10,10,12,13,15,5,11,14,12,11,11,3,3,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUNJA,2020,2,0,1,4,0,2,3,2,5,2,1,5,0,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANIZALES,2020,10,11,17,8,10,9,15,14,13,6,12,11,6,3,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLORENCIA,2020,5,2,5,2,1,2,1,3,3,5,2,2,1,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POPAYAN,2020,5,8,9,2,4,9,5,4,5,6,7,1,4,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VALLEDUPAR,2020,3,3,6,5,4,10,8,5,5,7,12,5,7,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONTERIA,2020,7,2,4,4,7,7,0,6,7,9,11,7,6,4,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUIBDO,2020,1,3,2,3,1,1,2,0,1,1,0,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEIVA,2020,4,5,6,6,2,1,3,2,6,0,2,1,5,4,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIOHACHA,2020,1,1,2,1,3,1,1,2,2,0,0,2,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA MARTA,2020,6,6,9,8,3,3,4,5,6,4,10,6,5,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VILLAVICENCIO,2020,13,5,8,4,4,9,10,6,14,10,4,3,3,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASTO,2020,9,15,11,10,10,17,7,10,12,12,16,10,6,8,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUCUTA,2020,6,3,4,8,8,6,7,5,5,9,14,5,3,6,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARMENIA,2020,10,4,6,4,4,3,8,5,10,5,4,3,2,3,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEREIRA,2020,6,7,13,11,10,11,15,10,13,16,8,8,5,6,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUCARAMANGA,2020,14,8,8,6,9,8,8,7,13,6,10,3,2,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SINCELEJO,2020,2,4,4,3,7,4,2,5,3,0,6,1,5,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBAGUE,2020,10,11,8,14,15,12,18,22,16,9,12,9,3,9,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALI,2020,38,27,34,11,38,29,25,46,36,41,32,21,26,13,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARAUCA CAP,2020,1,1,2,2,1,0,1,0,4,3,1,1,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOPAL,2020,1,2,4,4,1,2,3,4,1,6,5,4,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOCOA,2020,1,1,3,2,1,2,1,3,0,3,5,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN ANDRES CAP,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LETICIA,2020,0,1,1,0,0,1,0,1,0,0,0,0,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUERTO INIRIDA,2020,1,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN JOSE DEL GUAVIARE,2020,0,0,0,0,1,2,1,2,1,2,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITU,2020,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUERTO CARREÑO,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDELLIN,2019,37,31,30,32,33,39,56,50,44,39,57,44,46,48,69,45,47,50,52,51,43,35,44,51,45,40,27,49,51,41,45,51,53,42,52,51,56,51,42,44,41,38,41,57,33,29,52,39,41,57,37,39,
BARRANQUILLA,2019,9,13,10,14,14,13,16,24,23,24,24,25,11,19,13,20,14,19,26,18,28,23,12,14,13,11,5,20,16,23,16,21,20,13,25,25,24,22,15,21,19,14,19,12,20,13,26,21,16,18,12,12,
BOGOTA,2019,3,38,25,31,19,25,23,26,0,7,36,23,10,1,36,16,15,12,22,22,28,26,12,25,13,26,17,42,23,30,21,22,25,20,31,22,24,18,25,38,29,22,35,32,30,46,21,43,56,66,62,18,
CARTAGENA,2019,3,6,12,14,8,8,5,11,9,8,24,21,10,11,14,7,8,14,8,7,14,11,9,16,9,8,17,10,25,5,13,11,11,8,6,12,12,10,11,6,10,5,9,16,9,8,8,18,12,6,14,8,
TUNJA,2019,3,3,3,2,1,4,5,2,4,2,5,3,3,1,1,1,3,2,1,1,3,4,1,3,3,1,1,5,2,2,4,0,0,2,2,0,3,2,2,0,3,2,1,4,3,1,4,3,5,3,4,3,
MANIZALES,2019,11,8,13,10,9,14,7,13,6,9,11,8,13,11,15,13,6,12,8,13,8,13,6,8,10,14,10,15,13,16,14,19,19,18,15,16,24,15,13,14,12,12,15,11,12,18,13,10,17,12,5,8,
FLORENCIA,2019,4,2,4,2,2,4,5,2,3,0,5,6,3,3,2,2,1,1,1,0,0,4,3,4,2,2,3,1,3,4,3,4,1,3,3,0,0,1,3,1,6,4,6,0,3,1,3,2,7,4,1,3,
POPAYAN,2019,4,4,3,5,4,5,3,6,9,8,7,5,9,6,2,5,5,6,10,5,8,3,7,8,2,3,7,4,7,4,7,6,1,6,1,7,8,6,9,9,2,8,2,2,4,4,7,4,6,7,6,4,
VALLEDUPAR,2019,6,9,7,6,5,1,6,4,2,2,7,9,7,13,11,3,10,6,5,6,11,4,5,4,2,4,10,3,6,1,4,4,6,2,6,5,4,5,4,5,3,5,6,8,8,12,6,6,4,6,4,6,
MONTERIA,2019,5,7,6,0,12,6,5,4,7,7,13,7,4,11,9,6,11,8,9,8,11,8,10,15,8,10,5,10,10,10,9,10,7,9,12,6,7,3,9,3,7,6,3,13,11,7,11,7,7,6,9,8,
QUIBDO,2019,0,2,1,0,0,0,0,0,0,2,1,2,0,2,1,0,2,1,2,2,1,3,1,1,5,1,2,0,1,0,0,0,1,2,2,5,1,2,1,0,2,0,0,0,0,1,1,1,0,0,0,0,
NEIVA,2019,3,2,6,7,6,7,5,4,10,11,7,6,7,5,4,3,7,5,4,4,4,9,5,8,10,9,3,5,4,6,5,7,7,10,5,9,7,6,3,6,3,6,6,8,5,3,5,3,6,8,2,8,
RIOHACHA,2019,1,0,0,1,0,3,3,1,5,2,3,0,2,2,1,3,1,0,0,0,0,3,1,2,5,0,1,1,0,5,1,0,4,0,5,3,2,2,1,0,1,1,2,3,2,4,2,3,2,2,1,2,
SANTA MARTA,2019,5,6,5,0,3,5,5,10,2,6,6,3,5,14,9,5,3,4,8,1,2,2,2,5,7,3,3,2,3,10,4,5,2,3,6,3,5,9,6,0,5,0,6,6,9,6,5,4,3,4,5,2,
VILLAVICENCIO,2019,3,5,5,6,8,4,9,8,9,12,10,13,8,6,9,6,13,2,9,7,4,8,5,8,5,9,3,7,4,5,6,8,6,3,3,9,7,4,5,3,7,9,10,3,7,6,6,4,7,8,2,6,
PASTO,2019,7,14,10,5,9,11,3,13,11,8,13,11,7,18,15,14,9,13,10,9,13,13,8,9,12,8,13,12,14,14,10,15,14,13,11,17,13,15,19,10,8,11,13,18,14,12,12,10,18,9,14,7,
CUCUTA,2019,7,3,1,7,7,9,7,7,6,8,9,6,11,12,9,10,9,10,4,5,8,8,7,11,5,8,6,6,10,11,6,5,7,2,2,8,13,7,14,15,5,9,8,8,5,10,3,8,8,7,11,9,
ARMENIA,2019,2,2,4,9,6,2,5,6,7,7,9,6,5,4,3,4,2,12,5,9,5,7,7,9,2,7,2,5,5,7,3,9,9,6,8,5,8,8,8,5,11,5,8,5,10,3,4,3,7,6,13,5,
PEREIRA,2019,3,9,8,11,6,7,11,5,15,14,24,19,20,29,26,15,24,19,20,13,16,10,20,9,13,9,11,12,16,12,14,4,8,6,20,21,14,9,8,11,9,9,11,12,11,12,15,7,13,8,9,9,
BUCARAMANGA,2019,5,11,7,2,3,10,12,6,5,12,6,6,7,8,14,5,6,4,7,12,3,5,8,10,9,7,4,14,13,7,3,6,4,0,17,13,12,4,14,1,10,9,10,9,9,10,5,4,7,9,5,4,
SINCELEJO,2019,4,2,2,4,2,5,2,1,6,3,5,5,5,4,7,3,5,4,6,1,4,2,6,4,3,3,3,0,1,1,0,4,2,1,2,1,3,2,1,2,6,3,1,0,2,4,2,4,1,0,2,1,
IBAGUE,2019,4,9,5,8,4,9,13,9,13,19,19,23,10,17,11,13,15,10,1,16,14,11,11,18,13,15,9,10,9,8,17,19,20,25,9,20,9,21,9,18,8,15,7,11,16,16,14,18,8,7,7,10,
CALI,2019,27,29,21,20,30,22,39,24,38,29,24,44,23,33,35,31,30,19,28,31,29,27,29,14,34,45,35,24,20,29,43,32,37,34,30,35,39,45,35,50,28,40,41,52,41,38,44,39,31,35,25,31,
ARAUCA CAP,2019,1,1,3,1,1,1,0,6,1,5,2,4,3,1,4,2,1,2,0,2,2,2,1,0,1,1,3,1,3,1,1,0,0,3,1,1,1,2,2,1,1,0,2,0,2,2,4,0,2,2,2,0,
YOPAL,2019,3,1,2,1,0,2,3,1,9,2,2,3,4,3,7,1,2,6,4,3,4,2,2,3,0,3,1,1,4,4,3,2,3,2,1,3,6,3,3,6,2,5,3,2,1,3,4,2,2,3,1,2,
MOCOA,2019,1,0,0,3,1,1,4,1,2,2,0,1,1,0,0,2,0,0,1,1,0,2,2,1,5,2,0,1,1,0,3,1,0,1,1,2,0,2,3,0,3,0,3,3,2,4,5,2,1,3,2,2,
SAN ANDRES CAP,2019,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,
LETICIA,2019,0,0,0,3,1,3,2,1,0,0,1,0,1,1,0,0,2,0,0,1,1,1,0,0,1,0,0,0,0,0,4,0,4,0,0,2,3,1,1,0,0,1,1,2,0,2,1,0,2,1,2,0,
PUERTO INIRIDA,2019,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,1,0,2,1,0,1,0,2,1,1,3,0,0,0,0,1,0,1,0,0,1,0,0,
SAN JOSE DEL GUAVIARE,2019,1,0,0,1,0,0,0,1,1,0,1,0,2,1,2,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,2,0,3,0,1,3,2,1,2,1,1,0,2,2,2,0,1,0,
MITU,2019,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,3,1,0,2,0,4,1,3,5,1,0,0,1,1,0,5,0,2,0,0,0,0,0,
PUERTO CARREÑO,2019,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,
MEDELLIN,2018,21,34,38,28,50,44,50,47,47,59,43,67,45,54,52,33,46,50,40,35,46,35,45,45,43,41,38,48,30,52,55,51,43,39,55,50,39,37,38,43,51,44,45,39,51,59,63,40,35,36,38,34,
BARRANQUILLA,2018,6,12,13,12,5,11,12,6,13,18,18,17,12,13,12,11,17,12,11,9,17,16,7,18,9,17,15,14,19,9,21,10,21,15,15,15,18,21,12,12,14,25,12,21,15,5,13,26,17,14,14,13,
BOGOTA,2018,23,38,33,34,32,92,92,44,37,56,64,57,64,50,87,84,77,34,36,62,53,67,41,69,26,18,39,39,49,41,48,64,62,48,55,48,52,51,33,23,51,16,35,16,21,14,29,51,17,19,7,14,
CARTAGENA,2018,2,6,9,8,5,9,9,13,18,11,20,15,7,10,17,18,8,14,11,8,8,11,16,23,15,9,7,13,21,14,9,8,12,21,9,18,9,10,17,6,8,7,13,11,3,5,13,11,2,6,10,8,
TUNJA,2018,0,0,0,3,0,2,3,1,0,3,3,6,4,1,3,2,2,1,1,2,2,2,1,0,0,3,3,3,1,1,1,1,5,2,1,3,2,2,0,1,5,5,3,0,2,2,0,2,5,4,2,1,
MANIZALES,2018,13,9,10,3,8,6,11,13,5,13,9,4,12,9,8,8,9,13,7,10,12,16,14,9,14,6,14,10,9,4,7,7,15,10,12,5,15,15,7,11,10,12,13,19,7,9,4,10,9,11,9,6,
FLORENCIA,2018,1,1,2,2,1,3,3,3,1,0,2,4,1,3,1,2,1,3,1,4,1,0,2,2,4,4,3,4,1,2,0,3,2,2,3,0,5,1,2,4,1,5,4,2,4,3,5,4,2,0,0,2,
POPAYAN,2018,2,2,4,3,6,4,6,6,6,7,7,3,4,8,6,7,3,8,3,1,2,2,1,5,4,6,3,3,6,7,3,4,5,3,7,8,1,8,10,3,5,5,13,1,10,7,4,5,4,8,3,6,
VALLEDUPAR,2018,7,1,5,4,6,4,9,5,6,5,6,2,5,2,3,6,5,8,1,9,6,3,5,3,3,2,4,4,5,4,3,10,13,11,3,7,4,9,6,5,6,3,8,8,6,4,6,3,7,7,6,4,
MONTERIA,2018,2,3,4,3,2,4,4,7,13,6,5,5,6,12,8,8,7,6,6,3,11,9,4,4,7,7,6,4,10,10,5,6,5,7,7,9,12,9,7,5,11,10,6,6,6,4,6,6,9,5,9,10,
QUIBDO,2018,1,0,3,0,0,4,1,2,0,1,2,0,1,0,2,2,4,2,1,1,1,0,0,0,5,0,0,2,1,1,0,0,1,0,0,2,1,1,2,0,1,2,7,1,1,3,1,0,2,0,3,0,
NEIVA,2018,4,4,5,2,4,7,11,7,7,15,14,4,6,4,12,6,7,9,11,11,8,5,4,9,4,12,14,6,7,6,10,11,6,7,6,6,5,4,7,5,4,5,11,9,10,5,10,7,6,4,9,5,
RIOHACHA,2018,0,0,0,1,3,3,0,0,2,1,3,2,2,0,0,1,2,1,1,1,2,2,1,2,2,2,0,1,2,1,2,1,1,3,5,2,6,1,1,1,2,0,1,3,0,1,1,4,0,1,1,2,
SANTA MARTA,2018,0,4,6,3,4,3,6,2,6,6,5,1,4,5,9,6,6,2,5,6,5,2,5,5,3,5,5,5,5,8,6,5,5,4,3,2,3,7,4,4,2,5,4,5,0,4,7,1,1,4,5,3,
