date,department,week,period,value
3/16/2020,BOLIVAR,12,3,1
3/22/2020,VALLE DEL CAUCA,13,4,1
3/23/2020,MAGDALENA,13,4,1
3/24/2020,CAUCA,13,4,1
3/25/2020,BOGOTA DC,13,4,1
3/25/2020,VALLE DEL CAUCA,13,4,1
3/25/2020,HUILA,13,4,1
3/25/2020,VALLE DEL CAUCA,13,4,1
3/26/2020,BOGOTA DC,13,4,1
3/26/2020,BOGOTA DC,13,4,1
3/27/2020,ATLANTICO,13,4,1
3/27/2020,BOLIVAR,13,4,1
3/27/2020,NORTE SANTANDER,13,4,1
3/28/2020,BOGOTA DC,13,4,1
3/28/2020,BOGOTA DC,13,4,1
3/28/2020,BOGOTA DC,13,4,1
3/28/2020,NORTE SANTANDER,13,4,1
3/28/2020,MAGDALENA,13,4,1
3/29/2020,BOGOTA DC,14,4,1
3/30/2020,RISARALDA,14,4,1
3/30/2020,VALLE DEL CAUCA,14,4,1
3/30/2020,BOLIVAR,14,4,1
3/30/2020,BOGOTA DC,14,4,1
3/30/2020,BOLIVAR,14,4,1
3/31/2020,CAUCA,14,4,1
3/31/2020,BOGOTA DC,14,4,1
3/31/2020,BOGOTA DC,14,4,1
3/31/2020,BOLIVAR,14,4,1
3/31/2020,VALLE DEL CAUCA,14,4,1
4/1/2020,CUNDINAMARCA,14,4,1
4/1/2020,BOGOTA DC,14,4,1
4/1/2020,RISARALDA,14,4,1
4/1/2020,CALDAS,14,4,1
4/2/2020,BOGOTA DC,14,4,1
4/2/2020,ATLANTICO,14,4,1
4/2/2020,BOGOTA DC,14,4,1
4/2/2020,BOGOTA DC,14,4,1
4/2/2020,CORDOBA,14,4,1
4/2/2020,BOGOTA DC,14,4,1
4/2/2020,VALLE DEL CAUCA,14,4,1
4/3/2020,BOGOTA DC,14,4,1
4/3/2020,CUNDINAMARCA,14,4,1
4/3/2020,CUNDINAMARCA,14,4,1
4/3/2020,ATLANTICO,14,4,1
4/3/2020,BOGOTA DC,14,4,1
4/3/2020,CORDOBA,14,4,1
4/3/2020,ATLANTICO,14,4,1
4/3/2020,ANTIOQUIA,14,4,1
4/3/2020,BOGOTA DC,14,4,1
4/3/2020,QUINDIO,14,4,1
4/3/2020,CUNDINAMARCA,14,4,1
4/3/2020,VALLE DEL CAUCA,14,4,1
4/3/2020,BOGOTA DC,14,4,1
4/3/2020,BOGOTA DC,14,4,1
4/4/2020,BOGOTA DC,14,4,1
4/4/2020,VALLE DEL CAUCA,14,4,1
4/4/2020,BOYACA,14,4,1
4/4/2020,BOGOTA DC,14,4,1
4/4/2020,BOGOTA DC,14,4,1
4/4/2020,BOGOTA DC,14,4,1
4/4/2020,BOGOTA DC,14,4,1
4/4/2020,BOGOTA DC,14,4,1
4/4/2020,VALLE DEL CAUCA,14,4,1
4/4/2020,BOGOTA DC,14,4,1
4/4/2020,BOGOTA DC,14,4,1
4/4/2020,BOGOTA DC,14,4,1
4/4/2020,BOGOTA DC,14,4,1
4/4/2020,VALLE DEL CAUCA,14,4,1
4/4/2020,QUINDIO,14,4,1
4/5/2020,BOGOTA DC,15,4,1
4/5/2020,BOGOTA DC,15,4,1
4/5/2020,BOGOTA DC,15,4,1
4/5/2020,BOGOTA DC,15,4,1
4/5/2020,MAGDALENA,15,4,1
4/5/2020,BOLIVAR,15,4,1
4/5/2020,META,15,4,1
4/5/2020,MAGDALENA,15,4,1
4/6/2020,BOGOTA DC,15,4,1
4/6/2020,HUILA,15,4,1
4/6/2020,BOGOTA DC,15,4,1
4/6/2020,VALLE DEL CAUCA,15,4,1
4/6/2020,META,15,4,1
4/6/2020,BOLIVAR,15,4,1
4/6/2020,BOGOTA DC,15,4,1
4/6/2020,BOGOTA DC,15,4,1
4/6/2020,BOGOTA DC,15,4,1
4/6/2020,NORTE SANTANDER,15,4,1
4/6/2020,BOGOTA DC,15,4,1
4/6/2020,VALLE DEL CAUCA,15,4,1
4/7/2020,BOGOTA DC,15,4,1
4/7/2020,SANTANDER,15,4,1
4/7/2020,BOGOTA DC,15,4,1
4/7/2020,BOGOTA DC,15,4,1
4/7/2020,MAGDALENA,15,4,1
4/7/2020,NARIÑO,15,4,1
4/7/2020,BOGOTA DC,15,4,1
4/7/2020,META,15,4,1
4/7/2020,BOGOTA DC,15,4,1
4/8/2020,BOGOTA DC,15,4,1
4/8/2020,BOGOTA DC,15,4,1
4/8/2020,MAGDALENA,15,4,1
4/8/2020,NORTE SANTANDER,15,4,1
4/8/2020,ATLANTICO,15,4,1
4/9/2020,NARIÑO,15,4,1
4/9/2020,BOGOTA DC,15,4,1
4/9/2020,BOGOTA DC,15,4,1
4/9/2020,VALLE DEL CAUCA,15,4,1
4/9/2020,VALLE DEL CAUCA,15,4,1
4/9/2020,MAGDALENA,15,4,1
4/9/2020,BOLIVAR,15,4,1
4/9/2020,CUNDINAMARCA,15,4,1
4/9/2020,HUILA,15,4,1
4/9/2020,ATLANTICO,15,4,1
4/9/2020,BOGOTA DC,15,4,1
4/9/2020,VALLE DEL CAUCA,15,4,1
4/9/2020,BOGOTA DC,15,4,1
4/10/2020,BOGOTA DC,15,4,1
4/10/2020,BOLIVAR,15,4,1
4/10/2020,BOGOTA DC,15,4,1
4/10/2020,CAUCA,15,4,1
4/10/2020,BOGOTA DC,15,4,1
4/11/2020,BOGOTA DC,15,4,1
4/11/2020,BOGOTA DC,15,4,1
4/11/2020,BOGOTA DC,15,4,1
4/11/2020,CALDAS,15,4,1
4/11/2020,NARIÑO,15,4,1
4/11/2020,CUNDINAMARCA,15,4,1
4/11/2020,BOLIVAR,15,4,1
4/11/2020,BOGOTA DC,15,4,1
4/11/2020,BOGOTA DC,15,4,1
4/12/2020,BOGOTA DC,16,4,1
4/12/2020,VALLE DEL CAUCA,16,4,1
4/12/2020,VALLE DEL CAUCA,16,4,1
4/12/2020,BOLIVAR,16,4,1
4/12/2020,VALLE DEL CAUCA,16,4,1
4/12/2020,VALLE DEL CAUCA,16,4,1
4/12/2020,VALLE DEL CAUCA,16,4,1
4/12/2020,MAGDALENA,16,4,1
4/12/2020,VALLE DEL CAUCA,16,4,1
4/12/2020,MAGDALENA,16,4,1
4/12/2020,TOLIMA,16,4,1
4/12/2020,VALLE DEL CAUCA,16,4,1
4/13/2020,BOGOTA DC,16,4,1
4/13/2020,BOGOTA DC,16,4,1
4/13/2020,BOGOTA DC,16,4,1
4/13/2020,VALLE DEL CAUCA,16,4,1
4/13/2020,BOLIVAR,16,4,1
4/13/2020,BOGOTA DC,16,4,1
4/13/2020,HUILA,16,4,1
4/14/2020,VALLE DEL CAUCA,16,4,1
4/14/2020,BOGOTA DC,16,4,1
4/14/2020,BOGOTA DC,16,4,1
4/14/2020,NARIÑO,16,4,1
4/14/2020,BOGOTA DC,16,4,1
4/14/2020,BOGOTA DC,16,4,1
4/14/2020,VALLE DEL CAUCA,16,4,1
4/14/2020,BOGOTA DC,16,4,1
4/14/2020,BOGOTA DC,16,4,1
4/14/2020,MAGDALENA,16,4,1
4/14/2020,HUILA,16,4,1
4/15/2020,VALLE DEL CAUCA,16,4,1
4/15/2020,VALLE DEL CAUCA,16,4,1
4/15/2020,BOGOTA DC,16,4,1
4/15/2020,VALLE DEL CAUCA,16,4,1
4/15/2020,BOGOTA DC,16,4,1
4/15/2020,VALLE DEL CAUCA,16,4,1
4/15/2020,VALLE DEL CAUCA,16,4,1
4/15/2020,NARIÑO,16,4,1
4/15/2020,VALLE DEL CAUCA,16,4,1
4/15/2020,RISARALDA,16,4,1
4/15/2020,CAQUETA,16,4,1
4/15/2020,BOGOTA DC,16,4,1
4/16/2020,VALLE DEL CAUCA,16,4,1
4/16/2020,CUNDINAMARCA,16,4,1
4/16/2020,RISARALDA,16,4,1
4/16/2020,VALLE DEL CAUCA,16,4,1
4/16/2020,BOGOTA DC,16,4,1
4/16/2020,META,16,4,1
4/16/2020,BOLIVAR,16,4,1
4/16/2020,VALLE DEL CAUCA,16,4,1
4/16/2020,BOGOTA DC,16,4,1
4/16/2020,VALLE DEL CAUCA,16,4,1
4/16/2020,BOLIVAR,16,4,1
4/16/2020,BOLIVAR,16,4,1
4/16/2020,BOGOTA DC,16,4,1
4/16/2020,VALLE DEL CAUCA,16,4,1
4/16/2020,BOGOTA DC,16,4,1
4/16/2020,CESAR,16,4,1
4/17/2020,VALLE DEL CAUCA,16,4,1
4/17/2020,BOGOTA DC,16,4,1
4/17/2020,CUNDINAMARCA,16,4,1
4/17/2020,SANTANDER,16,4,1
4/18/2020,BOGOTA DC,16,4,1
4/18/2020,VALLE DEL CAUCA,16,4,1
4/18/2020,BOLIVAR,16,4,1
4/18/2020,VALLE DEL CAUCA,16,4,1
4/18/2020,MAGDALENA,16,4,1
4/18/2020,ANTIOQUIA,16,4,1
4/18/2020,MAGDALENA,16,4,1
4/18/2020,RISARALDA,16,4,1
4/18/2020,VALLE DEL CAUCA,16,4,1
4/18/2020,ANTIOQUIA,16,4,1
4/18/2020,NARIÑO,16,4,1
4/18/2020,BOGOTA DC,16,4,1
4/18/2020,AMAZONAS,16,4,1
4/19/2020,BOGOTA DC,17,5,1
4/19/2020,BOGOTA DC,17,5,1
4/19/2020,VALLE DEL CAUCA,17,5,1
4/19/2020,VALLE DEL CAUCA,17,5,1
4/19/2020,VALLE DEL CAUCA,17,5,1
4/19/2020,BOGOTA DC,17,5,1
4/19/2020,VALLE DEL CAUCA,17,5,1
4/19/2020,AMAZONAS,17,5,1
4/19/2020,BOGOTA DC,17,5,1
4/20/2020,VALLE DEL CAUCA,17,5,1
4/20/2020,VALLE DEL CAUCA,17,5,1
4/20/2020,BOGOTA DC,17,5,1
4/20/2020,BOLIVAR,17,5,1
4/20/2020,LA GUAJIRA,17,5,1
4/20/2020,BOGOTA DC,17,5,1
4/20/2020,ATLANTICO,17,5,1
4/20/2020,BOGOTA DC,17,5,1
4/20/2020,AMAZONAS,17,5,1
4/20/2020,BOGOTA DC,17,5,1
4/21/2020,BOGOTA DC,17,5,1
4/21/2020,CESAR,17,5,1
4/21/2020,BOGOTA DC,17,5,1
4/21/2020,VALLE DEL CAUCA,17,5,1
4/21/2020,BOGOTA DC,17,5,1
4/21/2020,CUNDINAMARCA,17,5,1
4/21/2020,CUNDINAMARCA,17,5,1
4/21/2020,BOGOTA DC,17,5,1
4/21/2020,BOGOTA DC,17,5,1
4/21/2020,BOGOTA DC,17,5,1
4/22/2020,MAGDALENA,17,5,1
4/22/2020,VALLE DEL CAUCA,17,5,1
4/22/2020,VALLE DEL CAUCA,17,5,1
4/22/2020,CESAR,17,5,1
4/22/2020,ATLANTICO,17,5,1
4/22/2020,BOLIVAR,17,5,1
4/22/2020,VALLE DEL CAUCA,17,5,1
4/22/2020,CESAR,17,5,1
4/23/2020,BOGOTA DC,17,5,1
4/23/2020,VALLE DEL CAUCA,17,5,1
4/23/2020,BOLIVAR,17,5,1
4/23/2020,BOLIVAR,17,5,1
4/23/2020,CORDOBA,17,5,1
4/23/2020,MAGDALENA,17,5,1
4/23/2020,AMAZONAS,17,5,1
4/23/2020,VALLE DEL CAUCA,17,5,1
4/23/2020,BOGOTA DC,17,5,1
4/24/2020,ANTIOQUIA,17,5,1
4/24/2020,BOLIVAR,17,5,1
4/24/2020,RISARALDA,17,5,1
4/24/2020,CUNDINAMARCA,17,5,1
4/24/2020,BOGOTA DC,17,5,1
4/24/2020,BOLIVAR,17,5,1
4/24/2020,CAUCA,17,5,1
4/24/2020,CESAR,17,5,1
4/24/2020,CESAR,17,5,1
4/24/2020,BOGOTA DC,17,5,1
4/24/2020,BOGOTA DC,17,5,1
4/24/2020,BOGOTA DC,17,5,1
4/24/2020,ATLANTICO,17,5,1
4/24/2020,NORTE SANTANDER,17,5,1
4/24/2020,AMAZONAS,17,5,1
4/25/2020,SANTANDER,17,5,1
4/25/2020,BOLIVAR,17,5,1
4/25/2020,BOGOTA DC,17,5,1
4/25/2020,CHOCO,17,5,1
4/25/2020,ATLANTICO,17,5,1
4/25/2020,MAGDALENA,17,5,1
4/25/2020,HUILA,17,5,1
4/25/2020,ATLANTICO,17,5,1
4/25/2020,ATLANTICO,17,5,1
4/25/2020,AMAZONAS,17,5,1
4/26/2020,BOGOTA DC,18,5,1
4/26/2020,HUILA,18,5,1
4/26/2020,BOGOTA DC,18,5,1
4/26/2020,CUNDINAMARCA,18,5,1
4/26/2020,NORTE SANTANDER,18,5,1
4/26/2020,MAGDALENA,18,5,1
4/26/2020,VALLE DEL CAUCA,18,5,1
4/26/2020,MAGDALENA,18,5,1
4/26/2020,NARIÑO,18,5,1
4/26/2020,BOGOTA DC,18,5,1
4/26/2020,ATLANTICO,18,5,1
4/26/2020,BOGOTA DC,18,5,1
4/26/2020,VALLE DEL CAUCA,18,5,1
4/26/2020,MAGDALENA,18,5,1
4/26/2020,BOGOTA DC,18,5,1
4/26/2020,BOGOTA DC,18,5,1
4/26/2020,NORTE SANTANDER,18,5,1
4/26/2020,AMAZONAS,18,5,1
4/27/2020,BOGOTA DC,18,5,1
4/27/2020,CESAR,18,5,1
4/27/2020,VALLE DEL CAUCA,18,5,1
4/27/2020,ANTIOQUIA,18,5,1
4/27/2020,VALLE DEL CAUCA,18,5,1
4/27/2020,BOLIVAR,18,5,1
4/27/2020,BOLIVAR,18,5,1
4/27/2020,ATLANTICO,18,5,1
4/27/2020,VALLE DEL CAUCA,18,5,1
4/27/2020,BOGOTA DC,18,5,1
4/27/2020,BOGOTA DC,18,5,1
4/28/2020,BOGOTA DC,18,5,1
4/28/2020,BOGOTA DC,18,5,1
4/28/2020,NARIÑO,18,5,1
4/28/2020,BOGOTA DC,18,5,1
4/28/2020,MAGDALENA,18,5,1
4/28/2020,BOGOTA DC,18,5,1
4/28/2020,VALLE DEL CAUCA,18,5,1
4/28/2020,AMAZONAS,18,5,1
4/28/2020,BOLIVAR,18,5,1
4/28/2020,VALLE DEL CAUCA,18,5,1
4/28/2020,BOGOTA DC,18,5,1
4/28/2020,AMAZONAS,18,5,1
4/28/2020,BOGOTA DC,18,5,1
4/29/2020,RISARALDA,18,5,1
4/29/2020,NORTE SANTANDER,18,5,1
4/29/2020,VALLE DEL CAUCA,18,5,1
4/29/2020,TOLIMA,18,5,1
4/29/2020,VALLE DEL CAUCA,18,5,1
4/29/2020,BOGOTA DC,18,5,1
4/29/2020,VALLE DEL CAUCA,18,5,1
4/29/2020,BOLIVAR,18,5,1
4/29/2020,AMAZONAS,18,5,1
4/29/2020,ATLANTICO,18,5,1
4/29/2020,BOGOTA DC,18,5,1
4/29/2020,BOGOTA DC,18,5,1
4/29/2020,BOYACA,18,5,1
4/29/2020,BOYACA,18,5,1
4/29/2020,AMAZONAS,18,5,1
4/29/2020,BOGOTA DC,18,5,1
4/29/2020,NARIÑO,18,5,1
4/29/2020,ATLANTICO,18,5,1
4/29/2020,AMAZONAS,18,5,1
4/29/2020,BOGOTA DC,18,5,1
4/30/2020,VALLE DEL CAUCA,18,5,1
4/30/2020,BOLIVAR,18,5,1
4/30/2020,ATLANTICO,18,5,1
4/30/2020,BOGOTA DC,18,5,1
4/30/2020,AMAZONAS,18,5,1
4/30/2020,AMAZONAS,18,5,1
4/30/2020,META,18,5,1
4/30/2020,BOGOTA DC,18,5,1
4/30/2020,AMAZONAS,18,5,1
4/30/2020,AMAZONAS,18,5,1
4/30/2020,BOLIVAR,18,5,1
4/30/2020,ATLANTICO,18,5,1
4/30/2020,BOGOTA DC,18,5,1
4/30/2020,AMAZONAS,18,5,1
4/30/2020,CHOCO,18,5,1
4/30/2020,BOLIVAR,18,5,1
4/30/2020,ATLANTICO,18,5,1
4/30/2020,ATLANTICO,18,5,1
4/30/2020,MAGDALENA,18,5,1
4/30/2020,BOGOTA DC,18,5,1
4/30/2020,BOGOTA DC,18,5,1
4/30/2020,BOGOTA DC,18,5,1
5/1/2020,BOGOTA DC,18,5,1
5/1/2020,VALLE DEL CAUCA,18,5,1
5/1/2020,META,18,5,1
5/1/2020,BOGOTA DC,18,5,1
5/1/2020,BOLIVAR,18,5,1
5/1/2020,BOLIVAR,18,5,1
5/1/2020,ATLANTICO,18,5,1
5/1/2020,ATLANTICO,18,5,1
5/1/2020,ATLANTICO,18,5,1
5/1/2020,BOGOTA DC,18,5,1
5/1/2020,TOLIMA,18,5,1
5/1/2020,AMAZONAS,18,5,1
5/1/2020,AMAZONAS,18,5,1
5/2/2020,ANTIOQUIA,18,5,1
5/2/2020,VALLE DEL CAUCA,18,5,1
5/2/2020,BOGOTA DC,18,5,1
5/2/2020,ATLANTICO,18,5,1
5/2/2020,BOGOTA DC,18,5,1
5/2/2020,AMAZONAS,18,5,1
5/2/2020,BOLIVAR,18,5,1
5/2/2020,ATLANTICO,18,5,1
5/2/2020,VALLE DEL CAUCA,18,5,1
5/2/2020,ATLANTICO,18,5,1
5/2/2020,ATLANTICO,18,5,1
5/2/2020,RISARALDA,18,5,1
5/2/2020,ATLANTICO,18,5,1
5/2/2020,BOGOTA DC,18,5,1
5/2/2020,ATLANTICO,18,5,1
5/2/2020,CHOCO,18,5,1
5/2/2020,ATLANTICO,18,5,1
5/2/2020,TOLIMA,18,5,1
5/2/2020,NARIÑO,18,5,1
5/2/2020,VALLE DEL CAUCA,18,5,1
5/2/2020,QUINDIO,18,5,1
5/3/2020,CESAR,19,5,1
5/3/2020,BOLIVAR,19,5,1
5/3/2020,LA GUAJIRA,19,5,1
5/3/2020,BOLIVAR,19,5,1
5/3/2020,BOGOTA DC,19,5,1
5/3/2020,NORTE SANTANDER,19,5,1
5/3/2020,CALDAS,19,5,1
5/3/2020,CESAR,19,5,1
5/3/2020,MAGDALENA,19,5,1
5/3/2020,BOGOTA DC,19,5,1
5/3/2020,VALLE DEL CAUCA,19,5,1
5/3/2020,BOLIVAR,19,5,1
5/3/2020,BOLIVAR,19,5,1
5/3/2020,ATLANTICO,19,5,1
5/3/2020,ATLANTICO,19,5,1
5/3/2020,BOGOTA DC,19,5,1
5/3/2020,ATLANTICO,19,5,1
5/3/2020,MAGDALENA,19,5,1
5/4/2020,VALLE DEL CAUCA,19,5,1
5/4/2020,VALLE DEL CAUCA,19,5,1
5/4/2020,MAGDALENA,19,5,1
5/4/2020,VALLE DEL CAUCA,19,5,1
5/4/2020,VALLE DEL CAUCA,19,5,1
5/4/2020,BOGOTA DC,19,5,1
5/4/2020,MAGDALENA,19,5,1
5/4/2020,BOGOTA DC,19,5,1
5/4/2020,NARIÑO,19,5,1
5/4/2020,BOLIVAR,19,5,1
5/4/2020,NARIÑO,19,5,1
5/4/2020,BOLIVAR,19,5,1
5/4/2020,BOGOTA DC,19,5,1
5/4/2020,BOGOTA DC,19,5,1
5/4/2020,BOGOTA DC,19,5,1
5/4/2020,BOLIVAR,19,5,1
5/4/2020,VALLE DEL CAUCA,19,5,1
5/4/2020,HUILA,19,5,1
5/4/2020,LA GUAJIRA,19,5,1
5/4/2020,ATLANTICO,19,5,1
5/4/2020,AMAZONAS,19,5,1
5/5/2020,MAGDALENA,19,5,1
5/5/2020,CESAR,19,5,1
5/5/2020,ATLANTICO,19,5,1
5/5/2020,AMAZONAS,19,5,1
5/5/2020,ATLANTICO,19,5,1
5/5/2020,BOLIVAR,19,5,1
5/5/2020,BOLIVAR,19,5,1
5/5/2020,ATLANTICO,19,5,1
5/5/2020,BOLIVAR,19,5,1
5/5/2020,BOGOTA DC,19,5,1
5/5/2020,AMAZONAS,19,5,1
5/5/2020,ATLANTICO,19,5,1
5/5/2020,BOLIVAR,19,5,1
5/5/2020,TOLIMA,19,5,1
5/5/2020,ATLANTICO,19,5,1
5/5/2020,BOLIVAR,19,5,1
5/5/2020,NARIÑO,19,5,1
5/5/2020,NARIÑO,19,5,1
5/5/2020,AMAZONAS,19,5,1
5/5/2020,BOGOTA DC,19,5,1
5/6/2020,BOGOTA DC,19,5,1
5/6/2020,BOGOTA DC,19,5,1
5/6/2020,VALLE DEL CAUCA,19,5,1
5/6/2020,ATLANTICO,19,5,1
5/6/2020,AMAZONAS,19,5,1
5/6/2020,VALLE DEL CAUCA,19,5,1
5/6/2020,VALLE DEL CAUCA,19,5,1
5/6/2020,ATLANTICO,19,5,1
5/6/2020,AMAZONAS,19,5,1
5/6/2020,ATLANTICO,19,5,1
5/6/2020,BOGOTA DC,19,5,1
5/6/2020,BOGOTA DC,19,5,1
5/6/2020,LA GUAJIRA,19,5,1
5/6/2020,BOLIVAR,19,5,1
5/6/2020,BOLIVAR,19,5,1
5/6/2020,BOGOTA DC,19,5,1
5/6/2020,BOGOTA DC,19,5,1
5/6/2020,BOLIVAR,19,5,1
5/6/2020,BOGOTA DC,19,5,1
5/6/2020,AMAZONAS,19,5,1
5/6/2020,AMAZONAS,19,5,1
5/6/2020,AMAZONAS,19,5,1
5/6/2020,BOLIVAR,19,5,1
5/6/2020,ATLANTICO,19,5,1
5/7/2020,BOGOTA DC,19,5,1
5/7/2020,BOGOTA DC,19,5,1
5/7/2020,CESAR,19,5,1
5/7/2020,MAGDALENA,19,5,1
5/7/2020,BOLIVAR,19,5,1
5/7/2020,AMAZONAS,19,5,1
5/7/2020,NARIÑO,19,5,1
5/7/2020,BOLIVAR,19,5,1
5/7/2020,AMAZONAS,19,5,1
5/7/2020,ATLANTICO,19,5,1
5/7/2020,VALLE DEL CAUCA,19,5,1
5/7/2020,BOLIVAR,19,5,1
5/7/2020,NORTE SANTANDER,19,5,1
5/7/2020,VALLE DEL CAUCA,19,5,1
5/7/2020,AMAZONAS,19,5,1
5/7/2020,AMAZONAS,19,5,1
5/7/2020,AMAZONAS,19,5,1
5/7/2020,AMAZONAS,19,5,1
5/7/2020,BOLIVAR,19,5,1
5/7/2020,NARIÑO,19,5,1
5/7/2020,BOLIVAR,19,5,1
5/7/2020,AMAZONAS,19,5,1
5/7/2020,NARIÑO,19,5,1
5/7/2020,NARIÑO,19,5,1
5/7/2020,AMAZONAS,19,5,1
5/7/2020,BOGOTA DC,19,5,1
5/8/2020,BOGOTA DC,19,5,1
5/8/2020,MAGDALENA,19,5,1
5/8/2020,NARIÑO,19,5,1
5/8/2020,NARIÑO,19,5,1
5/8/2020,ATLANTICO,19,5,1
5/8/2020,CALDAS,19,5,1
5/8/2020,BOGOTA DC,19,5,1
5/8/2020,VALLE DEL CAUCA,19,5,1
5/8/2020,BOGOTA DC,19,5,1
5/8/2020,BOLIVAR,19,5,1
5/8/2020,AMAZONAS,19,5,1
5/8/2020,BOLIVAR,19,5,1
5/8/2020,AMAZONAS,19,5,1
5/8/2020,BOGOTA DC,19,5,1
5/8/2020,BOLIVAR,19,5,1
5/8/2020,MAGDALENA,19,5,1
5/8/2020,ATLANTICO,19,5,1
5/8/2020,ATLANTICO,19,5,1
5/8/2020,MAGDALENA,19,5,1
5/8/2020,CORDOBA,19,5,1
5/9/2020,MAGDALENA,19,5,1
5/9/2020,BOGOTA DC,19,5,1
5/9/2020,VALLE DEL CAUCA,19,5,1
5/9/2020,BOGOTA DC,19,5,1
5/9/2020,NARIÑO,19,5,1
5/9/2020,ATLANTICO,19,5,1
5/9/2020,BOGOTA DC,19,5,1
5/9/2020,BOGOTA DC,19,5,1
5/9/2020,BOLIVAR,19,5,1
5/9/2020,BOGOTA DC,19,5,1
5/9/2020,VALLE DEL CAUCA,19,5,1
5/9/2020,BOLIVAR,19,5,1
5/9/2020,BOLIVAR,19,5,1
5/9/2020,CALDAS,19,5,1
5/9/2020,NARIÑO,19,5,1
5/9/2020,NARIÑO,19,5,1
5/9/2020,NARIÑO,19,5,1
5/9/2020,ATLANTICO,19,5,1
5/10/2020,BOGOTA DC,20,5,1
5/10/2020,VALLE DEL CAUCA,20,5,1
5/10/2020,BOGOTA DC,20,5,1
5/10/2020,BOLIVAR,20,5,1
5/10/2020,MAGDALENA,20,5,1
5/10/2020,BOGOTA DC,20,5,1
5/10/2020,VALLE DEL CAUCA,20,5,1
5/10/2020,BOGOTA DC,20,5,1
5/10/2020,BOLIVAR,20,5,1
5/10/2020,BOLIVAR,20,5,1
5/10/2020,BOGOTA DC,20,5,1
5/10/2020,BOGOTA DC,20,5,1
5/10/2020,VALLE DEL CAUCA,20,5,1
5/10/2020,BOGOTA DC,20,5,1
5/10/2020,BOLIVAR,20,5,1
5/10/2020,ATLANTICO,20,5,1
5/10/2020,ATLANTICO,20,5,1
5/10/2020,NARIÑO,20,5,1
5/10/2020,ATLANTICO,20,5,1
5/11/2020,VALLE DEL CAUCA,20,5,1
5/11/2020,BOGOTA DC,20,5,1
5/11/2020,BOGOTA DC,20,5,1
5/11/2020,BOGOTA DC,20,5,1
5/11/2020,BOLIVAR,20,5,1
5/11/2020,BOGOTA DC,20,5,1
5/11/2020,BOGOTA DC,20,5,1
5/11/2020,AMAZONAS,20,5,1
5/11/2020,BOLIVAR,20,5,1
5/11/2020,VALLE DEL CAUCA,20,5,1
5/11/2020,AMAZONAS,20,5,1
5/11/2020,NARIÑO,20,5,1
5/11/2020,VALLE DEL CAUCA,20,5,1
5/11/2020,VALLE DEL CAUCA,20,5,1
5/11/2020,META,20,5,1
5/11/2020,META,20,5,1
5/11/2020,BOLIVAR,20,5,1
5/11/2020,VALLE DEL CAUCA,20,5,1
5/11/2020,BOLIVAR,20,5,1
5/11/2020,BOLIVAR,20,5,1
5/11/2020,BOLIVAR,20,5,1
5/11/2020,ATLANTICO,20,5,1
5/11/2020,BOGOTA DC,20,5,1
5/11/2020,VALLE DEL CAUCA,20,5,1
5/11/2020,MAGDALENA,20,5,1
5/11/2020,ATLANTICO,20,5,1
5/11/2020,NARIÑO,20,5,1
5/11/2020,NORTE SANTANDER,20,5,1
5/11/2020,BOGOTA DC,20,5,1
5/12/2020,AMAZONAS,20,5,1
5/12/2020,VALLE DEL CAUCA,20,5,1
5/12/2020,BOLIVAR,20,5,1
5/12/2020,ATLANTICO,20,5,1
5/12/2020,BOLIVAR,20,5,1
5/12/2020,BOLIVAR,20,5,1
5/12/2020,MAGDALENA,20,5,1
5/12/2020,BOLIVAR,20,5,1
5/12/2020,ATLANTICO,20,5,1
5/12/2020,BOLIVAR,20,5,1
5/12/2020,AMAZONAS,20,5,1
5/13/2020,VALLE DEL CAUCA,20,5,1
5/13/2020,ATLANTICO,20,5,1
5/13/2020,BOGOTA DC,20,5,1
5/13/2020,VALLE DEL CAUCA,20,5,1
5/13/2020,BOGOTA DC,20,5,1
5/13/2020,AMAZONAS,20,5,1
5/13/2020,AMAZONAS,20,5,1
5/13/2020,BOLIVAR,20,5,1
5/13/2020,BOGOTA DC,20,5,1
5/13/2020,AMAZONAS,20,5,1
5/13/2020,BOLIVAR,20,5,1
5/13/2020,MAGDALENA,20,5,1
5/13/2020,AMAZONAS,20,5,1
5/13/2020,VALLE DEL CAUCA,20,5,1
5/14/2020,AMAZONAS,20,5,1
5/14/2020,BOGOTA DC,20,5,1
5/14/2020,BOLIVAR,20,5,1
5/14/2020,ATLANTICO,20,5,1
5/14/2020,BOLIVAR,20,5,1
5/14/2020,VALLE DEL CAUCA,20,5,1
5/14/2020,NARIÑO,20,5,1
5/14/2020,BOLIVAR,20,5,1
5/14/2020,VALLE DEL CAUCA,20,5,1
5/14/2020,BOLIVAR,20,5,1
5/14/2020,VALLE DEL CAUCA,20,5,1
5/14/2020,BOLIVAR,20,5,1
5/14/2020,BOGOTA DC,20,5,1
5/14/2020,ATLANTICO,20,5,1
5/14/2020,VALLE DEL CAUCA,20,5,1
5/14/2020,BOLIVAR,20,5,1
5/14/2020,VALLE DEL CAUCA,20,5,1
5/14/2020,NARIÑO,20,5,1
5/14/2020,BOLIVAR,20,5,1
5/15/2020,BOGOTA DC,20,5,1
5/15/2020,BOGOTA DC,20,5,1
5/15/2020,BOGOTA DC,20,5,1
5/15/2020,ATLANTICO,20,5,1
5/15/2020,CORDOBA,20,5,1
