department,date,value
CUNDINAMARCA,1/29/2017,9
GUAINIA,1/29/2017,0
GUAVIARE,1/29/2017,1
HUILA,1/29/2017,8
LA GUAJIRA,1/29/2017,7
MAGDALENA,1/29/2017,6
META,1/29/2017,4
NARIÑO,1/29/2017,12
NORTE SANTANDER,1/29/2017,5
PUTUMAYO,1/29/2017,3
QUINDIO,1/29/2017,1
RISARALDA,1/29/2017,0
SAN ANDRES,1/29/2017,0
SANTANDER,1/29/2017,5
SUCRE,1/29/2017,7
TOLIMA,1/29/2017,8
VALLE DEL CAUCA,1/29/2017,24
VAUPES,1/29/2017,0
VICHADA,1/29/2017,0
AMAZONAS,2/5/2017,0
ANTIOQUIA,2/5/2017,14
ARAUCA,2/5/2017,0
ATLANTICO,2/5/2017,16
BOGOTA,2/5/2017,32
BOLIVAR,2/5/2017,11
BOYACA,2/5/2017,1
CALDAS,2/5/2017,3
CAQUETA,2/5/2017,3
CASANARE,2/5/2017,2
CAUCA,2/5/2017,8
CESAR,2/5/2017,5
CHOCO,2/5/2017,6
CORDOBA,2/5/2017,7
CUNDINAMARCA,2/5/2017,12
GUAINIA,2/5/2017,0
GUAVIARE,2/5/2017,0
HUILA,2/5/2017,8
LA GUAJIRA,2/5/2017,9
MAGDALENA,2/5/2017,8
META,2/5/2017,6
NARIÑO,2/5/2017,3
NORTE SANTANDER,2/5/2017,5
PUTUMAYO,2/5/2017,1
QUINDIO,2/5/2017,1
RISARALDA,2/5/2017,2
SAN ANDRES,2/5/2017,0
SANTANDER,2/5/2017,2
SUCRE,2/5/2017,4
TOLIMA,2/5/2017,9
VALLE DEL CAUCA,2/5/2017,12
VAUPES,2/5/2017,1
VICHADA,2/5/2017,1
AMAZONAS,2/12/2017,0
ANTIOQUIA,2/12/2017,21
ARAUCA,2/12/2017,0
ATLANTICO,2/12/2017,14
BOGOTA,2/12/2017,33
BOLIVAR,2/12/2017,8
BOYACA,2/12/2017,3
CALDAS,2/12/2017,1
CAQUETA,2/12/2017,2
CASANARE,2/12/2017,0
CAUCA,2/12/2017,7
CESAR,2/12/2017,9
CHOCO,2/12/2017,6
CORDOBA,2/12/2017,8
CUNDINAMARCA,2/12/2017,4
GUAINIA,2/12/2017,0
GUAVIARE,2/12/2017,0
HUILA,2/12/2017,5
LA GUAJIRA,2/12/2017,5
MAGDALENA,2/12/2017,3
META,2/12/2017,4
NARIÑO,2/12/2017,7
NORTE SANTANDER,2/12/2017,5
PUTUMAYO,2/12/2017,0
QUINDIO,2/12/2017,1
RISARALDA,2/12/2017,3
SAN ANDRES,2/12/2017,1
SANTANDER,2/12/2017,10
SUCRE,2/12/2017,2
TOLIMA,2/12/2017,6
VALLE DEL CAUCA,2/12/2017,10
VAUPES,2/12/2017,0
VICHADA,2/12/2017,0
AMAZONAS,2/19/2017,0
ANTIOQUIA,2/19/2017,17
ARAUCA,2/19/2017,1
ATLANTICO,2/19/2017,13
BOGOTA,2/19/2017,35
BOLIVAR,2/19/2017,11
BOYACA,2/19/2017,5
CALDAS,2/19/2017,2
CAQUETA,2/19/2017,0
CASANARE,2/19/2017,2
CAUCA,2/19/2017,7
CESAR,2/19/2017,11
CHOCO,2/19/2017,4
CORDOBA,2/19/2017,8
CUNDINAMARCA,2/19/2017,8
GUAINIA,2/19/2017,0
GUAVIARE,2/19/2017,1
HUILA,2/19/2017,5
LA GUAJIRA,2/19/2017,3
MAGDALENA,2/19/2017,5
META,2/19/2017,3
NARIÑO,2/19/2017,7
NORTE SANTANDER,2/19/2017,2
PUTUMAYO,2/19/2017,0
QUINDIO,2/19/2017,0
RISARALDA,2/19/2017,3
SAN ANDRES,2/19/2017,1
SANTANDER,2/19/2017,4
SUCRE,2/19/2017,6
TOLIMA,2/19/2017,4
VALLE DEL CAUCA,2/19/2017,14
VAUPES,2/19/2017,0
VICHADA,2/19/2017,1
AMAZONAS,2/26/2017,0
ANTIOQUIA,2/26/2017,18
ARAUCA,2/26/2017,2
ATLANTICO,2/26/2017,7
BOGOTA,2/26/2017,37
BOLIVAR,2/26/2017,13
BOYACA,2/26/2017,4
CALDAS,2/26/2017,1
CAQUETA,2/26/2017,3
CASANARE,2/26/2017,4
CAUCA,2/26/2017,2
CESAR,2/26/2017,10
CHOCO,2/26/2017,5
CORDOBA,2/26/2017,6
CUNDINAMARCA,2/26/2017,4
GUAINIA,2/26/2017,0
GUAVIARE,2/26/2017,0
HUILA,2/26/2017,8
LA GUAJIRA,2/26/2017,5
MAGDALENA,2/26/2017,4
META,2/26/2017,1
NARIÑO,2/26/2017,12
NORTE SANTANDER,2/26/2017,2
PUTUMAYO,2/26/2017,0
QUINDIO,2/26/2017,5
RISARALDA,2/26/2017,1
SAN ANDRES,2/26/2017,3
SANTANDER,2/26/2017,5
SUCRE,2/26/2017,2
TOLIMA,2/26/2017,3
VALLE DEL CAUCA,2/26/2017,16
VAUPES,2/26/2017,0
VICHADA,2/26/2017,0
AMAZONAS,3/5/2017,0
ANTIOQUIA,3/5/2017,21
ARAUCA,3/5/2017,1
ATLANTICO,3/5/2017,9
BOGOTA,3/5/2017,30
BOLIVAR,3/5/2017,6
BOYACA,3/5/2017,4
CALDAS,3/5/2017,2
CAQUETA,3/5/2017,2
CASANARE,3/5/2017,1
CAUCA,3/5/2017,8
CESAR,3/5/2017,5
CHOCO,3/5/2017,0
CORDOBA,3/5/2017,10
CUNDINAMARCA,3/5/2017,1
GUAINIA,3/5/2017,0
GUAVIARE,3/5/2017,0
HUILA,3/5/2017,3
LA GUAJIRA,3/5/2017,6
MAGDALENA,3/5/2017,5
META,3/5/2017,6
NARIÑO,3/5/2017,6
NORTE SANTANDER,3/5/2017,11
PUTUMAYO,3/5/2017,1
QUINDIO,3/5/2017,0
RISARALDA,3/5/2017,3
SAN ANDRES,3/5/2017,0
SANTANDER,3/5/2017,4
SUCRE,3/5/2017,3
TOLIMA,3/5/2017,4
VALLE DEL CAUCA,3/5/2017,11
VAUPES,3/5/2017,0
VICHADA,3/5/2017,1
AMAZONAS,3/12/2017,0
ANTIOQUIA,3/12/2017,24
ARAUCA,3/12/2017,1
ATLANTICO,3/12/2017,10
BOGOTA,3/12/2017,31
BOLIVAR,3/12/2017,9
BOYACA,3/12/2017,0
CALDAS,3/12/2017,2
CAQUETA,3/12/2017,2
CASANARE,3/12/2017,2
CAUCA,3/12/2017,7
CESAR,3/12/2017,7
CHOCO,3/12/2017,7
CORDOBA,3/12/2017,12
CUNDINAMARCA,3/12/2017,11
GUAINIA,3/12/2017,1
GUAVIARE,3/12/2017,2
HUILA,3/12/2017,3
LA GUAJIRA,3/12/2017,8
MAGDALENA,3/12/2017,6
META,3/12/2017,2
NARIÑO,3/12/2017,10
NORTE SANTANDER,3/12/2017,7
PUTUMAYO,3/12/2017,1
QUINDIO,3/12/2017,2
RISARALDA,3/12/2017,2
SAN ANDRES,3/12/2017,0
SANTANDER,3/12/2017,1
SUCRE,3/12/2017,2
TOLIMA,3/12/2017,2
VALLE DEL CAUCA,3/12/2017,11
VAUPES,3/12/2017,0
VICHADA,3/12/2017,2
AMAZONAS,3/19/2017,0
ANTIOQUIA,3/19/2017,15
ARAUCA,3/19/2017,2
ATLANTICO,3/19/2017,16
BOGOTA,3/19/2017,25
BOLIVAR,3/19/2017,15
BOYACA,3/19/2017,4
CALDAS,3/19/2017,1
CAQUETA,3/19/2017,1
CASANARE,3/19/2017,0
CAUCA,3/19/2017,4
CESAR,3/19/2017,4
CHOCO,3/19/2017,4
CORDOBA,3/19/2017,10
CUNDINAMARCA,3/19/2017,7
GUAINIA,3/19/2017,0
GUAVIARE,3/19/2017,0
HUILA,3/19/2017,1
LA GUAJIRA,3/19/2017,5
MAGDALENA,3/19/2017,5
META,3/19/2017,2
NARIÑO,3/19/2017,3
NORTE SANTANDER,3/19/2017,6
PUTUMAYO,3/19/2017,2
QUINDIO,3/19/2017,1
RISARALDA,3/19/2017,1
SAN ANDRES,3/19/2017,0
SANTANDER,3/19/2017,5
SUCRE,3/19/2017,3
TOLIMA,3/19/2017,6
VALLE DEL CAUCA,3/19/2017,23
VAUPES,3/19/2017,0
VICHADA,3/19/2017,0
AMAZONAS,3/26/2017,2
ANTIOQUIA,3/26/2017,22
ARAUCA,3/26/2017,1
ATLANTICO,3/26/2017,18
BOGOTA,3/26/2017,31
BOLIVAR,3/26/2017,11
BOYACA,3/26/2017,3
CALDAS,3/26/2017,3
CAQUETA,3/26/2017,2
CASANARE,3/26/2017,0
CAUCA,3/26/2017,3
CESAR,3/26/2017,8
CHOCO,3/26/2017,3
CORDOBA,3/26/2017,12
CUNDINAMARCA,3/26/2017,13
GUAINIA,3/26/2017,0
GUAVIARE,3/26/2017,0
HUILA,3/26/2017,7
LA GUAJIRA,3/26/2017,4
MAGDALENA,3/26/2017,8
META,3/26/2017,3
NARIÑO,3/26/2017,6
NORTE SANTANDER,3/26/2017,6
PUTUMAYO,3/26/2017,2
QUINDIO,3/26/2017,4
RISARALDA,3/26/2017,1
SAN ANDRES,3/26/2017,2
SANTANDER,3/26/2017,7
SUCRE,3/26/2017,4
TOLIMA,3/26/2017,6
VALLE DEL CAUCA,3/26/2017,12
VAUPES,3/26/2017,0
VICHADA,3/26/2017,3
AMAZONAS,4/2/2017,3
ANTIOQUIA,4/2/2017,24
ARAUCA,4/2/2017,2
ATLANTICO,4/2/2017,10
BOGOTA,4/2/2017,33
BOLIVAR,4/2/2017,15
BOYACA,4/2/2017,5
CALDAS,4/2/2017,0
CAQUETA,4/2/2017,4
CASANARE,4/2/2017,4
CAUCA,4/2/2017,9
CESAR,4/2/2017,9
CHOCO,4/2/2017,1
CORDOBA,4/2/2017,11
CUNDINAMARCA,4/2/2017,10
GUAINIA,4/2/2017,0
GUAVIARE,4/2/2017,0
HUILA,4/2/2017,4
LA GUAJIRA,4/2/2017,7
MAGDALENA,4/2/2017,8
META,4/2/2017,3
NARIÑO,4/2/2017,4
NORTE SANTANDER,4/2/2017,4
PUTUMAYO,4/2/2017,0
QUINDIO,4/2/2017,3
RISARALDA,4/2/2017,5
SAN ANDRES,4/2/2017,1
SANTANDER,4/2/2017,5
SUCRE,4/2/2017,9
TOLIMA,4/2/2017,4
VALLE DEL CAUCA,4/2/2017,12
VAUPES,4/2/2017,0
VICHADA,4/2/2017,0
AMAZONAS,4/9/2017,1
ANTIOQUIA,4/9/2017,19
ARAUCA,4/9/2017,3
ATLANTICO,4/9/2017,11
BOGOTA,4/9/2017,29
BOLIVAR,4/9/2017,12
BOYACA,4/9/2017,1
CALDAS,4/9/2017,4
CAQUETA,4/9/2017,1
CASANARE,4/9/2017,2
CAUCA,4/9/2017,4
CESAR,4/9/2017,11
CHOCO,4/9/2017,3
CORDOBA,4/9/2017,8
CUNDINAMARCA,4/9/2017,8
GUAINIA,4/9/2017,0
GUAVIARE,4/9/2017,0
HUILA,4/9/2017,5
LA GUAJIRA,4/9/2017,8
MAGDALENA,4/9/2017,7
META,4/9/2017,5
NARIÑO,4/9/2017,1
NORTE SANTANDER,4/9/2017,3
PUTUMAYO,4/9/2017,2
QUINDIO,4/9/2017,1
RISARALDA,4/9/2017,4
SAN ANDRES,4/9/2017,0
SANTANDER,4/9/2017,4
SUCRE,4/9/2017,5
TOLIMA,4/9/2017,4
VALLE DEL CAUCA,4/9/2017,13
VAUPES,4/9/2017,0
VICHADA,4/9/2017,0
AMAZONAS,4/16/2017,1
ANTIOQUIA,4/16/2017,28
ARAUCA,4/16/2017,0
ATLANTICO,4/16/2017,13
BOGOTA,4/16/2017,46
BOLIVAR,4/16/2017,15
BOYACA,4/16/2017,2
CALDAS,4/16/2017,3
CAQUETA,4/16/2017,5
CASANARE,4/16/2017,2
CAUCA,4/16/2017,6
CESAR,4/16/2017,5
CHOCO,4/16/2017,11
CORDOBA,4/16/2017,10
CUNDINAMARCA,4/16/2017,8
GUAINIA,4/16/2017,0
GUAVIARE,4/16/2017,0
HUILA,4/16/2017,8
LA GUAJIRA,4/16/2017,7
MAGDALENA,4/16/2017,10
META,4/16/2017,3
NARIÑO,4/16/2017,6
NORTE SANTANDER,4/16/2017,6
PUTUMAYO,4/16/2017,2
QUINDIO,4/16/2017,2
RISARALDA,4/16/2017,0
SAN ANDRES,4/16/2017,0
SANTANDER,4/16/2017,5
SUCRE,4/16/2017,2
TOLIMA,4/16/2017,5
VALLE DEL CAUCA,4/16/2017,9
VAUPES,4/16/2017,1
VICHADA,4/16/2017,0
AMAZONAS,4/23/2017,0
ANTIOQUIA,4/23/2017,28
ARAUCA,4/23/2017,0
ATLANTICO,4/23/2017,8
BOGOTA,4/23/2017,42
BOLIVAR,4/23/2017,12
BOYACA,4/23/2017,6
CALDAS,4/23/2017,3
CAQUETA,4/23/2017,3
CASANARE,4/23/2017,0
CAUCA,4/23/2017,7
CESAR,4/23/2017,5
CHOCO,4/23/2017,5
CORDOBA,4/23/2017,10
CUNDINAMARCA,4/23/2017,8
GUAINIA,4/23/2017,0
GUAVIARE,4/23/2017,1
HUILA,4/23/2017,6
LA GUAJIRA,4/23/2017,9
MAGDALENA,4/23/2017,9
META,4/23/2017,4
NARIÑO,4/23/2017,3
NORTE SANTANDER,4/23/2017,3
PUTUMAYO,4/23/2017,0
QUINDIO,4/23/2017,2
RISARALDA,4/23/2017,5
SAN ANDRES,4/23/2017,0
SANTANDER,4/23/2017,3
SUCRE,4/23/2017,6
TOLIMA,4/23/2017,8
VALLE DEL CAUCA,4/23/2017,10
VAUPES,4/23/2017,1
VICHADA,4/23/2017,2
AMAZONAS,4/30/2017,0
ANTIOQUIA,4/30/2017,11
ARAUCA,4/30/2017,1
ATLANTICO,4/30/2017,7
BOGOTA,4/30/2017,39
BOLIVAR,4/30/2017,16
BOYACA,4/30/2017,2
CALDAS,4/30/2017,2
CAQUETA,4/30/2017,3
CASANARE,4/30/2017,1
CAUCA,4/30/2017,4
CESAR,4/30/2017,9
CHOCO,4/30/2017,1
CORDOBA,4/30/2017,15
CUNDINAMARCA,4/30/2017,5
GUAINIA,4/30/2017,1
GUAVIARE,4/30/2017,1
HUILA,4/30/2017,2
LA GUAJIRA,4/30/2017,6
MAGDALENA,4/30/2017,11
META,4/30/2017,4
NARIÑO,4/30/2017,10
NORTE SANTANDER,4/30/2017,5
PUTUMAYO,4/30/2017,3
QUINDIO,4/30/2017,2
RISARALDA,4/30/2017,4
SAN ANDRES,4/30/2017,1
SANTANDER,4/30/2017,5
SUCRE,4/30/2017,10
TOLIMA,4/30/2017,5
VALLE DEL CAUCA,4/30/2017,17
VAUPES,4/30/2017,0
VICHADA,4/30/2017,0
AMAZONAS,5/7/2017,1
ANTIOQUIA,5/7/2017,20
ARAUCA,5/7/2017,0
ATLANTICO,5/7/2017,16
BOGOTA,5/7/2017,44
BOLIVAR,5/7/2017,8
BOYACA,5/7/2017,6
CALDAS,5/7/2017,2
CAQUETA,5/7/2017,4
CASANARE,5/7/2017,1
CAUCA,5/7/2017,10
CESAR,5/7/2017,4
CHOCO,5/7/2017,2
CORDOBA,5/7/2017,8
CUNDINAMARCA,5/7/2017,9
GUAINIA,5/7/2017,0
GUAVIARE,5/7/2017,1
HUILA,5/7/2017,3
LA GUAJIRA,5/7/2017,0
MAGDALENA,5/7/2017,13
META,5/7/2017,6
NARIÑO,5/7/2017,7
NORTE SANTANDER,5/7/2017,3
PUTUMAYO,5/7/2017,2
QUINDIO,5/7/2017,2
RISARALDA,5/7/2017,0
SAN ANDRES,5/7/2017,0
SANTANDER,5/7/2017,6
SUCRE,5/7/2017,4
TOLIMA,5/7/2017,3
VALLE DEL CAUCA,5/7/2017,21
VAUPES,5/7/2017,0
VICHADA,5/7/2017,1
AMAZONAS,5/14/2017,0
ANTIOQUIA,5/14/2017,21
ARAUCA,5/14/2017,0
ATLANTICO,5/14/2017,18
BOGOTA,5/14/2017,41
BOLIVAR,5/14/2017,13
BOYACA,5/14/2017,3
CALDAS,5/14/2017,6
CAQUETA,5/14/2017,2
CASANARE,5/14/2017,2
CAUCA,5/14/2017,8
CESAR,5/14/2017,6
CHOCO,5/14/2017,7
CORDOBA,5/14/2017,5
CUNDINAMARCA,5/14/2017,16
GUAINIA,5/14/2017,0
GUAVIARE,5/14/2017,0
HUILA,5/14/2017,3
LA GUAJIRA,5/14/2017,9
MAGDALENA,5/14/2017,3
META,5/14/2017,5
NARIÑO,5/14/2017,8
NORTE SANTANDER,5/14/2017,5
PUTUMAYO,5/14/2017,0
QUINDIO,5/14/2017,2
RISARALDA,5/14/2017,3
SAN ANDRES,5/14/2017,0
SANTANDER,5/14/2017,9
SUCRE,5/14/2017,6
TOLIMA,5/14/2017,5
VALLE DEL CAUCA,5/14/2017,21
VAUPES,5/14/2017,0
VICHADA,5/14/2017,0
AMAZONAS,5/21/2017,0
ANTIOQUIA,5/21/2017,26
ARAUCA,5/21/2017,0
ATLANTICO,5/21/2017,5
BOGOTA,5/21/2017,29
BOLIVAR,5/21/2017,6
BOYACA,5/21/2017,2
CALDAS,5/21/2017,2
CAQUETA,5/21/2017,3
CASANARE,5/21/2017,2
CAUCA,5/21/2017,10
CESAR,5/21/2017,8
CHOCO,5/21/2017,7
CORDOBA,5/21/2017,9
CUNDINAMARCA,5/21/2017,6
GUAINIA,5/21/2017,0
GUAVIARE,5/21/2017,2
HUILA,5/21/2017,7
LA GUAJIRA,5/21/2017,8
MAGDALENA,5/21/2017,2
META,5/21/2017,6
NARIÑO,5/21/2017,4
NORTE SANTANDER,5/21/2017,5
PUTUMAYO,5/21/2017,2
QUINDIO,5/21/2017,3
RISARALDA,5/21/2017,0
SAN ANDRES,5/21/2017,1
SANTANDER,5/21/2017,4
SUCRE,5/21/2017,8
TOLIMA,5/21/2017,4
VALLE DEL CAUCA,5/21/2017,23
VAUPES,5/21/2017,1
VICHADA,5/21/2017,0
AMAZONAS,5/28/2017,1
ANTIOQUIA,5/28/2017,22
ARAUCA,5/28/2017,1
ATLANTICO,5/28/2017,8
BOGOTA,5/28/2017,37
BOLIVAR,5/28/2017,14
BOYACA,5/28/2017,1
CALDAS,5/28/2017,3
CAQUETA,5/28/2017,1
CASANARE,5/28/2017,2
CAUCA,5/28/2017,8
CESAR,5/28/2017,8
CHOCO,5/28/2017,2
CORDOBA,5/28/2017,18
CUNDINAMARCA,5/28/2017,9
GUAINIA,5/28/2017,0
GUAVIARE,5/28/2017,0
HUILA,5/28/2017,2
LA GUAJIRA,5/28/2017,13
MAGDALENA,5/28/2017,4
META,5/28/2017,7
NARIÑO,5/28/2017,8
NORTE SANTANDER,5/28/2017,3
PUTUMAYO,5/28/2017,3
QUINDIO,5/28/2017,1
RISARALDA,5/28/2017,3
SAN ANDRES,5/28/2017,2
SANTANDER,5/28/2017,13
SUCRE,5/28/2017,5
TOLIMA,5/28/2017,1
VALLE DEL CAUCA,5/28/2017,14
VAUPES,5/28/2017,0
VICHADA,5/28/2017,3
AMAZONAS,6/4/2017,0
ANTIOQUIA,6/4/2017,14
ARAUCA,6/4/2017,2
ATLANTICO,6/4/2017,10
BOGOTA,6/4/2017,31
BOLIVAR,6/4/2017,12
BOYACA,6/4/2017,3
CALDAS,6/4/2017,3
CAQUETA,6/4/2017,7
CASANARE,6/4/2017,2
CAUCA,6/4/2017,8
CESAR,6/4/2017,7
CHOCO,6/4/2017,7
CORDOBA,6/4/2017,12
CUNDINAMARCA,6/4/2017,6
GUAINIA,6/4/2017,0
GUAVIARE,6/4/2017,0
HUILA,6/4/2017,6
LA GUAJIRA,6/4/2017,5
MAGDALENA,6/4/2017,11
META,6/4/2017,2
NARIÑO,6/4/2017,6
NORTE SANTANDER,6/4/2017,5
PUTUMAYO,6/4/2017,5
QUINDIO,6/4/2017,2
RISARALDA,6/4/2017,3
SAN ANDRES,6/4/2017,0
SANTANDER,6/4/2017,4
SUCRE,6/4/2017,3
TOLIMA,6/4/2017,10
VALLE DEL CAUCA,6/4/2017,12
VAUPES,6/4/2017,0
VICHADA,6/4/2017,0
AMAZONAS,6/11/2017,0
ANTIOQUIA,6/11/2017,19
ARAUCA,6/11/2017,3
ATLANTICO,6/11/2017,12
BOGOTA,6/11/2017,39
BOLIVAR,6/11/2017,16
BOYACA,6/11/2017,2
CALDAS,6/11/2017,3
CAQUETA,6/11/2017,6
CASANARE,6/11/2017,1
CAUCA,6/11/2017,7
CESAR,6/11/2017,4
CHOCO,6/11/2017,5
CORDOBA,6/11/2017,11
CUNDINAMARCA,6/11/2017,9
GUAINIA,6/11/2017,0
GUAVIARE,6/11/2017,0
HUILA,6/11/2017,2
LA GUAJIRA,6/11/2017,8
MAGDALENA,6/11/2017,11
META,6/11/2017,3
NARIÑO,6/11/2017,12
NORTE SANTANDER,6/11/2017,1
PUTUMAYO,6/11/2017,2
QUINDIO,6/11/2017,3
RISARALDA,6/11/2017,3
SAN ANDRES,6/11/2017,1
SANTANDER,6/11/2017,10
SUCRE,6/11/2017,3
TOLIMA,6/11/2017,8
VALLE DEL CAUCA,6/11/2017,17
VAUPES,6/11/2017,0
VICHADA,6/11/2017,0
AMAZONAS,6/18/2017,2
ANTIOQUIA,6/18/2017,27
ARAUCA,6/18/2017,1
ATLANTICO,6/18/2017,10
BOGOTA,6/18/2017,33
BOLIVAR,6/18/2017,17
BOYACA,6/18/2017,4
CALDAS,6/18/2017,4
CAQUETA,6/18/2017,0
CASANARE,6/18/2017,2
CAUCA,6/18/2017,3
CESAR,6/18/2017,7
CHOCO,6/18/2017,5
CORDOBA,6/18/2017,8
CUNDINAMARCA,6/18/2017,4
GUAINIA,6/18/2017,0
GUAVIARE,6/18/2017,0
HUILA,6/18/2017,7
LA GUAJIRA,6/18/2017,7
MAGDALENA,6/18/2017,11
META,6/18/2017,7
NARIÑO,6/18/2017,7
NORTE SANTANDER,6/18/2017,6
PUTUMAYO,6/18/2017,0
QUINDIO,6/18/2017,1
RISARALDA,6/18/2017,3
SAN ANDRES,6/18/2017,0
SANTANDER,6/18/2017,8
SUCRE,6/18/2017,3
TOLIMA,6/18/2017,3
VALLE DEL CAUCA,6/18/2017,25
VAUPES,6/18/2017,0
VICHADA,6/18/2017,1
AMAZONAS,6/25/2017,0
ANTIOQUIA,6/25/2017,21
ARAUCA,6/25/2017,0
ATLANTICO,6/25/2017,13
BOGOTA,6/25/2017,27
BOLIVAR,6/25/2017,10
BOYACA,6/25/2017,8
CALDAS,6/25/2017,2
CAQUETA,6/25/2017,0
CASANARE,6/25/2017,1
CAUCA,6/25/2017,0
CESAR,6/25/2017,7
CHOCO,6/25/2017,4
CORDOBA,6/25/2017,13
CUNDINAMARCA,6/25/2017,7
GUAINIA,6/25/2017,0
GUAVIARE,6/25/2017,0
HUILA,6/25/2017,6
LA GUAJIRA,6/25/2017,6
MAGDALENA,6/25/2017,7
META,6/25/2017,6
NARIÑO,6/25/2017,8
NORTE SANTANDER,6/25/2017,7
PUTUMAYO,6/25/2017,0
QUINDIO,6/25/2017,2
RISARALDA,6/25/2017,3
SAN ANDRES,6/25/2017,0
SANTANDER,6/25/2017,3
SUCRE,6/25/2017,8
TOLIMA,6/25/2017,3
VALLE DEL CAUCA,6/25/2017,18
VAUPES,6/25/2017,0
VICHADA,6/25/2017,1
AMAZONAS,7/2/2017,1
ANTIOQUIA,7/2/2017,29
ARAUCA,7/2/2017,0
ATLANTICO,7/2/2017,15
BOGOTA,7/2/2017,29
BOLIVAR,7/2/2017,11
BOYACA,7/2/2017,3
CALDAS,7/2/2017,1
CAQUETA,7/2/2017,0
CASANARE,7/2/2017,1
CAUCA,7/2/2017,9
CESAR,7/2/2017,7
CHOCO,7/2/2017,0
CORDOBA,7/2/2017,19
CUNDINAMARCA,7/2/2017,9
GUAINIA,7/2/2017,0
GUAVIARE,7/2/2017,1
HUILA,7/2/2017,5
LA GUAJIRA,7/2/2017,5
MAGDALENA,7/2/2017,9
META,7/2/2017,2
NARIÑO,7/2/2017,9
NORTE SANTANDER,7/2/2017,3
PUTUMAYO,7/2/2017,1
QUINDIO,7/2/2017,3
RISARALDA,7/2/2017,3
SAN ANDRES,7/2/2017,0
SANTANDER,7/2/2017,5
SUCRE,7/2/2017,5
TOLIMA,7/2/2017,12
VALLE DEL CAUCA,7/2/2017,17
VAUPES,7/2/2017,0
VICHADA,7/2/2017,1
AMAZONAS,7/9/2017,1
ANTIOQUIA,7/9/2017,24
ARAUCA,7/9/2017,0
ATLANTICO,7/9/2017,14
BOGOTA,7/9/2017,26
BOLIVAR,7/9/2017,17
BOYACA,7/9/2017,2
CALDAS,7/9/2017,3
CAQUETA,7/9/2017,4
CASANARE,7/9/2017,5
CAUCA,7/9/2017,9
CESAR,7/9/2017,6
CHOCO,7/9/2017,5
CORDOBA,7/9/2017,10
CUNDINAMARCA,7/9/2017,9
GUAINIA,7/9/2017,0
GUAVIARE,7/9/2017,0
HUILA,7/9/2017,5
LA GUAJIRA,7/9/2017,7
MAGDALENA,7/9/2017,10
META,7/9/2017,1
NARIÑO,7/9/2017,6
NORTE SANTANDER,7/9/2017,3
PUTUMAYO,7/9/2017,3
QUINDIO,7/9/2017,2
RISARALDA,7/9/2017,4
SAN ANDRES,7/9/2017,0
SANTANDER,7/9/2017,4
SUCRE,7/9/2017,8
TOLIMA,7/9/2017,2
VALLE DEL CAUCA,7/9/2017,16
VAUPES,7/9/2017,0
VICHADA,7/9/2017,1
AMAZONAS,7/16/2017,0
ANTIOQUIA,7/16/2017,20
ARAUCA,7/16/2017,0
ATLANTICO,7/16/2017,8
BOGOTA,7/16/2017,33
BOLIVAR,7/16/2017,11
BOYACA,7/16/2017,6
CALDAS,7/16/2017,1
CAQUETA,7/16/2017,1
CASANARE,7/16/2017,0
CAUCA,7/16/2017,7
CESAR,7/16/2017,3
CHOCO,7/16/2017,8
CORDOBA,7/16/2017,13
CUNDINAMARCA,7/16/2017,7
GUAINIA,7/16/2017,0
GUAVIARE,7/16/2017,0
HUILA,7/16/2017,5
LA GUAJIRA,7/16/2017,11
MAGDALENA,7/16/2017,9
META,7/16/2017,8
NARIÑO,7/16/2017,2
NORTE SANTANDER,7/16/2017,4
PUTUMAYO,7/16/2017,2
QUINDIO,7/16/2017,2
RISARALDA,7/16/2017,1
SAN ANDRES,7/16/2017,0
SANTANDER,7/16/2017,8
SUCRE,7/16/2017,7
TOLIMA,7/16/2017,4
VALLE DEL CAUCA,7/16/2017,20
VAUPES,7/16/2017,0
VICHADA,7/16/2017,1
AMAZONAS,7/23/2017,0
ANTIOQUIA,7/23/2017,32
ARAUCA,7/23/2017,0
ATLANTICO,7/23/2017,12
BOGOTA,7/23/2017,30
BOLIVAR,7/23/2017,10
BOYACA,7/23/2017,2
CALDAS,7/23/2017,2
CAQUETA,7/23/2017,0
CASANARE,7/23/2017,0
CAUCA,7/23/2017,10
CESAR,7/23/2017,8
CHOCO,7/23/2017,6
CORDOBA,7/23/2017,6
CUNDINAMARCA,7/23/2017,10
GUAINIA,7/23/2017,0
GUAVIARE,7/23/2017,1
HUILA,7/23/2017,4
LA GUAJIRA,7/23/2017,10
MAGDALENA,7/23/2017,5
META,7/23/2017,10
NARIÑO,7/23/2017,2
NORTE SANTANDER,7/23/2017,4
PUTUMAYO,7/23/2017,2
QUINDIO,7/23/2017,3
RISARALDA,7/23/2017,2
SAN ANDRES,7/23/2017,0
SANTANDER,7/23/2017,11
SUCRE,7/23/2017,5
TOLIMA,7/23/2017,4
VALLE DEL CAUCA,7/23/2017,15
VAUPES,7/23/2017,1
VICHADA,7/23/2017,0
AMAZONAS,7/30/2017,0
ANTIOQUIA,7/30/2017,16
ARAUCA,7/30/2017,0
ATLANTICO,7/30/2017,20
BOGOTA,7/30/2017,32
BOLIVAR,7/30/2017,10
BOYACA,7/30/2017,2
CALDAS,7/30/2017,3
CAQUETA,7/30/2017,4
CASANARE,7/30/2017,1
