department,date,value
CAUCA,7/30/2017,9
CESAR,7/30/2017,15
CHOCO,7/30/2017,5
CORDOBA,7/30/2017,16
CUNDINAMARCA,7/30/2017,12
GUAINIA,7/30/2017,0
GUAVIARE,7/30/2017,0
HUILA,7/30/2017,8
LA GUAJIRA,7/30/2017,4
MAGDALENA,7/30/2017,7
META,7/30/2017,7
NARIÑO,7/30/2017,6
NORTE SANTANDER,7/30/2017,6
PUTUMAYO,7/30/2017,1
QUINDIO,7/30/2017,5
RISARALDA,7/30/2017,5
SAN ANDRES,7/30/2017,1
SANTANDER,7/30/2017,5
SUCRE,7/30/2017,2
TOLIMA,7/30/2017,5
VALLE DEL CAUCA,7/30/2017,12
VAUPES,7/30/2017,0
VICHADA,7/30/2017,0
AMAZONAS,8/6/2017,0
ANTIOQUIA,8/6/2017,24
ARAUCA,8/6/2017,3
ATLANTICO,8/6/2017,17
BOGOTA,8/6/2017,25
BOLIVAR,8/6/2017,15
BOYACA,8/6/2017,4
CALDAS,8/6/2017,2
CAQUETA,8/6/2017,5
CASANARE,8/6/2017,0
CAUCA,8/6/2017,4
CESAR,8/6/2017,9
CHOCO,8/6/2017,3
CORDOBA,8/6/2017,12
CUNDINAMARCA,8/6/2017,10
GUAINIA,8/6/2017,0
GUAVIARE,8/6/2017,0
HUILA,8/6/2017,6
LA GUAJIRA,8/6/2017,6
MAGDALENA,8/6/2017,8
META,8/6/2017,4
NARIÑO,8/6/2017,6
NORTE SANTANDER,8/6/2017,3
PUTUMAYO,8/6/2017,0
QUINDIO,8/6/2017,1
RISARALDA,8/6/2017,4
SAN ANDRES,8/6/2017,0
SANTANDER,8/6/2017,5
SUCRE,8/6/2017,4
TOLIMA,8/6/2017,10
VALLE DEL CAUCA,8/6/2017,13
VAUPES,8/6/2017,0
VICHADA,8/6/2017,0
AMAZONAS,8/13/2017,0
ANTIOQUIA,8/13/2017,23
ARAUCA,8/13/2017,0
ATLANTICO,8/13/2017,5
BOGOTA,8/13/2017,25
BOLIVAR,8/13/2017,15
BOYACA,8/13/2017,4
CALDAS,8/13/2017,1
CAQUETA,8/13/2017,4
CASANARE,8/13/2017,0
CAUCA,8/13/2017,5
CESAR,8/13/2017,5
CHOCO,8/13/2017,6
CORDOBA,8/13/2017,11
CUNDINAMARCA,8/13/2017,4
GUAINIA,8/13/2017,0
GUAVIARE,8/13/2017,1
HUILA,8/13/2017,11
LA GUAJIRA,8/13/2017,7
MAGDALENA,8/13/2017,5
META,8/13/2017,5
NARIÑO,8/13/2017,12
NORTE SANTANDER,8/13/2017,2
PUTUMAYO,8/13/2017,1
QUINDIO,8/13/2017,0
RISARALDA,8/13/2017,5
SAN ANDRES,8/13/2017,1
SANTANDER,8/13/2017,8
SUCRE,8/13/2017,5
TOLIMA,8/13/2017,5
VALLE DEL CAUCA,8/13/2017,31
VAUPES,8/13/2017,0
VICHADA,8/13/2017,0
AMAZONAS,8/20/2017,0
ANTIOQUIA,8/20/2017,18
ARAUCA,8/20/2017,2
ATLANTICO,8/20/2017,14
BOGOTA,8/20/2017,22
BOLIVAR,8/20/2017,14
BOYACA,8/20/2017,1
CALDAS,8/20/2017,3
CAQUETA,8/20/2017,0
CASANARE,8/20/2017,2
CAUCA,8/20/2017,5
CESAR,8/20/2017,10
CHOCO,8/20/2017,5
CORDOBA,8/20/2017,15
CUNDINAMARCA,8/20/2017,7
GUAINIA,8/20/2017,0
GUAVIARE,8/20/2017,0
HUILA,8/20/2017,7
LA GUAJIRA,8/20/2017,3
MAGDALENA,8/20/2017,11
META,8/20/2017,4
NARIÑO,8/20/2017,6
NORTE SANTANDER,8/20/2017,7
PUTUMAYO,8/20/2017,1
QUINDIO,8/20/2017,1
RISARALDA,8/20/2017,8
SAN ANDRES,8/20/2017,0
SANTANDER,8/20/2017,11
SUCRE,8/20/2017,6
TOLIMA,8/20/2017,3
VALLE DEL CAUCA,8/20/2017,17
VAUPES,8/20/2017,0
VICHADA,8/20/2017,1
AMAZONAS,8/27/2017,0
ANTIOQUIA,8/27/2017,24
ARAUCA,8/27/2017,0
ATLANTICO,8/27/2017,18
BOGOTA,8/27/2017,29
BOLIVAR,8/27/2017,10
BOYACA,8/27/2017,1
CALDAS,8/27/2017,5
CAQUETA,8/27/2017,1
CASANARE,8/27/2017,1
CAUCA,8/27/2017,10
CESAR,8/27/2017,8
CHOCO,8/27/2017,2
CORDOBA,8/27/2017,12
CUNDINAMARCA,8/27/2017,7
GUAINIA,8/27/2017,0
GUAVIARE,8/27/2017,1
HUILA,8/27/2017,5
LA GUAJIRA,8/27/2017,6
MAGDALENA,8/27/2017,12
META,8/27/2017,6
NARIÑO,8/27/2017,11
NORTE SANTANDER,8/27/2017,10
PUTUMAYO,8/27/2017,2
QUINDIO,8/27/2017,1
RISARALDA,8/27/2017,4
SAN ANDRES,8/27/2017,1
SANTANDER,8/27/2017,5
SUCRE,8/27/2017,4
TOLIMA,8/27/2017,7
VALLE DEL CAUCA,8/27/2017,15
VAUPES,8/27/2017,0
VICHADA,8/27/2017,0
AMAZONAS,9/3/2017,0
ANTIOQUIA,9/3/2017,27
ARAUCA,9/3/2017,2
ATLANTICO,9/3/2017,13
BOGOTA,9/3/2017,31
BOLIVAR,9/3/2017,13
BOYACA,9/3/2017,3
CALDAS,9/3/2017,5
CAQUETA,9/3/2017,1
CASANARE,9/3/2017,0
CAUCA,9/3/2017,6
CESAR,9/3/2017,9
CHOCO,9/3/2017,6
CORDOBA,9/3/2017,12
CUNDINAMARCA,9/3/2017,11
GUAINIA,9/3/2017,1
GUAVIARE,9/3/2017,0
HUILA,9/3/2017,5
LA GUAJIRA,9/3/2017,17
MAGDALENA,9/3/2017,12
META,9/3/2017,5
NARIÑO,9/3/2017,3
NORTE SANTANDER,9/3/2017,7
PUTUMAYO,9/3/2017,2
QUINDIO,9/3/2017,0
RISARALDA,9/3/2017,2
SAN ANDRES,9/3/2017,0
SANTANDER,9/3/2017,6
SUCRE,9/3/2017,6
TOLIMA,9/3/2017,1
VALLE DEL CAUCA,9/3/2017,12
VAUPES,9/3/2017,1
VICHADA,9/3/2017,0
AMAZONAS,9/10/2017,1
ANTIOQUIA,9/10/2017,22
ARAUCA,9/10/2017,4
ATLANTICO,9/10/2017,17
BOGOTA,9/10/2017,35
BOLIVAR,9/10/2017,10
BOYACA,9/10/2017,5
CALDAS,9/10/2017,6
CAQUETA,9/10/2017,1
CASANARE,9/10/2017,2
CAUCA,9/10/2017,9
CESAR,9/10/2017,7
CHOCO,9/10/2017,6
CORDOBA,9/10/2017,13
CUNDINAMARCA,9/10/2017,12
GUAINIA,9/10/2017,1
GUAVIARE,9/10/2017,0
HUILA,9/10/2017,3
LA GUAJIRA,9/10/2017,13
MAGDALENA,9/10/2017,5
META,9/10/2017,6
NARIÑO,9/10/2017,6
NORTE SANTANDER,9/10/2017,6
PUTUMAYO,9/10/2017,2
QUINDIO,9/10/2017,1
RISARALDA,9/10/2017,1
SAN ANDRES,9/10/2017,0
SANTANDER,9/10/2017,8
SUCRE,9/10/2017,7
TOLIMA,9/10/2017,5
VALLE DEL CAUCA,9/10/2017,13
VAUPES,9/10/2017,0
VICHADA,9/10/2017,2
AMAZONAS,9/17/2017,1
ANTIOQUIA,9/17/2017,23
ARAUCA,9/17/2017,0
ATLANTICO,9/17/2017,17
BOGOTA,9/17/2017,21
BOLIVAR,9/17/2017,14
BOYACA,9/17/2017,0
CALDAS,9/17/2017,2
CAQUETA,9/17/2017,2
CASANARE,9/17/2017,2
CAUCA,9/17/2017,4
CESAR,9/17/2017,4
CHOCO,9/17/2017,2
CORDOBA,9/17/2017,13
CUNDINAMARCA,9/17/2017,10
GUAINIA,9/17/2017,0
GUAVIARE,9/17/2017,0
HUILA,9/17/2017,3
LA GUAJIRA,9/17/2017,6
MAGDALENA,9/17/2017,5
META,9/17/2017,3
NARIÑO,9/17/2017,6
NORTE SANTANDER,9/17/2017,4
PUTUMAYO,9/17/2017,0
QUINDIO,9/17/2017,1
RISARALDA,9/17/2017,0
SAN ANDRES,9/17/2017,0
SANTANDER,9/17/2017,3
SUCRE,9/17/2017,5
TOLIMA,9/17/2017,5
VALLE DEL CAUCA,9/17/2017,18
VAUPES,9/17/2017,0
VICHADA,9/17/2017,0
AMAZONAS,9/24/2017,0
ANTIOQUIA,9/24/2017,24
ARAUCA,9/24/2017,0
ATLANTICO,9/24/2017,19
BOGOTA,9/24/2017,35
BOLIVAR,9/24/2017,12
BOYACA,9/24/2017,3
CALDAS,9/24/2017,1
CAQUETA,9/24/2017,2
CASANARE,9/24/2017,2
CAUCA,9/24/2017,7
CESAR,9/24/2017,10
CHOCO,9/24/2017,4
CORDOBA,9/24/2017,11
CUNDINAMARCA,9/24/2017,14
GUAINIA,9/24/2017,0
GUAVIARE,9/24/2017,0
HUILA,9/24/2017,4
LA GUAJIRA,9/24/2017,7
MAGDALENA,9/24/2017,9
META,9/24/2017,3
NARIÑO,9/24/2017,5
NORTE SANTANDER,9/24/2017,10
PUTUMAYO,9/24/2017,4
QUINDIO,9/24/2017,2
RISARALDA,9/24/2017,6
SAN ANDRES,9/24/2017,0
SANTANDER,9/24/2017,5
SUCRE,9/24/2017,8
TOLIMA,9/24/2017,7
VALLE DEL CAUCA,9/24/2017,13
VAUPES,9/24/2017,0
VICHADA,9/24/2017,0
AMAZONAS,10/1/2017,0
ANTIOQUIA,10/1/2017,30
ARAUCA,10/1/2017,1
ATLANTICO,10/1/2017,19
BOGOTA,10/1/2017,24
BOLIVAR,10/1/2017,14
BOYACA,10/1/2017,4
CALDAS,10/1/2017,3
CAQUETA,10/1/2017,2
CASANARE,10/1/2017,0
CAUCA,10/1/2017,8
CESAR,10/1/2017,7
CHOCO,10/1/2017,4
CORDOBA,10/1/2017,9
CUNDINAMARCA,10/1/2017,9
GUAINIA,10/1/2017,1
GUAVIARE,10/1/2017,1
HUILA,10/1/2017,3
LA GUAJIRA,10/1/2017,9
MAGDALENA,10/1/2017,10
META,10/1/2017,5
NARIÑO,10/1/2017,5
NORTE SANTANDER,10/1/2017,9
PUTUMAYO,10/1/2017,1
QUINDIO,10/1/2017,0
RISARALDA,10/1/2017,4
SAN ANDRES,10/1/2017,0
SANTANDER,10/1/2017,9
SUCRE,10/1/2017,4
TOLIMA,10/1/2017,5
VALLE DEL CAUCA,10/1/2017,14
VAUPES,10/1/2017,0
VICHADA,10/1/2017,0
AMAZONAS,10/8/2017,1
ANTIOQUIA,10/8/2017,24
ARAUCA,10/8/2017,0
ATLANTICO,10/8/2017,18
BOGOTA,10/8/2017,24
BOLIVAR,10/8/2017,17
BOYACA,10/8/2017,2
CALDAS,10/8/2017,4
CAQUETA,10/8/2017,0
CASANARE,10/8/2017,1
CAUCA,10/8/2017,4
CESAR,10/8/2017,7
CHOCO,10/8/2017,2
CORDOBA,10/8/2017,12
CUNDINAMARCA,10/8/2017,6
GUAINIA,10/8/2017,0
GUAVIARE,10/8/2017,1
HUILA,10/8/2017,5
LA GUAJIRA,10/8/2017,5
MAGDALENA,10/8/2017,16
META,10/8/2017,3
NARIÑO,10/8/2017,6
NORTE SANTANDER,10/8/2017,2
PUTUMAYO,10/8/2017,0
QUINDIO,10/8/2017,2
RISARALDA,10/8/2017,2
SAN ANDRES,10/8/2017,0
SANTANDER,10/8/2017,7
SUCRE,10/8/2017,7
TOLIMA,10/8/2017,3
VALLE DEL CAUCA,10/8/2017,18
VAUPES,10/8/2017,0
VICHADA,10/8/2017,0
AMAZONAS,10/15/2017,1
ANTIOQUIA,10/15/2017,27
ARAUCA,10/15/2017,1
ATLANTICO,10/15/2017,19
BOGOTA,10/15/2017,32
BOLIVAR,10/15/2017,17
BOYACA,10/15/2017,5
CALDAS,10/15/2017,4
CAQUETA,10/15/2017,1
CASANARE,10/15/2017,1
CAUCA,10/15/2017,9
CESAR,10/15/2017,9
CHOCO,10/15/2017,5
CORDOBA,10/15/2017,14
CUNDINAMARCA,10/15/2017,12
GUAINIA,10/15/2017,0
GUAVIARE,10/15/2017,0
HUILA,10/15/2017,7
LA GUAJIRA,10/15/2017,4
MAGDALENA,10/15/2017,4
META,10/15/2017,5
NARIÑO,10/15/2017,7
NORTE SANTANDER,10/15/2017,7
PUTUMAYO,10/15/2017,0
QUINDIO,10/15/2017,1
RISARALDA,10/15/2017,1
SAN ANDRES,10/15/2017,0
SANTANDER,10/15/2017,9
SUCRE,10/15/2017,3
TOLIMA,10/15/2017,4
VALLE DEL CAUCA,10/15/2017,13
VAUPES,10/15/2017,0
VICHADA,10/15/2017,0
AMAZONAS,10/22/2017,1
ANTIOQUIA,10/22/2017,25
ARAUCA,10/22/2017,0
ATLANTICO,10/22/2017,19
BOGOTA,10/22/2017,21
BOLIVAR,10/22/2017,19
BOYACA,10/22/2017,2
CALDAS,10/22/2017,3
CAQUETA,10/22/2017,0
CASANARE,10/22/2017,3
CAUCA,10/22/2017,8
CESAR,10/22/2017,7
CHOCO,10/22/2017,1
CORDOBA,10/22/2017,9
CUNDINAMARCA,10/22/2017,9
GUAINIA,10/22/2017,0
GUAVIARE,10/22/2017,0
HUILA,10/22/2017,4
LA GUAJIRA,10/22/2017,5
MAGDALENA,10/22/2017,10
META,10/22/2017,2
NARIÑO,10/22/2017,5
NORTE SANTANDER,10/22/2017,1
PUTUMAYO,10/22/2017,1
QUINDIO,10/22/2017,3
RISARALDA,10/22/2017,3
SAN ANDRES,10/22/2017,0
SANTANDER,10/22/2017,10
SUCRE,10/22/2017,8
TOLIMA,10/22/2017,5
VALLE DEL CAUCA,10/22/2017,8
VAUPES,10/22/2017,0
VICHADA,10/22/2017,0
AMAZONAS,10/29/2017,1
ANTIOQUIA,10/29/2017,17
ARAUCA,10/29/2017,1
ATLANTICO,10/29/2017,16
BOGOTA,10/29/2017,29
BOLIVAR,10/29/2017,9
BOYACA,10/29/2017,6
CALDAS,10/29/2017,2
CAQUETA,10/29/2017,3
CASANARE,10/29/2017,1
CAUCA,10/29/2017,5
CESAR,10/29/2017,9
CHOCO,10/29/2017,1
CORDOBA,10/29/2017,6
CUNDINAMARCA,10/29/2017,5
GUAINIA,10/29/2017,0
GUAVIARE,10/29/2017,0
HUILA,10/29/2017,7
LA GUAJIRA,10/29/2017,14
MAGDALENA,10/29/2017,9
META,10/29/2017,4
NARIÑO,10/29/2017,9
NORTE SANTANDER,10/29/2017,8
PUTUMAYO,10/29/2017,0
QUINDIO,10/29/2017,1
RISARALDA,10/29/2017,2
SAN ANDRES,10/29/2017,0
SANTANDER,10/29/2017,7
SUCRE,10/29/2017,1
TOLIMA,10/29/2017,2
VALLE DEL CAUCA,10/29/2017,10
VAUPES,10/29/2017,1
VICHADA,10/29/2017,0
AMAZONAS,11/5/2017,0
ANTIOQUIA,11/5/2017,24
ARAUCA,11/5/2017,5
ATLANTICO,11/5/2017,14
BOGOTA,11/5/2017,28
BOLIVAR,11/5/2017,11
BOYACA,11/5/2017,2
CALDAS,11/5/2017,1
CAQUETA,11/5/2017,1
CASANARE,11/5/2017,2
CAUCA,11/5/2017,6
CESAR,11/5/2017,2
CHOCO,11/5/2017,6
CORDOBA,11/5/2017,9
CUNDINAMARCA,11/5/2017,6
GUAINIA,11/5/2017,0
GUAVIARE,11/5/2017,1
HUILA,11/5/2017,4
LA GUAJIRA,11/5/2017,3
MAGDALENA,11/5/2017,6
META,11/5/2017,4
NARIÑO,11/5/2017,11
NORTE SANTANDER,11/5/2017,6
PUTUMAYO,11/5/2017,2
QUINDIO,11/5/2017,2
RISARALDA,11/5/2017,1
SAN ANDRES,11/5/2017,0
SANTANDER,11/5/2017,3
SUCRE,11/5/2017,12
TOLIMA,11/5/2017,3
VALLE DEL CAUCA,11/5/2017,20
VAUPES,11/5/2017,0
VICHADA,11/5/2017,1
AMAZONAS,11/12/2017,0
ANTIOQUIA,11/12/2017,20
ARAUCA,11/12/2017,5
ATLANTICO,11/12/2017,20
BOGOTA,11/12/2017,30
BOLIVAR,11/12/2017,12
BOYACA,11/12/2017,5
CALDAS,11/12/2017,1
CAQUETA,11/12/2017,0
CASANARE,11/12/2017,2
CAUCA,11/12/2017,5
CESAR,11/12/2017,2
CHOCO,11/12/2017,6
CORDOBA,11/12/2017,11
CUNDINAMARCA,11/12/2017,3
GUAINIA,11/12/2017,0
GUAVIARE,11/12/2017,1
HUILA,11/12/2017,6
LA GUAJIRA,11/12/2017,3
MAGDALENA,11/12/2017,7
META,11/12/2017,6
NARIÑO,11/12/2017,8
NORTE SANTANDER,11/12/2017,6
PUTUMAYO,11/12/2017,0
QUINDIO,11/12/2017,1
RISARALDA,11/12/2017,4
SAN ANDRES,11/12/2017,0
SANTANDER,11/12/2017,10
SUCRE,11/12/2017,4
TOLIMA,11/12/2017,3
VALLE DEL CAUCA,11/12/2017,17
VAUPES,11/12/2017,1
VICHADA,11/12/2017,0
AMAZONAS,11/19/2017,0
ANTIOQUIA,11/19/2017,14
ARAUCA,11/19/2017,0
ATLANTICO,11/19/2017,15
BOGOTA,11/19/2017,29
BOLIVAR,11/19/2017,7
BOYACA,11/19/2017,4
CALDAS,11/19/2017,4
CAQUETA,11/19/2017,2
CASANARE,11/19/2017,1
CAUCA,11/19/2017,9
CESAR,11/19/2017,5
CHOCO,11/19/2017,4
CORDOBA,11/19/2017,10
CUNDINAMARCA,11/19/2017,7
GUAINIA,11/19/2017,0
GUAVIARE,11/19/2017,1
HUILA,11/19/2017,4
LA GUAJIRA,11/19/2017,7
MAGDALENA,11/19/2017,7
META,11/19/2017,5
NARIÑO,11/19/2017,3
NORTE SANTANDER,11/19/2017,9
PUTUMAYO,11/19/2017,0
QUINDIO,11/19/2017,1
RISARALDA,11/19/2017,4
SAN ANDRES,11/19/2017,0
SANTANDER,11/19/2017,5
SUCRE,11/19/2017,2
TOLIMA,11/19/2017,2
VALLE DEL CAUCA,11/19/2017,20
VAUPES,11/19/2017,0
VICHADA,11/19/2017,0
AMAZONAS,11/26/2017,0
ANTIOQUIA,11/26/2017,19
ARAUCA,11/26/2017,3
ATLANTICO,11/26/2017,10
BOGOTA,11/26/2017,26
BOLIVAR,11/26/2017,15
BOYACA,11/26/2017,2
CALDAS,11/26/2017,3
CAQUETA,11/26/2017,3
CASANARE,11/26/2017,1
CAUCA,11/26/2017,8
CESAR,11/26/2017,7
CHOCO,11/26/2017,2
CORDOBA,11/26/2017,12
CUNDINAMARCA,11/26/2017,7
GUAINIA,11/26/2017,2
GUAVIARE,11/26/2017,1
HUILA,11/26/2017,3
LA GUAJIRA,11/26/2017,8
MAGDALENA,11/26/2017,7
META,11/26/2017,1
NARIÑO,11/26/2017,8
NORTE SANTANDER,11/26/2017,11
PUTUMAYO,11/26/2017,1
QUINDIO,11/26/2017,3
RISARALDA,11/26/2017,1
SAN ANDRES,11/26/2017,0
SANTANDER,11/26/2017,6
SUCRE,11/26/2017,2
TOLIMA,11/26/2017,3
VALLE DEL CAUCA,11/26/2017,16
VAUPES,11/26/2017,0
VICHADA,11/26/2017,1
AMAZONAS,12/3/2017,2
ANTIOQUIA,12/3/2017,23
ARAUCA,12/3/2017,1
ATLANTICO,12/3/2017,17
BOGOTA,12/3/2017,33
BOLIVAR,12/3/2017,11
BOYACA,12/3/2017,5
CALDAS,12/3/2017,1
CAQUETA,12/3/2017,3
CASANARE,12/3/2017,2
CAUCA,12/3/2017,9
CESAR,12/3/2017,8
CHOCO,12/3/2017,5
CORDOBA,12/3/2017,11
CUNDINAMARCA,12/3/2017,5
GUAINIA,12/3/2017,0
GUAVIARE,12/3/2017,0
HUILA,12/3/2017,7
LA GUAJIRA,12/3/2017,4
MAGDALENA,12/3/2017,7
META,12/3/2017,1
NARIÑO,12/3/2017,5
NORTE SANTANDER,12/3/2017,11
PUTUMAYO,12/3/2017,1
QUINDIO,12/3/2017,0
RISARALDA,12/3/2017,1
SAN ANDRES,12/3/2017,1
SANTANDER,12/3/2017,3
SUCRE,12/3/2017,5
TOLIMA,12/3/2017,6
VALLE DEL CAUCA,12/3/2017,15
VAUPES,12/3/2017,1
VICHADA,12/3/2017,0
AMAZONAS,12/10/2017,0
ANTIOQUIA,12/10/2017,21
ARAUCA,12/10/2017,2
ATLANTICO,12/10/2017,18
BOGOTA,12/10/2017,31
BOLIVAR,12/10/2017,7
BOYACA,12/10/2017,2
CALDAS,12/10/2017,2
CAQUETA,12/10/2017,0
CASANARE,12/10/2017,1
CAUCA,12/10/2017,7
CESAR,12/10/2017,9
CHOCO,12/10/2017,5
CORDOBA,12/10/2017,10
CUNDINAMARCA,12/10/2017,7
GUAINIA,12/10/2017,0
GUAVIARE,12/10/2017,0
HUILA,12/10/2017,2
LA GUAJIRA,12/10/2017,5
MAGDALENA,12/10/2017,4
META,12/10/2017,3
NARIÑO,12/10/2017,11
NORTE SANTANDER,12/10/2017,8
PUTUMAYO,12/10/2017,2
QUINDIO,12/10/2017,2
RISARALDA,12/10/2017,2
SAN ANDRES,12/10/2017,0
SANTANDER,12/10/2017,4
SUCRE,12/10/2017,5
TOLIMA,12/10/2017,1
VALLE DEL CAUCA,12/10/2017,19
VAUPES,12/10/2017,0
VICHADA,12/10/2017,0
AMAZONAS,12/17/2017,0
ANTIOQUIA,12/17/2017,29
ARAUCA,12/17/2017,2
ATLANTICO,12/17/2017,9
BOGOTA,12/17/2017,35
BOLIVAR,12/17/2017,16
BOYACA,12/17/2017,5
CALDAS,12/17/2017,3
CAQUETA,12/17/2017,1
CASANARE,12/17/2017,2
CAUCA,12/17/2017,9
CESAR,12/17/2017,7
CHOCO,12/17/2017,6
CORDOBA,12/17/2017,12
CUNDINAMARCA,12/17/2017,8
GUAINIA,12/17/2017,0
GUAVIARE,12/17/2017,0
HUILA,12/17/2017,7
LA GUAJIRA,12/17/2017,4
MAGDALENA,12/17/2017,7
META,12/17/2017,3
NARIÑO,12/17/2017,7
NORTE SANTANDER,12/17/2017,7
PUTUMAYO,12/17/2017,3
QUINDIO,12/17/2017,5
RISARALDA,12/17/2017,0
SAN ANDRES,12/17/2017,0
SANTANDER,12/17/2017,6
SUCRE,12/17/2017,2
TOLIMA,12/17/2017,2
VALLE DEL CAUCA,12/17/2017,15
VAUPES,12/17/2017,0
VICHADA,12/17/2017,1
AMAZONAS,12/24/2017,1
ANTIOQUIA,12/24/2017,23
ARAUCA,12/24/2017,0
ATLANTICO,12/24/2017,13
BOGOTA,12/24/2017,24
BOLIVAR,12/24/2017,14
BOYACA,12/24/2017,3
CALDAS,12/24/2017,3
CAQUETA,12/24/2017,0
CASANARE,12/24/2017,0
CAUCA,12/24/2017,7
CESAR,12/24/2017,10
CHOCO,12/24/2017,4
CORDOBA,12/24/2017,9
CUNDINAMARCA,12/24/2017,8
GUAINIA,12/24/2017,0
GUAVIARE,12/24/2017,0
HUILA,12/24/2017,2
LA GUAJIRA,12/24/2017,6
MAGDALENA,12/24/2017,4
META,12/24/2017,3
NARIÑO,12/24/2017,13
NORTE SANTANDER,12/24/2017,7
PUTUMAYO,12/24/2017,1
QUINDIO,12/24/2017,1
RISARALDA,12/24/2017,1
SAN ANDRES,12/24/2017,1
SANTANDER,12/24/2017,12
SUCRE,12/24/2017,5
TOLIMA,12/24/2017,2
VALLE DEL CAUCA,12/24/2017,17
VAUPES,12/24/2017,1
VICHADA,12/24/2017,0
AMAZONAS,12/31/2017,1
ANTIOQUIA,12/31/2017,27
ARAUCA,12/31/2017,3
ATLANTICO,12/31/2017,16
BOGOTA,12/31/2017,29
BOLIVAR,12/31/2017,10
BOYACA,12/31/2017,5
CALDAS,12/31/2017,0
CAQUETA,12/31/2017,1
CASANARE,12/31/2017,2
CAUCA,12/31/2017,5
CESAR,12/31/2017,5
CHOCO,12/31/2017,3
CORDOBA,12/31/2017,8
CUNDINAMARCA,12/31/2017,5
GUAINIA,12/31/2017,1
GUAVIARE,12/31/2017,0
HUILA,12/31/2017,5
LA GUAJIRA,12/31/2017,14
MAGDALENA,12/31/2017,8
META,12/31/2017,1
NARIÑO,12/31/2017,5
NORTE SANTANDER,12/31/2017,4
PUTUMAYO,12/31/2017,3
QUINDIO,12/31/2017,1
RISARALDA,12/31/2017,1
SAN ANDRES,12/31/2017,0
SANTANDER,12/31/2017,9
SUCRE,12/31/2017,5
TOLIMA,12/31/2017,4
VALLE DEL CAUCA,12/31/2017,13
VAUPES,12/31/2017,0
VICHADA,12/31/2017,1
AMAZONAS,1/7/2018,0
ANTIOQUIA,1/7/2018,17
ARAUCA,1/7/2018,3
ATLANTICO,1/7/2018,7
BOGOTA,1/7/2018,25
BOLIVAR,1/7/2018,6
BOYACA,1/7/2018,4
CALDAS,1/7/2018,1
CAQUETA,1/7/2018,4
CASANARE,1/7/2018,1
CAUCA,1/7/2018,7
CESAR,1/7/2018,7
CHOCO,1/7/2018,5
CORDOBA,1/7/2018,10
CUNDINAMARCA,1/7/2018,7
GUAINIA,1/7/2018,1
GUAVIARE,1/7/2018,0
HUILA,1/7/2018,2
LA GUAJIRA,1/7/2018,3
MAGDALENA,1/7/2018,10
META,1/7/2018,3
NARIÑO,1/7/2018,5
NORTE SANTANDER,1/7/2018,8
PUTUMAYO,1/7/2018,2
QUINDIO,1/7/2018,0
RISARALDA,1/7/2018,3
SAN ANDRES,1/7/2018,1
SANTANDER,1/7/2018,5
SUCRE,1/7/2018,3
TOLIMA,1/7/2018,7
VALLE DEL CAUCA,1/7/2018,14
VAUPES,1/7/2018,0
VICHADA,1/7/2018,3
AMAZONAS,1/14/2018,0
ANTIOQUIA,1/14/2018,23
ARAUCA,1/14/2018,2
ATLANTICO,1/14/2018,15
BOGOTA,1/14/2018,34
BOLIVAR,1/14/2018,7
BOYACA,1/14/2018,5
CALDAS,1/14/2018,1
CAQUETA,1/14/2018,2
CASANARE,1/14/2018,3
CAUCA,1/14/2018,4
CESAR,1/14/2018,12
CHOCO,1/14/2018,7
CORDOBA,1/14/2018,11
CUNDINAMARCA,1/14/2018,6
GUAINIA,1/14/2018,1
GUAVIARE,1/14/2018,1
HUILA,1/14/2018,5
LA GUAJIRA,1/14/2018,5
MAGDALENA,1/14/2018,9
META,1/14/2018,4
NARIÑO,1/14/2018,4
NORTE SANTANDER,1/14/2018,1
PUTUMAYO,1/14/2018,0
QUINDIO,1/14/2018,2
RISARALDA,1/14/2018,3
SAN ANDRES,1/14/2018,0
SANTANDER,1/14/2018,3
SUCRE,1/14/2018,4
TOLIMA,1/14/2018,3
VALLE DEL CAUCA,1/14/2018,18
VAUPES,1/14/2018,0
VICHADA,1/14/2018,2
AMAZONAS,1/21/2018,1
ANTIOQUIA,1/21/2018,15
ARAUCA,1/21/2018,4
ATLANTICO,1/21/2018,10
BOGOTA,1/21/2018,23
BOLIVAR,1/21/2018,9
BOYACA,1/21/2018,0
CALDAS,1/21/2018,4
CAQUETA,1/21/2018,6
CASANARE,1/21/2018,1
CAUCA,1/21/2018,5
CESAR,1/21/2018,13
CHOCO,1/21/2018,1
CORDOBA,1/21/2018,12
CUNDINAMARCA,1/21/2018,3
GUAINIA,1/21/2018,0
GUAVIARE,1/21/2018,1
HUILA,1/21/2018,2
LA GUAJIRA,1/21/2018,4
MAGDALENA,1/21/2018,6
META,1/21/2018,0
NARIÑO,1/21/2018,6
NORTE SANTANDER,1/21/2018,4
PUTUMAYO,1/21/2018,1
QUINDIO,1/21/2018,1
RISARALDA,1/21/2018,3
SAN ANDRES,1/21/2018,2
SANTANDER,1/21/2018,7
SUCRE,1/21/2018,3
TOLIMA,1/21/2018,4
VALLE DEL CAUCA,1/21/2018,10
VAUPES,1/21/2018,0
VICHADA,1/21/2018,0
AMAZONAS,1/28/2018,0
ANTIOQUIA,1/28/2018,24
ARAUCA,1/28/2018,3
ATLANTICO,1/28/2018,13
BOGOTA,1/28/2018,27
BOLIVAR,1/28/2018,8
BOYACA,1/28/2018,4
